"","site","transect","observer","common.name","species","size_class","year","Count","area","zone","vis_m","taxa"
"1734","Tatoosh Island",3,"Steve Lonhart",NA,"HELA",NA,2024,0,"N","5",2.6,"HEXA"
"1735","Tatoosh Island",4,"Kelly Andrews",NA,"HELA",NA,2024,0,"N","10",4.9,"HEXA"
"1736","Tatoosh Island",4,"Steve Lonhart",NA,"HELA",NA,2024,0,"N","5",3.6,"HEXA"
"1737","Tatoosh Island",5,"Kelly Andrews",NA,"HELA",NA,2024,0,"N","10",4.9,"HEXA"
"1738","Tatoosh Island",1,"Greg Williams",NA,"HELA",NA,2024,0,"S","10",4.3,"HEXA"
"1739","Tatoosh Island",1,"Steve Lonhart",NA,"HELA",NA,2024,0,"S","5",5.4,"HEXA"
"1740","Tatoosh Island",2,"Greg Williams",NA,"HELA",NA,2024,0,"S","10",4.5,"HEXA"
"1741","Tatoosh Island",2,"Steve Lonhart",NA,"HELA",NA,2024,0,"S","5",6.4,"HEXA"
"1742","Tatoosh Island",3,"Greg Williams",NA,"HELA",NA,2024,0,"S","10",4,"HEXA"
"1743","Tatoosh Island",3,"Steve Lonhart",NA,"HELA",NA,2024,0,"S","5",6.8,"HEXA"
"1744","Tatoosh Island",4,"Greg Williams",NA,"HELA",NA,2024,0,"S","10",4,"HEXA"
"1745","Tatoosh Island",4,"Steve Lonhart",NA,"HELA",NA,2024,0,"S","5",6.4,"HEXA"
"1746","Cape Alava",1,"Greg Williams",NA,"HELA",NA,2025,0,"E","10",4.2,"HEXA"
"1747","Cape Alava",1,"Steve Lonhart",NA,"HELA",NA,2025,0,"E","5",3.5,"HEXA"
"1748","Cape Alava",2,"Greg Williams",NA,"HELA",NA,2025,0,"E","10",4.2,"HEXA"
"1749","Cape Alava",2,"Steve Lonhart",NA,"HELA",NA,2025,0,"E","5",3.5,"HEXA"
"1750","Cape Alava",3,"Greg Williams",NA,"HELA",NA,2025,0,"E","10",4,"HEXA"
"1751","Cape Alava",3,"Steve Lonhart",NA,"HELA",NA,2025,0,"E","5",4.8,"HEXA"
"1752","Cape Alava",4,"Greg Williams",NA,"HELA",NA,2025,0,"E","10",4.3,"HEXA"
"1753","Cape Alava",4,"Steve Lonhart",NA,"HELA",NA,2025,0,"E","5",4.8,"HEXA"
"1754","Cape Alava",1,"Nick Tolimieri",NA,"HELA",NA,2025,1,"W","10",5.2,"HEXA"
"1755","Cape Alava",1,"Nick Tolimieri",NA,"HELA",NA,2025,0,"W","5",5,"HEXA"
"1756","Cape Alava",2,"Nick Tolimieri",NA,"HELA",NA,2025,0,"W","10",4.2,"HEXA"
"1757","Cape Alava",2,"Nick Tolimieri",NA,"HELA",NA,2025,1,"W","5",5,"HEXA"
"1758","Cape Alava",3,"Nick Tolimieri",NA,"HELA",NA,2025,0,"W","10",4.5,"HEXA"
"1759","Cape Alava",3,"Nick Tolimieri",NA,"HELA",NA,2025,0,"W","5",4.8,"HEXA"
"1760","Cape Alava",4,"Nick Tolimieri",NA,"HELA",NA,2025,0,"W","5",4.8,"HEXA"
"1761","Cape Johnson",1,"Jameal Samhouri",NA,"HELA",NA,2025,0,"N","5",4.9,"HEXA"
"1762","Cape Johnson",1,"Steve Lonhart",NA,"HELA",NA,2025,0,"N","10",5.3,"HEXA"
"1763","Cape Johnson",2,"Jameal Samhouri",NA,"HELA",NA,2025,0,"N","5",5.3,"HEXA"
"1764","Cape Johnson",2,"Steve Lonhart",NA,"HELA",NA,2025,0,"N","10",5.4,"HEXA"
"1765","Cape Johnson",3,"Jameal Samhouri",NA,"HELA",NA,2025,0,"N","5",4.9,"HEXA"
"1766","Cape Johnson",3,"Steve Lonhart",NA,"HELA",NA,2025,0,"N","10",5.2,"HEXA"
"1767","Cape Johnson",4,"Jameal Samhouri",NA,"HELA",NA,2025,1,"N","5",4.9,"HEXA"
"1768","Cape Johnson",4,"Steve Lonhart",NA,"HELA",NA,2025,0,"N","10",5,"HEXA"
"1769","Cape Johnson",1,"Greg Williams",NA,"HELA",NA,2025,0,"S","10",4.5,"HEXA"
"1770","Cape Johnson",1,"Greg Williams",NA,"HELA",NA,2025,0,"S","5",4.2,"HEXA"
"1771","Cape Johnson",2,"Greg Williams",NA,"HELA",NA,2025,0,"S","10",4.2,"HEXA"
"1772","Cape Johnson",2,"Greg Williams",NA,"HELA",NA,2025,0,"S","5",3.2,"HEXA"
"1773","Cape Johnson",3,"Greg Williams",NA,"HELA",NA,2025,0,"S","10",3.9,"HEXA"
"1774","Cape Johnson",3,"Greg Williams",NA,"HELA",NA,2025,0,"S","5",2.9,"HEXA"
"1775","Cape Johnson",4,"Greg Williams",NA,"HELA",NA,2025,0,"S","10",3.6,"HEXA"
"1776","Cape Johnson",4,"Greg Williams",NA,"HELA",NA,2025,1,"S","5",2.7,"HEXA"
"1777","Destruction Island",1,"Greg Williams",NA,"HELA",NA,2025,0,"N","5",3.2,"HEXA"
"1778","Destruction Island",1,"Nick Tolimieri",NA,"HELA",NA,2025,0,"N","10",4,"HEXA"
"1779","Destruction Island",2,"Greg Williams",NA,"HELA",NA,2025,0,"N","5",2.7,"HEXA"
"1780","Destruction Island",2,"Nick Tolimieri",NA,"HELA",NA,2025,0,"N","10",3.5,"HEXA"
"1781","Destruction Island",3,"Greg Williams",NA,"HELA",NA,2025,0,"N","5",3,"HEXA"
"1782","Destruction Island",3,"Nick Tolimieri",NA,"HELA",NA,2025,0,"N","10",4,"HEXA"
"1783","Destruction Island",4,"Greg Williams",NA,"HELA",NA,2025,0,"N","5",2.7,"HEXA"
"1784","Destruction Island",4,"Nick Tolimieri",NA,"HELA",NA,2025,0,"N","10",3,"HEXA"
"1785","Destruction Island",1,"Nick Tolimieri",NA,"HELA",NA,2025,0,"S","5",3.8,"HEXA"
"1786","Destruction Island",2,"Nick Tolimieri",NA,"HELA",NA,2025,0,"S","5",4,"HEXA"
"1787","Destruction Island",3,"Nick Tolimieri",NA,"HELA",NA,2025,0,"S","5",3.7,"HEXA"
"1788","Destruction Island",4,"Nick Tolimieri",NA,"HELA",NA,2025,0,"S","5",3.6,"HEXA"
"1789","Neah Bay",1,"Jameal Samhouri",NA,"HELA",NA,2025,0,"N","10",6.8,"HEXA"
"1790","Neah Bay",1,"Steve Lonhart",NA,"HELA",NA,2025,0,"N","5",6,"HEXA"
"1791","Neah Bay",2,"Jameal Samhouri",NA,"HELA",NA,2025,0,"N","10",8.5,"HEXA"
"1792","Neah Bay",2,"Steve Lonhart",NA,"HELA",NA,2025,0,"N","5",4.9,"HEXA"
"1793","Neah Bay",3,"Jameal Samhouri",NA,"HELA",NA,2025,0,"N","10",6.1,"HEXA"
"1794","Neah Bay",3,"Steve Lonhart",NA,"HELA",NA,2025,0,"N","5",4.6,"HEXA"
"1795","Neah Bay",4,"Jameal Samhouri",NA,"HELA",NA,2025,0,"N","10",6.9,"HEXA"
"1796","Neah Bay",4,"Steve Lonhart",NA,"HELA",NA,2025,0,"N","5",4.8,"HEXA"
"1797","Neah Bay",1,"Nick Tolimieri",NA,"HELA",NA,2025,0,"S","10",7,"HEXA"
"1798","Neah Bay",1,"Nick Tolimieri",NA,"HELA",NA,2025,0,"S","5",4.5,"HEXA"
"1799","Neah Bay",2,"Nick Tolimieri",NA,"HELA",NA,2025,0,"S","10",6.4,"HEXA"
"1800","Neah Bay",2,"Nick Tolimieri",NA,"HELA",NA,2025,0,"S","5",4.5,"HEXA"
"1801","Neah Bay",3,"Nick Tolimieri",NA,"HELA",NA,2025,0,"S","10",8.5,"HEXA"
"1802","Neah Bay",3,"Nick Tolimieri",NA,"HELA",NA,2025,0,"S","5",4.8,"HEXA"
"1803","Neah Bay",4,"Nick Tolimieri",NA,"HELA",NA,2025,0,"S","10",6.7,"HEXA"
"1804","Neah Bay",4,"Nick Tolimieri",NA,"HELA",NA,2025,0,"S","5",4.8,"HEXA"
"1805","Tatoosh Island",1,"Jameal Samhouri",NA,"HELA",NA,2025,0,"N","10",8,"HEXA"
"1806","Tatoosh Island",1,"Steve Lonhart",NA,"HELA",NA,2025,0,"N","5",7,"HEXA"
"1807","Tatoosh Island",2,"Jameal Samhouri",NA,"HELA",NA,2025,0,"N","10",7.3,"HEXA"
"1808","Tatoosh Island",2,"Steve Lonhart",NA,"HELA",NA,2025,0,"N","5",7,"HEXA"
"1809","Tatoosh Island",3,"Jameal Samhouri",NA,"HELA",NA,2025,0,"N","10",7.6,"HEXA"
"1810","Tatoosh Island",3,"Steve Lonhart",NA,"HELA",NA,2025,0,"N","5",7,"HEXA"
"1811","Tatoosh Island",4,"Steve Lonhart",NA,"HELA",NA,2025,0,"N","5",5.8,"HEXA"
"1812","Tatoosh Island",1,"Jameal Samhouri",NA,"HELA",NA,2025,0,"S","10",8.1,"HEXA"
"1813","Tatoosh Island",1,"Jameal Samhouri",NA,"HELA",NA,2025,0,"S","5",10.5,"HEXA"
"1814","Tatoosh Island",2,"Jameal Samhouri",NA,"HELA",NA,2025,0,"S","10",6.5,"HEXA"
"1815","Tatoosh Island",2,"Jameal Samhouri",NA,"HELA",NA,2025,0,"S","5",9.5,"HEXA"
"1816","Tatoosh Island",3,"Jameal Samhouri",NA,"HELA",NA,2025,0,"S","10",6.3,"HEXA"
"1817","Tatoosh Island",3,"Jameal Samhouri",NA,"HELA",NA,2025,0,"S","5",7.1,"HEXA"
"1818","Tatoosh Island",4,"Jameal Samhouri",NA,"HELA",NA,2025,0,"S","5",8,"HEXA"
"1819","Cape Alava",1,"Jameal Samhouri",NA,"HELA",NA,2026,2,"E","10",4.6,"HEXA"
"1820","Cape Alava",1,"Jameal Samhouri",NA,"HELA",NA,2026,2,"E","5",3.7,"HEXA"
"1821","Cape Alava",2,"Jameal Samhouri",NA,"HELA",NA,2026,3,"E","10",4.1,"HEXA"
"1822","Cape Alava",2,"Jameal Samhouri",NA,"HELA",NA,2026,1,"E","5",5,"HEXA"
"1823","Cape Alava",3,"Jameal Samhouri",NA,"HELA",NA,2026,0,"E","10",4,"HEXA"
"1824","Cape Alava",4,"Jameal Samhouri",NA,"HELA",NA,2026,0,"E","10",4.2,"HEXA"
"1825","Cape Alava",1,"Greg Williams",NA,"HELA",NA,2026,0,"W","5",3,"HEXA"
"1826","Cape Alava",1,"Jameal Samhouri",NA,"HELA",NA,2026,0,"W","10",4,"HEXA"
"1827","Cape Alava",2,"Greg Williams",NA,"HELA",NA,2026,0,"W","5",3.2,"HEXA"
"1828","Cape Alava",2,"Jameal Samhouri",NA,"HELA",NA,2026,0,"W","10",3.8,"HEXA"
"1829","Cape Alava",3,"Greg Williams",NA,"HELA",NA,2026,0,"W","5",3.5,"HEXA"
"1830","Cape Alava",3,"Jameal Samhouri",NA,"HELA",NA,2026,0,"W","10",3.7,"HEXA"
"1831","Cape Alava",4,"Greg Williams",NA,"HELA",NA,2026,0,"W","5",3.2,"HEXA"
"1832","Cape Johnson",1,"Jameal Samhouri",NA,"HELA",NA,2026,0,"N","5",2,"HEXA"
"1833","Cape Johnson",2,"Jameal Samhouri",NA,"HELA",NA,2026,0,"N","5",2.5,"HEXA"
"1834","Cape Johnson",3,"Jameal Samhouri",NA,"HELA",NA,2026,0,"N","5",2.1,"HEXA"
"1835","Cape Johnson",3,"Nick Tolimieri",NA,"HELA",NA,2026,0,"N","10",2.2,"HEXA"
"1836","Cape Johnson",4,"Jameal Samhouri",NA,"HELA",NA,2026,0,"N","5",2.7,"HEXA"
"1837","Cape Johnson",4,"Nick Tolimieri",NA,"HELA",NA,2026,0,"N","10",2.2,"HEXA"
"1838","Cape Johnson",1,"Jameal Samhouri",NA,"HELA",NA,2026,0,"S","10",2.5,"HEXA"
"1839","Cape Johnson",1,"Nick Tolimieri",NA,"HELA",NA,2026,0,"S","10",2.2,"HEXA"
"1840","Cape Johnson",2,"Jameal Samhouri",NA,"HELA",NA,2026,0,"S","10",2.7,"HEXA"
"1841","Cape Johnson",2,"Nick Tolimieri",NA,"HELA",NA,2026,0,"S","10",2.2,"HEXA"
"1842","Cape Johnson",3,"Jameal Samhouri",NA,"HELA",NA,2026,0,"S","10",2.7,"HEXA"
"1843","Cape Johnson",4,"Jameal Samhouri",NA,"HELA",NA,2026,0,"S","10",2.7,"HEXA"
"1844","Destruction Island",1,"Nick Tolimieri",NA,"HELA",NA,2026,0,"N","5",2.2,"HEXA"
"1845","Destruction Island",2,"Nick Tolimieri",NA,"HELA",NA,2026,0,"N","5",2.5,"HEXA"
"1846","Destruction Island",3,"Nick Tolimieri",NA,"HELA",NA,2026,2,"N","5",2.5,"HEXA"
"1847","Destruction Island",4,"Nick Tolimieri",NA,"HELA",NA,2026,0,"N","5",2.5,"HEXA"
"1848","Destruction Island",1,"Jameal Samhouri",NA,"HELA",NA,2026,0,"S","5",4.4,"HEXA"
"1849","Destruction Island",2,"Jameal Samhouri",NA,"HELA",NA,2026,0,"S","5",4.5,"HEXA"
"1850","Destruction Island",3,"Jameal Samhouri",NA,"HELA",NA,2026,0,"S","5",4.5,"HEXA"
"1851","Destruction Island",4,"Jameal Samhouri",NA,"HELA",NA,2026,0,"S","5",2.1,"HEXA"
"1852","Neah Bay",1,"Jameal Samhouri",NA,"HELA",NA,2026,0,"N","10",6.1,"HEXA"
"1853","Neah Bay",1,"Nick Tolimieri",NA,"HELA",NA,2026,0,"N","5",2.6,"HEXA"
"1854","Neah Bay",2,"Jameal Samhouri",NA,"HELA",NA,2026,0,"N","10",7,"HEXA"
"1855","Neah Bay",2,"Nick Tolimieri",NA,"HELA",NA,2026,0,"N","5",2.6,"HEXA"
"1856","Neah Bay",3,"Jameal Samhouri",NA,"HELA",NA,2026,0,"N","10",7,"HEXA"
"1857","Neah Bay",3,"Nick Tolimieri",NA,"HELA",NA,2026,0,"N","5",2.5,"HEXA"
"1858","Neah Bay",4,"Jameal Samhouri",NA,"HELA",NA,2026,0,"N","10",7.5,"HEXA"
"1859","Neah Bay",4,"Nick Tolimieri",NA,"HELA",NA,2026,0,"N","5",2.5,"HEXA"
"1860","Neah Bay",1,"Jameal Samhouri",NA,"HELA",NA,2026,0,"S","5",3.8,"HEXA"
"1861","Neah Bay",1,"Nick Tolimieri",NA,"HELA",NA,2026,1,"S","10",3.3,"HEXA"
"1862","Neah Bay",2,"Jameal Samhouri",NA,"HELA",NA,2026,0,"S","5",4.1,"HEXA"
"1863","Neah Bay",2,"Nick Tolimieri",NA,"HELA",NA,2026,0,"S","10",3.3,"HEXA"
"1864","Neah Bay",3,"Jameal Samhouri",NA,"HELA",NA,2026,0,"S","5",3.3,"HEXA"
"1865","Neah Bay",3,"Nick Tolimieri",NA,"HELA",NA,2026,0,"S","10",2.8,"HEXA"
"1866","Neah Bay",4,"Jameal Samhouri",NA,"HELA",NA,2026,0,"S","5",3.1,"HEXA"
"1867","Tatoosh Island",1,"Greg Williams",NA,"HELA",NA,2026,0,"N","10",3.5,"HEXA"
"1868","Tatoosh Island",1,"Jameal Samhouri",NA,"HELA",NA,2026,0,"N","5",4,"HEXA"
"1869","Tatoosh Island",2,"Greg Williams",NA,"HELA",NA,2026,0,"N","10",5,"HEXA"
"1870","Tatoosh Island",2,"Jameal Samhouri",NA,"HELA",NA,2026,0,"N","5",4.2,"HEXA"
"1871","Tatoosh Island",3,"Greg Williams",NA,"HELA",NA,2026,0,"N","10",5.5,"HEXA"
"1872","Tatoosh Island",3,"Jameal Samhouri",NA,"HELA",NA,2026,0,"N","5",3.2,"HEXA"
"1873","Tatoosh Island",4,"Greg Williams",NA,"HELA",NA,2026,0,"N","10",5.5,"HEXA"
"1874","Tatoosh Island",4,"Jameal Samhouri",NA,"HELA",NA,2026,0,"N","5",3.6,"HEXA"
"1875","Tatoosh Island",1,"Nick Tolimieri",NA,"HELA",NA,2026,0,"S","10",3.7,"HEXA"
"1876","Tatoosh Island",1,"Nick Tolimieri",NA,"HELA",NA,2026,0,"S","5",3.5,"HEXA"
"1877","Tatoosh Island",2,"Nick Tolimieri",NA,"HELA",NA,2026,0,"S","10",4.5,"HEXA"
"1878","Tatoosh Island",2,"Nick Tolimieri",NA,"HELA",NA,2026,0,"S","5",3.5,"HEXA"
"1879","Tatoosh Island",3,"Nick Tolimieri",NA,"HELA",NA,2026,1,"S","10",4.7,"HEXA"
"1880","Tatoosh Island",3,"Nick Tolimieri",NA,"HELA",NA,2026,1,"S","5",3.5,"HEXA"
"1881","Tatoosh Island",4,"Nick Tolimieri",NA,"HELA",NA,2026,0,"S","10",4.7,"HEXA"
"1882","Tatoosh Island",4,"Nick Tolimieri",NA,"HELA",NA,2026,1,"S","5",3.5,"HEXA"
"1883","Cape Alava",1,"Greg Williams",NA,"EMBI",NA,2016,0,"W","10",3,"EMBI"
"1884","Cape Alava",1,"Steve Lonhart",NA,"EMBI",NA,2016,0,"W","5",3,"EMBI"
"1885","Cape Alava",2,"Greg Williams",NA,"EMBI",NA,2016,0,"W","10",3,"EMBI"
"1886","Cape Alava",2,"Steve Lonhart",NA,"EMBI",NA,2016,0,"W","5",3,"EMBI"
"1887","Cape Alava",3,"Greg Williams",NA,"EMBI",NA,2016,0,"W","10",3,"EMBI"
"1888","Cape Alava",3,"Steve Lonhart",NA,"EMBI",NA,2016,0,"W","5",3,"EMBI"
"1889","Cape Alava",4,"Greg Williams",NA,"EMBI",NA,2016,0,"W","10",3,"EMBI"
"1890","Cape Alava",4,"Steve Lonhart",NA,"EMBI",NA,2016,0,"W","5",3,"EMBI"
"1891","Cape Alava",5,"Greg Williams",NA,"EMBI",NA,2016,0,"W","10",3,"EMBI"
"1892","Cape Alava",5,"Steve Lonhart",NA,"EMBI",NA,2016,0,"W","5",3,"EMBI"
"1893","Cape Alava",6,"Greg Williams",NA,"EMBI",NA,2016,0,"W","10",3,"EMBI"
"1894","Cape Alava",6,"Steve Lonhart",NA,"EMBI",NA,2016,0,"W","5",3,"EMBI"
"1895","Cape Johnson",1,"Greg Williams",NA,"EMBI",NA,2016,0,"S","10",2,"EMBI"
"1896","Cape Johnson",1,"Steve Lonhart",NA,"EMBI",NA,2016,0,"S","5",2,"EMBI"
"1897","Cape Johnson",2,"Greg Williams",NA,"EMBI",NA,2016,0,"S","10",2,"EMBI"
"1898","Cape Johnson",2,"Steve Lonhart",NA,"EMBI",NA,2016,0,"S","5",2,"EMBI"
"1899","Cape Johnson",3,"Greg Williams",NA,"EMBI",NA,2016,0,"S","10",2,"EMBI"
"1900","Cape Johnson",3,"Steve Lonhart",NA,"EMBI",NA,2016,0,"S","5",2,"EMBI"
"1901","Cape Johnson",4,"Greg Williams",NA,"EMBI",NA,2016,0,"S","10",2,"EMBI"
"1902","Cape Johnson",4,"Steve Lonhart",NA,"EMBI",NA,2016,0,"S","5",2,"EMBI"
"1903","Cape Johnson",5,"Greg Williams",NA,"EMBI",NA,2016,0,"S","10",2,"EMBI"
"1904","Cape Johnson",6,"Greg Williams",NA,"EMBI",NA,2016,0,"S","10",2,"EMBI"
"1905","Destruction Island",1,"Greg Williams",NA,"EMBI",NA,2016,0,"N","10",2,"EMBI"
"1906","Destruction Island",2,"Greg Williams",NA,"EMBI",NA,2016,0,"N","10",2,"EMBI"
"1907","Destruction Island",3,"Greg Williams",NA,"EMBI",NA,2016,0,"N","10",2,"EMBI"
"1908","Neah Bay",1,"Greg Williams",NA,"EMBI",NA,2016,0,"N","10",3.3,"EMBI"
"1909","Neah Bay",1,"Steve Lonhart",NA,"EMBI",NA,2016,0,"N","5",2,"EMBI"
"1910","Neah Bay",2,"Greg Williams",NA,"EMBI",NA,2016,0,"N","10",3.3,"EMBI"
"1911","Neah Bay",2,"Steve Lonhart",NA,"EMBI",NA,2016,0,"N","5",2,"EMBI"
"1912","Neah Bay",3,"Greg Williams",NA,"EMBI",NA,2016,0,"N","10",3.3,"EMBI"
"1913","Neah Bay",3,"Steve Lonhart",NA,"EMBI",NA,2016,0,"N","5",2,"EMBI"
"1914","Neah Bay",4,"Greg Williams",NA,"EMBI",NA,2016,0,"N","10",3.3,"EMBI"
"1915","Neah Bay",4,"Steve Lonhart",NA,"EMBI",NA,2016,0,"N","5",2,"EMBI"
"1916","Neah Bay",5,"Greg Williams",NA,"EMBI",NA,2016,0,"N","10",3.3,"EMBI"
"1917","Neah Bay",6,"Greg Williams",NA,"EMBI",NA,2016,0,"N","10",3.3,"EMBI"
"1918","Tatoosh Island",1,"Greg Williams",NA,"EMBI",NA,2016,0,"N","10",5,"EMBI"
"1919","Tatoosh Island",1,"Steve Lonhart",NA,"EMBI",NA,2016,0,"N","5",3,"EMBI"
"1920","Tatoosh Island",2,"Greg Williams",NA,"EMBI",NA,2016,0,"N","10",5,"EMBI"
"1921","Tatoosh Island",2,"Steve Lonhart",NA,"EMBI",NA,2016,0,"N","5",3,"EMBI"
"1922","Tatoosh Island",3,"Greg Williams",NA,"EMBI",NA,2016,0,"N","10",5,"EMBI"
"1923","Tatoosh Island",3,"Steve Lonhart",NA,"EMBI",NA,2016,0,"N","5",3.7,"EMBI"
"1924","Tatoosh Island",4,"Greg Williams",NA,"EMBI",NA,2016,0,"N","10",5,"EMBI"
"1925","Tatoosh Island",4,"Steve Lonhart",NA,"EMBI",NA,2016,0,"N","5",3.7,"EMBI"
"1926","Cape Alava",1,"Kelly Andrews",NA,"EMBI",NA,2017,0,"W","10",2.5,"EMBI"
"1927","Cape Alava",1,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"W","5",2.5,"EMBI"
"1928","Cape Alava",2,"Kelly Andrews",NA,"EMBI",NA,2017,0,"W","10",2.5,"EMBI"
"1929","Cape Alava",2,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"W","5",2.5,"EMBI"
"1930","Cape Alava",3,"Kelly Andrews",NA,"EMBI",NA,2017,0,"W","10",2.5,"EMBI"
"1931","Cape Alava",3,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"W","5",3.2,"EMBI"
"1932","Cape Alava",4,"Kelly Andrews",NA,"EMBI",NA,2017,0,"W","10",2.5,"EMBI"
"1933","Cape Alava",4,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"W","5",3.2,"EMBI"
"1934","Cape Alava",5,"Kelly Andrews",NA,"EMBI",NA,2017,0,"W","10",2.5,"EMBI"
"1935","Cape Alava",1,"Kelly Andrews",NA,"EMBI",NA,2017,0,"E","10",2.5,"EMBI"
"1936","Cape Alava",1,"Nick Tolimieri",NA,"EMBI",NA,2017,1,"E","5",2.8,"EMBI"
"1937","Cape Alava",2,"Kelly Andrews",NA,"EMBI",NA,2017,0,"E","10",2.5,"EMBI"
"1938","Cape Alava",2,"Nick Tolimieri",NA,"EMBI",NA,2017,1,"E","5",3,"EMBI"
"1939","Cape Alava",3,"Kelly Andrews",NA,"EMBI",NA,2017,0,"E","10",2.5,"EMBI"
"1940","Cape Alava",3,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"E","5",2.5,"EMBI"
"1941","Cape Alava",4,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"E","5",3,"EMBI"
"1942","Cape Alava",5,"Kelly Andrews",NA,"EMBI",NA,2017,0,"E","10",2.5,"EMBI"
"1943","Cape Alava",6,"Kelly Andrews",NA,"EMBI",NA,2017,0,"E","10",2.5,"EMBI"
"1944","Cape Johnson",1,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"S","10",2,"EMBI"
"1945","Cape Johnson",2,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"S","10",2,"EMBI"
"1946","Cape Johnson",3,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"S","10",2,"EMBI"
"1947","Cape Johnson",4,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"S","10",2,"EMBI"
"1948","Cape Johnson",1,"Steve Lonhart",NA,"EMBI",NA,2017,0,"N","5",2.1,"EMBI"
"1949","Cape Johnson",2,"Steve Lonhart",NA,"EMBI",NA,2017,0,"N","5",2.1,"EMBI"
"1950","Cape Johnson",3,"Steve Lonhart",NA,"EMBI",NA,2017,0,"N","5",2.1,"EMBI"
"1951","Cape Johnson",4,"Steve Lonhart",NA,"EMBI",NA,2017,0,"N","5",2.1,"EMBI"
"1952","Cape Johnson",5,"Steve Lonhart",NA,"EMBI",NA,2017,0,"N","5",2.1,"EMBI"
"1953","Destruction Island",1,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"S","5",2.3,"EMBI"
"1954","Destruction Island",2,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"S","5",2.2,"EMBI"
"1955","Destruction Island",1,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"N","5",2.2,"EMBI"
"1956","Destruction Island",4,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"N","5",2.1,"EMBI"
"1957","Neah Bay",1,"Kelly Andrews",NA,"EMBI",NA,2017,0,"N","10",5,"EMBI"
"1958","Neah Bay",1,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"N","5",2.6,"EMBI"
"1959","Neah Bay",2,"Kelly Andrews",NA,"EMBI",NA,2017,0,"N","10",5,"EMBI"
"1960","Neah Bay",2,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"N","5",2.8,"EMBI"
"1961","Neah Bay",3,"Kelly Andrews",NA,"EMBI",NA,2017,0,"N","10",4,"EMBI"
"1962","Neah Bay",3,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"N","5",4.5,"EMBI"
"1963","Neah Bay",4,"Kelly Andrews",NA,"EMBI",NA,2017,0,"N","10",3.5,"EMBI"
"1964","Neah Bay",4,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"N","5",2.6,"EMBI"
"1965","Neah Bay",1,"Kelly Andrews",NA,"EMBI",NA,2017,0,"S","10",2.5,"EMBI"
"1966","Neah Bay",1,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"S","5",2.5,"EMBI"
"1967","Neah Bay",2,"Kelly Andrews",NA,"EMBI",NA,2017,0,"S","10",2.8,"EMBI"
"1968","Neah Bay",2,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"S","5",2.5,"EMBI"
"1969","Neah Bay",3,"Kelly Andrews",NA,"EMBI",NA,2017,0,"S","10",2.5,"EMBI"
"1970","Neah Bay",3,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"S","5",2,"EMBI"
"1971","Neah Bay",4,"Kelly Andrews",NA,"EMBI",NA,2017,0,"S","10",2.5,"EMBI"
"1972","Neah Bay",4,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"S","5",2,"EMBI"
"1973","Tatoosh Island",1,"Jameal Samhouri",NA,"EMBI",NA,2017,0,"N","10",6.7,"EMBI"
"1974","Tatoosh Island",1,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"N","5",8,"EMBI"
"1975","Tatoosh Island",2,"Jameal Samhouri",NA,"EMBI",NA,2017,0,"N","10",6.7,"EMBI"
"1976","Tatoosh Island",2,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"N","5",7.7,"EMBI"
"1977","Tatoosh Island",3,"Jameal Samhouri",NA,"EMBI",NA,2017,0,"N","10",6.7,"EMBI"
"1978","Tatoosh Island",3,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"N","5",7.7,"EMBI"
"1979","Tatoosh Island",4,"Jameal Samhouri",NA,"EMBI",NA,2017,0,"N","10",6.7,"EMBI"
"1980","Tatoosh Island",1,"Jameal Samhouri",NA,"EMBI",NA,2017,0,"S","10",5,"EMBI"
"1981","Tatoosh Island",1,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"S","5",7.6,"EMBI"
"1982","Tatoosh Island",2,"Jameal Samhouri",NA,"EMBI",NA,2017,0,"S","10",5,"EMBI"
"1983","Tatoosh Island",2,"Nick Tolimieri",NA,"EMBI",NA,2017,0,"S","5",9.1,"EMBI"
"1984","Tatoosh Island",3,"Jameal Samhouri",NA,"EMBI",NA,2017,0,"S","10",5.5,"EMBI"
