"","YEAR","SITE","ZONE","Functional_Group","N","MEAN","SD","SE"
"307",2019,"Destruction Island",10,"Brown Algae",8,0.0668103448275862,0.706239181306759,0.249693257120823
"308",2019,"Destruction Island",10,"Diatom Layer",8,0,0,0
"309",2019,"Destruction Island",10,"Eelgrass_Surfgrass",8,0,0,0
"310",2019,"Destruction Island",10,"Encrusting Species",8,0.259770114942529,1.24028900607971,0.438508383415043
"311",2019,"Destruction Island",10,"Green algae",8,0,0,0
"312",2019,"Destruction Island",10,"Mobile Invertebrate",8,0.0125,0.314245127249413,0.111102430216445
"313",2019,"Destruction Island",10,"Non-living Substrate",8,0.0795977011494253,0.765568584105445,0.270669368642172
"314",2019,"Destruction Island",10,"Non-mobile Invertebrate",8,0.0672413793103448,0.708350061586993,0.250439566001036
"315",2019,"Destruction Island",10,"Red Algae",8,0.514080459770115,1.41365268903691,0.4998017013303
"316",2019,"Neah Bay",5,"Brown Algae",7,0.288479262672811,1.19867128261419,0.453055159644565
"317",2019,"Neah Bay",5,"Diatom Layer",7,0,0,0
"318",2019,"Neah Bay",5,"Eelgrass_Surfgrass",7,0,0,0
"319",2019,"Neah Bay",5,"Encrusting Species",7,0.108909370199693,0.824218924180216,0.311525471322008
"320",2019,"Neah Bay",5,"Green algae",7,0,0,0
"321",2019,"Neah Bay",5,"Mobile Invertebrate",7,0,0,0
"322",2019,"Neah Bay",5,"Non-living Substrate",7,0.0807987711213518,0.721035580222237,0.2725258330996
"323",2019,"Neah Bay",5,"Non-mobile Invertebrate",7,0.00476190476190476,0.182138966656241,0.0688420585466712
"324",2019,"Neah Bay",5,"Red Algae",7,0.51705069124424,1.322106242893,0.499709189357264
"325",2019,"Neah Bay",10,"Brown Algae",8,0.358285330261137,1.35622108044612,0.479496561385799
"326",2019,"Neah Bay",10,"Diatom Layer",8,0,0,0
"327",2019,"Neah Bay",10,"Eelgrass_Surfgrass",8,0,0,0
"328",2019,"Neah Bay",10,"Encrusting Species",8,0.0960541474654378,0.833439851315622,0.294665485288192
"329",2019,"Neah Bay",10,"Green algae",8,0,0,0
"330",2019,"Neah Bay",10,"Mobile Invertebrate",8,0,0,0
"331",2019,"Neah Bay",10,"Non-living Substrate",8,0.125355222734255,0.936552362091945,0.331121263085747
"332",2019,"Neah Bay",10,"Non-mobile Invertebrate",8,0.0422907066052227,0.569225457899091,0.201251590652232
"333",2019,"Neah Bay",10,"Red Algae",8,0.378014592933948,1.3714796694459,0.48489128726234
"334",2019,"Tatoosh Island",5,"Brown Algae",8,0.25,1.22474487139159,0.433012701892219
"335",2019,"Tatoosh Island",5,"Diatom Layer",8,0,0,0
"336",2019,"Tatoosh Island",5,"Eelgrass_Surfgrass",8,0,0,0
"337",2019,"Tatoosh Island",5,"Encrusting Species",8,0.208333333333333,1.14867072934085,0.406116431033707
"338",2019,"Tatoosh Island",5,"Green algae",8,0,0,0
"339",2019,"Tatoosh Island",5,"Mobile Invertebrate",8,0,0,0
"340",2019,"Tatoosh Island",5,"Non-living Substrate",8,0,0,0
"341",2019,"Tatoosh Island",5,"Non-mobile Invertebrate",8,0.170833333333333,1.06451606114912,0.376363262760269
"342",2019,"Tatoosh Island",5,"Red Algae",8,0.370833333333333,1.36620927305365,0.483027920748089
"343",2019,"Tatoosh Island",10,"Brown Algae",6,0.173531592837357,0.927636930457236,0.378706191030312
"344",2019,"Tatoosh Island",10,"Diatom Layer",6,0,0,0
"345",2019,"Tatoosh Island",10,"Eelgrass_Surfgrass",6,0,0,0
"346",2019,"Tatoosh Island",10,"Encrusting Species",6,0.360690164089366,1.17624683536718,0.480200759702181
"347",2019,"Tatoosh Island",10,"Green algae",6,0,0,0
"348",2019,"Tatoosh Island",10,"Mobile Invertebrate",6,0,0,0
"349",2019,"Tatoosh Island",10,"Non-living Substrate",6,0.039284390063033,0.475864224923928,0.194270756318105
"350",2019,"Tatoosh Island",10,"Non-mobile Invertebrate",6,0.195449555424691,0.971336275578077,0.396546373970286
"351",2019,"Tatoosh Island",10,"Red Algae",6,0.231044297585553,1.03246161228033,0.42150068818301
