"","year","quarter","kelp_area_m2","count_cells_kelp","count_cells_no_clouds","count_cells_historic_footprint","region","km2","hectares"
"400",2022,"max",131197,1006,12625,12625,"OR",0.131197,13.1197
"401",2023,"1",11488,73,12509,12625,"OR",0.011488,1.1488
"402",2023,"2",43477,254,12599,12625,"OR",0.043477,4.3477
"403",2023,"3",167641,1139,12616,12625,"OR",0.167641,16.7641
"404",2023,"4",5973,71,12625,12625,"OR",0.005973,0.5973
"405",2023,"max",207759,1314,12625,12625,"OR",0.207759,20.7759
"406",2024,"1",10424,33,12613,12625,"OR",0.010424,1.0424
"407",2024,"2",20103,211,12611,12625,"OR",0.020103,2.0103
"408",2024,"3",74881,764,12624,12625,"OR",0.074881,7.4881
"409",2024,"4",25066,305,12620,12625,"OR",0.025066,2.5066
"410",2024,"max",107736,993,12625,12625,"OR",0.107736,10.7736
"411",1984,"1",0,0,0,30780,"NCA",0,0
"412",1984,"2",28529,165,29770,30780,"NCA",0.028529,2.8529
"413",1984,"3",31818,210,2295,30780,"NCA",0.031818,3.1818
"414",1984,"4",92170,435,30519,30780,"NCA",0.09217,9.217
"415",1984,"max",146796,762,30732,30780,"NCA",0.146796,14.6796
"416",1985,"1",2481,7,1254,30780,"NCA",0.002481,0.2481
"417",1985,"2",86285,530,29896,30780,"NCA",0.086285,8.6285
"418",1985,"3",352761,1123,12793,30780,"NCA",0.352761,35.2761
"419",1985,"4",1830427,8477,29235,30780,"NCA",1.830427,183.0427
"420",1985,"max",2026962,9039,30320,30780,"NCA",2.026962,202.6962
"421",1986,"1",3891,15,29976,30780,"NCA",0.003891,0.3891
"422",1986,"2",34328,185,30148,30780,"NCA",0.034328,3.4328
"423",1986,"3",2196746,12072,30701,30780,"NCA",2.196746,219.6746
"424",1986,"4",612250,1967,30122,30780,"NCA",0.61225,61.225
"425",1986,"max",2406583,12239,30763,30780,"NCA",2.406583,240.6583
"426",1987,"1",69147,995,30569,30780,"NCA",0.069147,6.9147
"427",1987,"2",15063,115,29321,30780,"NCA",0.015063,1.5063
"428",1987,"3",428233,3902,30652,30780,"NCA",0.428233,42.8233
"429",1987,"4",368856,1561,23958,30780,"NCA",0.368856,36.8856
"430",1987,"max",742295,5157,30758,30780,"NCA",0.742295,74.2295
"431",1988,"1",2646,7,14017,30780,"NCA",0.002646,0.2646
"432",1988,"2",115593,498,28247,30780,"NCA",0.115593,11.5593
"433",1988,"3",2648291,12187,30136,30780,"NCA",2.648291,264.8291
"434",1988,"4",58890,285,7434,30780,"NCA",0.05889,5.889
"435",1988,"max",2741505,12464,30435,30780,"NCA",2.741505,274.1505
"436",1989,"1",133718,753,21179,30780,"NCA",0.133718,13.3718
"437",1989,"2",268197,2332,30399,30780,"NCA",0.268197,26.8197
"438",1989,"3",812975,4268,30427,30780,"NCA",0.812975,81.2975
"439",1989,"4",1710095,10100,30732,30780,"NCA",1.710095,171.0095
"440",1989,"max",2504204,13489,30769,30780,"NCA",2.504204,250.4204
"441",1990,"1",3821,10,26327,30780,"NCA",0.003821,0.3821
"442",1990,"2",216438,1548,30682,30780,"NCA",0.216438,21.6438
"443",1990,"3",2759056,12766,30504,30780,"NCA",2.759056,275.9056
"444",1990,"4",1620988,8147,29958,30780,"NCA",1.620988,162.0988
"445",1990,"max",3153066,14307,30752,30780,"NCA",3.153066,315.3066
"446",1991,"1",41958,61,8164,30780,"NCA",0.041958,4.1958
"447",1991,"2",135636,1030,30306,30780,"NCA",0.135636,13.5636
"448",1991,"3",600359,3223,30286,30780,"NCA",0.600359,60.0359
"449",1991,"4",546882,2006,26646,30780,"NCA",0.546882,54.6882
"450",1991,"max",1053008,4723,30692,30780,"NCA",1.053008,105.3008
"451",1992,"1",2970,6,14177,30780,"NCA",0.00297,0.297
"452",1992,"2",136321,490,30294,30780,"NCA",0.136321,13.6321
"453",1992,"3",444351,3655,30391,30780,"NCA",0.444351,44.4351
"454",1992,"4",558149,3053,30138,30780,"NCA",0.558149,55.8149
"455",1992,"max",883045,5123,30767,30780,"NCA",0.883045,88.3045
"456",1993,"1",42867,265,30599,30780,"NCA",0.042867,4.2867
"457",1993,"2",26487,171,9328,30780,"NCA",0.026487,2.6487
"458",1993,"3",302904,1089,12357,30780,"NCA",0.302904,30.2904
"459",1993,"4",2197940,8288,29591,30780,"NCA",2.19794,219.794
"460",1993,"max",2302809,8738,30768,30780,"NCA",2.302809,230.2809
"461",1994,"1",179570,1647,30604,30780,"NCA",0.17957,17.957
"462",1994,"2",88544,1108,30576,30780,"NCA",0.088544,8.8544
"463",1994,"3",1031516,5017,30292,30780,"NCA",1.031516,103.1516
"464",1994,"4",1624162,9335,30760,30780,"NCA",1.624162,162.4162
"465",1994,"max",2128686,11127,30776,30780,"NCA",2.128686,212.8686
"466",1995,"1",3463,39,10093,30780,"NCA",0.003463,0.3463
"467",1995,"2",31939,106,30010,30780,"NCA",0.031939,3.1939
"468",1995,"3",119409,1453,30709,30780,"NCA",0.119409,11.9409
"469",1995,"4",178412,747,29455,30780,"NCA",0.178412,17.8412
"470",1995,"max",289290,1864,30765,30780,"NCA",0.28929,28.929
"471",1996,"1",92925,320,30411,30780,"NCA",0.092925,9.2925
"472",1996,"2",84594,507,30507,30780,"NCA",0.084594,8.4594
"473",1996,"3",618497,2800,23558,30780,"NCA",0.618497,61.8497
"474",1996,"4",1044855,4788,30337,30780,"NCA",1.044855,104.4855
"475",1996,"max",1498345,6542,30746,30780,"NCA",1.498345,149.8345
"476",1997,"1",63268,723,30613,30780,"NCA",0.063268,6.3268
"477",1997,"2",223860,2643,30519,30780,"NCA",0.22386,22.386
"478",1997,"3",1351550,10227,30666,30780,"NCA",1.35155,135.155
"479",1997,"4",79770,915,30748,30780,"NCA",0.07977,7.977
"480",1997,"max",1574583,12335,30766,30780,"NCA",1.574583,157.4583
"481",1998,"1",4063,13,29716,30780,"NCA",0.004063,0.4063
"482",1998,"2",12983,137,30664,30780,"NCA",0.012983,1.2983
"483",1998,"3",105381,719,29398,30780,"NCA",0.105381,10.5381
"484",1998,"4",387261,1460,27277,30780,"NCA",0.387261,38.7261
"485",1998,"max",454299,1946,30773,30780,"NCA",0.454299,45.4299
"486",1999,"1",8677,132,30469,30780,"NCA",0.008677,0.8677
"487",1999,"2",36950,213,30503,30780,"NCA",0.03695,3.695
"488",1999,"3",3716585,16980,30374,30780,"NCA",3.716585,371.6585
"489",1999,"4",1195252,9457,30733,30780,"NCA",1.195252,119.5252
"490",1999,"max",4257762,20471,30775,30780,"NCA",4.257762,425.7762
"491",2000,"1",45148,571,29599,30780,"NCA",0.045148,4.5148
"492",2000,"2",58482,594,29392,30780,"NCA",0.058482,5.8482
"493",2000,"3",991963,8391,30628,30780,"NCA",0.991963,99.1963
"494",2000,"4",490367,4628,30641,30780,"NCA",0.490367,49.0367
"495",2000,"max",1262182,9960,30776,30780,"NCA",1.262182,126.2182
"496",2001,"1",1813,21,29846,30780,"NCA",0.001813,0.1813
"497",2001,"2",49537,360,30304,30780,"NCA",0.049537,4.9537
"498",2001,"3",2496662,13857,30285,30780,"NCA",2.496662,249.6662
"499",2001,"4",1979225,13217,30749,30780,"NCA",1.979225,197.9225
"500",2001,"max",3073590,16280,30774,30780,"NCA",3.07359,307.359
"501",2002,"1",5457,91,30718,30780,"NCA",0.005457,0.5457
"502",2002,"2",57401,598,30596,30780,"NCA",0.057401,5.7401
"503",2002,"3",1838973,14966,30701,30780,"NCA",1.838973,183.8973
"504",2002,"4",1249632,13506,30769,30780,"NCA",1.249632,124.9632
"505",2002,"max",2088786,16884,30774,30780,"NCA",2.088786,208.8786
"506",2003,"1",1810,9,30772,30780,"NCA",0.00181,0.181
"507",2003,"2",19281,163,30149,30780,"NCA",0.019281,1.9281
"508",2003,"3",279508,2726,30641,30780,"NCA",0.279508,27.9508
"509",2003,"4",203510,2734,30691,30780,"NCA",0.20351,20.351
"510",2003,"max",381613,3820,30776,30780,"NCA",0.381613,38.1613
"511",2004,"1",42374,246,30673,30780,"NCA",0.042374,4.2374
"512",2004,"2",57379,481,30523,30780,"NCA",0.057379,5.7379
"513",2004,"3",426074,4685,30634,30780,"NCA",0.426074,42.6074
"514",2004,"4",250711,2216,30761,30780,"NCA",0.250711,25.0711
"515",2004,"max",599784,5427,30775,30780,"NCA",0.599784,59.9784
"516",2005,"1",54012,506,30752,30780,"NCA",0.054012,5.4012
"517",2005,"2",60294,417,30559,30780,"NCA",0.060294,6.0294
"518",2005,"3",209683,1855,30231,30780,"NCA",0.209683,20.9683
"519",2005,"4",167591,1410,30445,30780,"NCA",0.167591,16.7591
"520",2005,"max",355081,2782,30776,30780,"NCA",0.355081,35.5081
"521",2006,"1",5926,36,30743,30780,"NCA",0.005926,0.5926
"522",2006,"2",24616,218,30410,30780,"NCA",0.024616,2.4616
"523",2006,"3",123722,1254,29640,30780,"NCA",0.123722,12.3722
"524",2006,"4",480877,3561,30759,30780,"NCA",0.480877,48.0877
"525",2006,"max",532306,3951,30776,30780,"NCA",0.532306,53.2306
"526",2007,"1",7864,171,30715,30780,"NCA",0.007864,0.7864
"527",2007,"2",53405,472,29492,30780,"NCA",0.053405,5.3405
"528",2007,"3",1077117,10203,30706,30780,"NCA",1.077117,107.7117
"529",2007,"4",582345,5967,30355,30780,"NCA",0.582345,58.2345
"530",2007,"max",1345731,11523,30776,30780,"NCA",1.345731,134.5731
"531",2008,"1",22878,105,30530,30780,"NCA",0.022878,2.2878
"532",2008,"2",153045,2523,30656,30780,"NCA",0.153045,15.3045
"533",2008,"3",3821348,19538,30540,30780,"NCA",3.821348,382.1348
"534",2008,"4",2785868,10702,26374,30780,"NCA",2.785868,278.5868
"535",2008,"max",4979577,21286,30774,30780,"NCA",4.979577,497.9577
"536",2009,"1",719667,7488,30764,30780,"NCA",0.719667,71.9667
"537",2009,"2",341555,4368,30657,30780,"NCA",0.341555,34.1555
"538",2009,"3",1825669,14506,30657,30780,"NCA",1.825669,182.5669
"539",2009,"4",919750,10397,30746,30780,"NCA",0.91975,91.975
"540",2009,"max",2587684,20195,30776,30780,"NCA",2.587684,258.7684
"541",2010,"1",18567,61,29571,30780,"NCA",0.018567,1.8567
"542",2010,"2",24595,244,30682,30780,"NCA",0.024595,2.4595
"543",2010,"3",811361,6680,30491,30780,"NCA",0.811361,81.1361
"544",2010,"4",311191,3938,30742,30780,"NCA",0.311191,31.1191
"545",2010,"max",920249,7807,30776,30780,"NCA",0.920249,92.0249
"546",2011,"1",80175,973,30708,30780,"NCA",0.080175,8.0175
"547",2011,"2",86258,669,30542,30780,"NCA",0.086258,8.6258
"548",2011,"3",1106015,6799,30105,30780,"NCA",1.106015,110.6015
"549",2011,"4",364148,5073,30696,30780,"NCA",0.364148,36.4148
"550",2011,"max",1343114,9540,30771,30780,"NCA",1.343114,134.3114
"551",2012,"1",5227,28,30247,30780,"NCA",0.005227,0.5227
"552",2012,"2",40702,242,29219,30780,"NCA",0.040702,4.0702
"553",2012,"3",2639422,10123,20641,30780,"NCA",2.639422,263.9422
"554",2012,"4",3976052,18104,29569,30780,"NCA",3.976052,397.6052
"555",2012,"max",5304228,20774,30770,30780,"NCA",5.304228,530.4228
"556",2013,"1",279934,1919,27000,30780,"NCA",0.279934,27.9934
"557",2013,"2",438355,3382,30755,30780,"NCA",0.438355,43.8355
"558",2013,"3",3104493,14388,30777,30780,"NCA",3.104493,310.4493
"559",2013,"4",484013,6290,30780,30780,"NCA",0.484013,48.4013
"560",2013,"max",3593815,17329,30780,30780,"NCA",3.593815,359.3815
"561",2014,"1",29685,242,30695,30780,"NCA",0.029685,2.9685
"562",2014,"2",18956,240,30779,30780,"NCA",0.018956,1.8956
"563",2014,"3",337257,2222,30762,30780,"NCA",0.337257,33.7257
"564",2014,"4",20414,360,30779,30780,"NCA",0.020414,2.0414
"565",2014,"max",382374,2669,30780,30780,"NCA",0.382374,38.2374
"566",2015,"1",8673,84,30778,30780,"NCA",0.008673,0.8673
"567",2015,"2",12253,123,30763,30780,"NCA",0.012253,1.2253
"568",2015,"3",67186,530,30743,30780,"NCA",0.067186,6.7186
"569",2015,"4",16445,257,30780,30780,"NCA",0.016445,1.6445
"570",2015,"max",85604,706,30780,30780,"NCA",0.085604,8.5604
"571",2016,"1",47200,138,30727,30780,"NCA",0.0472,4.72
"572",2016,"2",7901,83,30775,30780,"NCA",0.007901,0.7901
"573",2016,"3",152935,986,30746,30780,"NCA",0.152935,15.2935
"574",2016,"4",74302,891,30779,30780,"NCA",0.074302,7.4302
"575",2016,"max",227943,1352,30780,30780,"NCA",0.227943,22.7943
"576",2017,"1",6294,36,30638,30780,"NCA",0.006294,0.6294
"577",2017,"2",14055,111,30742,30780,"NCA",0.014055,1.4055
"578",2017,"3",99736,829,30767,30780,"NCA",0.099736,9.9736
"579",2017,"4",31555,448,30780,30780,"NCA",0.031555,3.1555
"580",2017,"max",118913,973,30780,30780,"NCA",0.118913,11.8913
"581",2018,"1",19155,166,30772,30780,"NCA",0.019155,1.9155
"582",2018,"2",33056,246,30774,30780,"NCA",0.033056,3.3056
"583",2018,"3",65294,544,30768,30780,"NCA",0.065294,6.5294
"584",2018,"4",86221,614,30777,30780,"NCA",0.086221,8.6221
"585",2018,"max",163435,1111,30780,30780,"NCA",0.163435,16.3435
"586",2019,"1",16669,92,30777,30780,"NCA",0.016669,1.6669
"587",2019,"2",21363,225,30777,30780,"NCA",0.021363,2.1363
"588",2019,"3",20080,173,30776,30780,"NCA",0.02008,2.008
"589",2019,"4",13220,171,30778,30780,"NCA",0.01322,1.322
"590",2019,"max",60545,532,30780,30780,"NCA",0.060545,6.0545
"591",2020,"1",4611,40,30762,30780,"NCA",0.004611,0.4611
"592",2020,"2",29876,250,30771,30780,"NCA",0.029876,2.9876
"593",2020,"3",49544,451,30168,30780,"NCA",0.049544,4.9544
"594",2020,"4",84202,1157,30776,30780,"NCA",0.084202,8.4202
"595",2020,"max",141925,1545,30780,30780,"NCA",0.141925,14.1925
"596",2021,"1",9859,116,30774,30780,"NCA",0.009859,0.9859
"597",2021,"2",67832,557,30770,30780,"NCA",0.067832,6.7832
"598",2021,"3",403464,3059,30755,30780,"NCA",0.403464,40.3464
"599",2021,"4",67248,1249,30780,30780,"NCA",0.067248,6.7248
"600",2021,"max",465860,3601,30780,30780,"NCA",0.46586,46.586
"601",2022,"1",11075,130,30776,30780,"NCA",0.011075,1.1075
"602",2022,"2",25721,265,30775,30780,"NCA",0.025721,2.5721
"603",2022,"3",46984,358,30779,30780,"NCA",0.046984,4.6984
"604",2022,"4",35045,346,30759,30780,"NCA",0.035045,3.5045
"605",2022,"max",95365,855,30780,30780,"NCA",0.095365,9.5365
"606",2023,"1",7824,69,30717,30780,"NCA",0.007824,0.7824
"607",2023,"2",17324,112,30763,30780,"NCA",0.017324,1.7324
"608",2023,"3",80894,617,30771,30780,"NCA",0.080894,8.0894
"609",2023,"4",19255,266,30780,30780,"NCA",0.019255,1.9255
"610",2023,"max",111536,881,30780,30780,"NCA",0.111536,11.1536
"611",2024,"1",11330,101,30546,30780,"NCA",0.01133,1.133
"612",2024,"2",15247,159,30766,30780,"NCA",0.015247,1.5247
"613",2024,"3",52977,379,30780,30780,"NCA",0.052977,5.2977
"614",2024,"4",21778,326,30780,30780,"NCA",0.021778,2.1778
"615",2024,"max",84816,702,30780,30780,"NCA",0.084816,8.4816
"616",1984,"1",0,0,0,93419,"CCA",0,0
"617",1984,"2",2693999,9265,92053,93419,"CCA",2.693999,269.3999
"618",1984,"3",7790754,18849,79156,93419,"CCA",7.790754,779.0754
"619",1984,"4",4308686,16496,92827,93419,"CCA",4.308686,430.8686
"620",1984,"max",9180828,23675,93291,93419,"CCA",9.180828,918.0828
"621",1985,"1",710596,2682,75571,93419,"CCA",0.710596,71.0596
"622",1985,"2",18371392,29959,73920,93419,"CCA",18.371392,1837.1392
"623",1985,"3",24143918,41689,80611,93419,"CCA",24.143918,2414.3918
"624",1985,"4",8278183,29500,89785,93419,"CCA",8.278183,827.8183
"625",1985,"max",27881795,47335,90278,93419,"CCA",27.881795,2788.1795
"626",1986,"1",158549,1973,93185,93419,"CCA",0.158549,15.8549
"627",1986,"2",3385418,16532,92813,93419,"CCA",3.385418,338.5418
"628",1986,"3",16106436,40253,91622,93419,"CCA",16.106436,1610.6436
"629",1986,"4",7428625,34416,92954,93419,"CCA",7.428625,742.8625
"630",1986,"max",17196799,45793,93317,93419,"CCA",17.196799,1719.6799
"631",1987,"1",677339,5557,90381,93419,"CCA",0.677339,67.7339
"632",1987,"2",5724843,21751,86851,93419,"CCA",5.724843,572.4843
"633",1987,"3",22482209,49581,91852,93419,"CCA",22.482209,2248.2209
"634",1987,"4",7099035,16370,53323,93419,"CCA",7.099035,709.9035
"635",1987,"max",23654629,50647,93101,93419,"CCA",23.654629,2365.4629
"636",1988,"1",616993,3166,91033,93419,"CCA",0.616993,61.6993
"637",1988,"2",4486816,12726,90872,93419,"CCA",4.486816,448.6816
"638",1988,"3",18103272,37828,90907,93419,"CCA",18.103272,1810.3272
"639",1988,"4",5980117,25995,93169,93419,"CCA",5.980117,598.0117
"640",1988,"max",19390821,43206,93306,93419,"CCA",19.390821,1939.0821
"641",1989,"1",2989611,15922,93205,93419,"CCA",2.989611,298.9611
"642",1989,"2",13697133,38646,92024,93419,"CCA",13.697133,1369.7133
"643",1989,"3",18445712,48762,92819,93419,"CCA",18.445712,1844.5712
"644",1989,"4",2606224,23041,93311,93419,"CCA",2.606224,260.6224
"645",1989,"max",21509762,54205,93400,93419,"CCA",21.509762,2150.9762
"646",1990,"1",56070,700,93142,93419,"CCA",0.05607,5.607
"647",1990,"2",15636592,42611,92443,93419,"CCA",15.636592,1563.6592
"648",1990,"3",31861930,59442,92699,93419,"CCA",31.86193,3186.193
"649",1990,"4",15957120,45072,88784,93419,"CCA",15.95712,1595.712
"650",1990,"max",34361084,64055,93325,93419,"CCA",34.361084,3436.1084
"651",1991,"1",2961,9,656,93419,"CCA",0.002961,0.2961
"652",1991,"2",14607049,45091,92586,93419,"CCA",14.607049,1460.7049
"653",1991,"3",17921348,34068,56516,93419,"CCA",17.921348,1792.1348
"654",1991,"4",1091161,4964,47714,93419,"CCA",1.091161,109.1161
"655",1991,"max",26851961,55040,93149,93419,"CCA",26.851961,2685.1961
"656",1992,"1",14990,64,46389,93419,"CCA",0.01499,1.499
"657",1992,"2",8826039,35843,91919,93419,"CCA",8.826039,882.6039
"658",1992,"3",22742023,56408,92532,93419,"CCA",22.742023,2274.2023
"659",1992,"4",4682940,20999,93356,93419,"CCA",4.68294,468.294
"660",1992,"max",23742071,59887,93361,93419,"CCA",23.742071,2374.2071
"661",1993,"1",274976,2971,93227,93419,"CCA",0.274976,27.4976
"662",1993,"2",3800648,22293,92984,93419,"CCA",3.800648,380.0648
"663",1993,"3",11293945,27815,74633,93419,"CCA",11.293945,1129.3945
"664",1993,"4",4123995,22552,93260,93419,"CCA",4.123995,412.3995
"665",1993,"max",12787788,35951,93383,93419,"CCA",12.787788,1278.7788
"666",1994,"1",195422,1613,93273,93419,"CCA",0.195422,19.5422
"667",1994,"2",6002496,22568,88865,93419,"CCA",6.002496,600.2496
"668",1994,"3",17916689,39630,85871,93419,"CCA",17.916689,1791.6689
"669",1994,"4",5221591,21694,93284,93419,"CCA",5.221591,522.1591
"670",1994,"max",19186832,45321,93370,93419,"CCA",19.186832,1918.6832
"671",1995,"1",246991,1114,91650,93419,"CCA",0.246991,24.6991
"672",1995,"2",1675321,7307,84675,93419,"CCA",1.675321,167.5321
"673",1995,"3",9665226,28813,92750,93419,"CCA",9.665226,966.5226
"674",1995,"4",4927719,22029,93365,93419,"CCA",4.927719,492.7719
"675",1995,"max",10216066,31769,93417,93419,"CCA",10.216066,1021.6066
"676",1996,"1",107846,1378,91164,93419,"CCA",0.107846,10.7846
"677",1996,"2",2781841,17292,91590,93419,"CCA",2.781841,278.1841
"678",1996,"3",6988403,14764,64044,93419,"CCA",6.988403,698.8403
"679",1996,"4",4688410,17488,60956,93419,"CCA",4.68841,468.841
"680",1996,"max",10223792,27895,92061,93419,"CCA",10.223792,1022.3792
"681",1997,"1",300039,3438,90889,93419,"CCA",0.300039,30.0039
"682",1997,"2",6646083,27714,89960,93419,"CCA",6.646083,664.6083
"683",1997,"3",14188514,38280,90016,93419,"CCA",14.188514,1418.8514
"684",1997,"4",1210391,13931,91006,93419,"CCA",1.210391,121.0391
"685",1997,"max",15431428,42027,91123,93419,"CCA",15.431428,1543.1428
"686",1998,"1",6914,105,91558,93419,"CCA",0.006914,0.6914
"687",1998,"2",327281,2143,91190,93419,"CCA",0.327281,32.7281
"688",1998,"3",2112716,8044,77174,93419,"CCA",2.112716,211.2716
"689",1998,"4",1378047,10196,93094,93419,"CCA",1.378047,137.8047
"690",1998,"max",2928188,13901,93284,93419,"CCA",2.928188,292.8188
"691",1999,"1",318389,2293,93266,93419,"CCA",0.318389,31.8389
"692",1999,"2",4730141,14668,88107,93419,"CCA",4.730141,473.0141
"693",1999,"3",15585868,44543,93048,93419,"CCA",15.585868,1558.5868
"694",1999,"4",4377984,40230,93400,93419,"CCA",4.377984,437.7984
"695",1999,"max",16475156,49684,93406,93419,"CCA",16.475156,1647.5156
"696",2000,"1",26545,235,93272,93419,"CCA",0.026545,2.6545
"697",2000,"2",705107,5577,91025,93419,"CCA",0.705107,70.5107
"698",2000,"3",12075161,40386,93024,93419,"CCA",12.075161,1207.5161
"699",2000,"4",6930980,34556,93305,93419,"CCA",6.93098,693.098
"700",2000,"max",13137941,44398,93400,93419,"CCA",13.137941,1313.7941
"701",2001,"1",731237,8138,93381,93419,"CCA",0.731237,73.1237
"702",2001,"2",7938896,40768,93113,93419,"CCA",7.938896,793.8896
"703",2001,"3",18811501,48034,92720,93419,"CCA",18.811501,1881.1501
"704",2001,"4",4295283,25480,93386,93419,"CCA",4.295283,429.5283
"705",2001,"max",19941675,52797,93409,93419,"CCA",19.941675,1994.1675
"706",2002,"1",393194,4029,93399,93419,"CCA",0.393194,39.3194
"707",2002,"2",8362998,34563,92574,93419,"CCA",8.362998,836.2998
"708",2002,"3",18756614,51236,90568,93419,"CCA",18.756614,1875.6614
"709",2002,"4",5854383,41170,93379,93419,"CCA",5.854383,585.4383
"710",2002,"max",20234107,55696,93411,93419,"CCA",20.234107,2023.4107
"711",2003,"1",17453,525,93384,93419,"CCA",0.017453,1.7453
"712",2003,"2",880532,7394,93237,93419,"CCA",0.880532,88.0532
"713",2003,"3",10566360,39705,92931,93419,"CCA",10.56636,1056.636
"714",2003,"4",6055872,30622,93371,93419,"CCA",6.055872,605.5872
"715",2003,"max",11325249,43339,93398,93419,"CCA",11.325249,1132.5249
"716",2004,"1",1354321,13142,93349,93419,"CCA",1.354321,135.4321
"717",2004,"2",6887595,29632,93082,93419,"CCA",6.887595,688.7595
"718",2004,"3",18544051,50301,93029,93419,"CCA",18.544051,1854.4051
"719",2004,"4",4821143,29442,93337,93419,"CCA",4.821143,482.1143
"720",2004,"max",19471672,54523,93398,93419,"CCA",19.471672,1947.1672
"721",2005,"1",245637,4430,93301,93419,"CCA",0.245637,24.5637
"722",2005,"2",3917085,20741,92836,93419,"CCA",3.917085,391.7085
"723",2005,"3",17940571,46297,92468,93419,"CCA",17.940571,1794.0571
"724",2005,"4",10958190,38494,93326,93419,"CCA",10.95819,1095.819
"725",2005,"max",18916620,50792,93413,93419,"CCA",18.91662,1891.662
"726",2006,"1",191321,2876,93224,93419,"CCA",0.191321,19.1321
"727",2006,"2",2887709,15420,92927,93419,"CCA",2.887709,288.7709
"728",2006,"3",10736016,33828,91827,93419,"CCA",10.736016,1073.6016
"729",2006,"4",1504560,15595,93408,93419,"CCA",1.50456,150.456
"730",2006,"max",11214150,36857,93417,93419,"CCA",11.21415,1121.415
"731",2007,"1",173995,2424,93406,93419,"CCA",0.173995,17.3995
"732",2007,"2",3840002,22732,92551,93419,"CCA",3.840002,384.0002
"733",2007,"3",16424077,47505,93091,93419,"CCA",16.424077,1642.4077
"734",2007,"4",7531003,33238,93190,93419,"CCA",7.531003,753.1003
"735",2007,"max",17228161,49989,93417,93419,"CCA",17.228161,1722.8161
"736",2008,"1",59774,696,93364,93419,"CCA",0.059774,5.9774
"737",2008,"2",3117455,21955,92915,93419,"CCA",3.117455,311.7455
"738",2008,"3",20909005,54303,92905,93419,"CCA",20.909005,2090.9005
"739",2008,"4",6990664,34802,93398,93419,"CCA",6.990664,699.0664
"740",2008,"max",21397443,56004,93417,93419,"CCA",21.397443,2139.7443
"741",2009,"1",2289110,21145,93260,93419,"CCA",2.28911,228.911
"742",2009,"2",10128740,44926,93062,93419,"CCA",10.12874,1012.874
"743",2009,"3",21742679,54429,90595,93419,"CCA",21.742679,2174.2679
"744",2009,"4",3594918,38821,93305,93419,"CCA",3.594918,359.4918
"745",2009,"max",23974915,61735,93409,93419,"CCA",23.974915,2397.4915
"746",2010,"1",319239,3079,93386,93419,"CCA",0.319239,31.9239
"747",2010,"2",2578157,15288,93079,93419,"CCA",2.578157,257.8157
"748",2010,"3",14461732,54067,92992,93419,"CCA",14.461732,1446.1732
"749",2010,"4",4715397,34343,93328,93419,"CCA",4.715397,471.5397
"750",2010,"max",15557418,57328,93417,93419,"CCA",15.557418,1555.7418
"751",2011,"1",535122,8927,93328,93419,"CCA",0.535122,53.5122
"752",2011,"2",1836849,10982,92884,93419,"CCA",1.836849,183.6849
"753",2011,"3",6482924,26552,92948,93419,"CCA",6.482924,648.2924
"754",2011,"4",1432602,13503,93328,93419,"CCA",1.432602,143.2602
"755",2011,"max",7064524,31984,93354,93419,"CCA",7.064524,706.4524
"756",2012,"1",311929,2821,93105,93419,"CCA",0.311929,31.1929
"757",2012,"2",2084448,8879,85832,93419,"CCA",2.084448,208.4448
"758",2012,"3",11273024,28057,88636,93419,"CCA",11.273024,1127.3024
"759",2012,"4",3274061,20193,92159,93419,"CCA",3.274061,327.4061
"760",2012,"max",12104411,32795,93358,93419,"CCA",12.104411,1210.4411
"761",2013,"1",331951,4066,93093,93419,"CCA",0.331951,33.1951
"762",2013,"2",10234571,34091,93300,93419,"CCA",10.234571,1023.4571
"763",2013,"3",19947000,47976,93330,93419,"CCA",19.947,1994.7
"764",2013,"4",5362285,32425,93419,93419,"CCA",5.362285,536.2285
"765",2013,"max",21252084,50538,93419,93419,"CCA",21.252084,2125.2084
"766",2014,"1",172264,3256,93419,93419,"CCA",0.172264,17.2264
"767",2014,"2",3283274,18505,93392,93419,"CCA",3.283274,328.3274
"768",2014,"3",10267250,33903,93361,93419,"CCA",10.26725,1026.725
"769",2014,"4",1222889,14790,93419,93419,"CCA",1.222889,122.2889
"770",2014,"max",10698219,36336,93419,93419,"CCA",10.698219,1069.8219
"771",2015,"1",191823,3008,93416,93419,"CCA",0.191823,19.1823
"772",2015,"2",8248266,31145,93403,93419,"CCA",8.248266,824.8266
"773",2015,"3",16051476,48095,93416,93419,"CCA",16.051476,1605.1476
"774",2015,"4",1646327,17665,93419,93419,"CCA",1.646327,164.6327
"775",2015,"max",17359002,49436,93419,93419,"CCA",17.359002,1735.9002
"776",2016,"1",238008,3192,93405,93419,"CCA",0.238008,23.8008
"777",2016,"2",5470443,23515,93331,93419,"CCA",5.470443,547.0443
"778",2016,"3",15837193,47190,93405,93419,"CCA",15.837193,1583.7193
"779",2016,"4",4584166,36163,93419,93419,"CCA",4.584166,458.4166
"780",2016,"max",17127226,50989,93419,93419,"CCA",17.127226,1712.7226
"781",2017,"1",185089,3385,93419,93419,"CCA",0.185089,18.5089
"782",2017,"2",853604,5286,93347,93419,"CCA",0.853604,85.3604
"783",2017,"3",8662881,35810,93402,93419,"CCA",8.662881,866.2881
"784",2017,"4",3985475,31532,93418,93419,"CCA",3.985475,398.5475
