sort order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,LEVEL,TRANSECT,DEPTH_M,DEPTH_FT,VIS_M,SURGE,HEADING,TEMP_C,TEMP_F,SPECIES,SEGMENT,QUANTITY,SIZE (MIN),SIZE (MAX),Cntrl+a,Notes
757,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,2,,30,7.0,L,W,,49,SEME,ALL,2,35,35,,
758,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,3,,30,7.0,L,W,,49,HEDE,ALL,2,25,25,,male
759,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,3,,30,7.0,L,W,,49,SEME,ALL,2,15,15,,
760,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,3,,30,7.0,L,W,,49,SEME,ALL,1,20,20,,
761,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,3,,30,7.0,L,W,,49,SEME,ALL,3,25,25,,
762,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,3,,30,7.0,L,W,,49,SEME,ALL,2,30,30,,
763,2018,7,23,Tatoosh Island,Gary Longo,Nick Tolimieri,S,10,BOT,3,,30,7.0,L,W,,49,SEME,ALL,3,35,35,,
764,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,1,,15,7.0,M,270,,48,SCMA,ALL,1,,,,
765,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,1,,15,7.0,M,270,,48,HEDE,ALL,2,,,,
766,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,1,,15,7.0,M,270,,48,EMLA,ALL,2,,,,
767,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,1,,15,7.0,M,270,,48,SEME,ALL,18,25,40,,
768,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,2,,15,7.0,M,270,,48,SEME,ALL,2,25,40,,
769,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,2,,15,7.0,M,270,,48,EMLA,ALL,3,,,,
770,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,2,,15,7.0,M,270,,48,SEPI,ALL,1,5,5,,
771,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,3,,9,5.0,M,270,,48,EMLA,ALL,1,,,,
772,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,3,,9,5.0,M,270,,48,SEME,ALL,2,25,40,,
773,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,4,,9,5.0,M,270,,48,SEME,ALL,1,25,40,,
774,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,5,BOT,4,,9,5.0,M,270,,48,EMLA,ALL,1,,,,
775,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,10,BOT,1,,30,9.3,L,30,,46,COTT,ALL,1,7,7,,spinynose?
776,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,10,BOT,2,,21,8.0,L,60,,46,HEDE,ALL,3,,,,
777,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,10,BOT,2,,21,8.0,L,60,,46,SEPI,ALL,4,5,5,,
778,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,10,BOT,3,,23,10.0,L,250,,46,JOZO,ALL,1,,,,
779,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,10,BOT,3,,23,10.0,L,250,,46,HEDE,ALL,4,,,,
780,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,10,BOT,3,,23,10.0,L,250,,46,EMLA,ALL,1,,,,
781,2018,7,23,Tatoosh Island,Joe Mangiafico,Kinsey Frick,N,10,BOT,4,,25,10.0,L,240,,46,SCMA,ALL,1,,,,
>>>>>>> master
782,2018,7,26,Cape Johnson,Jameal Samhouri,Genoa Sullaway,N,10,BOT,1,,20,2.3,M,330,,50,HEDE,ALL,1,25,25,,
783,2018,7,26,Cape Johnson,Jameal Samhouri,Genoa Sullaway,N,10,BOT,2,,20,2.7,M,330,,50,EMLA,ALL,1,20,20,,
784,2018,7,26,Cape Johnson,Jameal Samhouri,Genoa Sullaway,N,10,BOT,2,,20,2.7,M,330,,50,RYOY,ALL,1,6,6,,
785,2018,7,26,Cape Johnson,Jameal Samhouri,Genoa Sullaway,N,10,BOT,3,,19,2.8,M,330,,50,NO_ORG,ALL,,,,,
786,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,10,BOT,1,,25,1.9,L,330,,50,SEPI,ALL,1,5,5,,
787,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,10,BOT,2,,27,1.9,L,0,,50,HEDE,ALL,1,30,30,,
788,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,10,BOT,2,,27,1.9,L,0,,50,RYOY,ALL,1,3,3,,
789,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,10,BOT,3,,25,1.9,L,30,,50,NO_ORG,ALL,,,,,
790,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,10,BOT,4,,23,1.9,M,30,,50,SEBYT,ALL,1,5,5,,
791,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,10,BOT,4,,23,1.9,M,30,,50,HEDE,ALL,1,10,10,,
792,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,10,BOT,4,,23,1.9,M,30,,50,HEDE,ALL,1,35,35,,
793,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,1,,15,1.9,M,30,,50,EMLA,ALL,1,20,20,,
794,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,1,,15,1.9,M,30,,50,HEDE,ALL,1,20,20,,
795,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,2,,15,1.9,M,30,,50,HEDE,ALL,1,25,25,,
796,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,2,,15,1.9,M,30,,50,OPEL,ALL,1,55,55,,
797,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,2,,15,1.9,M,30,,50,EMLA,ALL,3,20,20,,
798,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,2,,15,1.9,M,30,,50,SEME,ALL,1,30,30,,
799,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,2,,15,1.9,M,30,,50,SEME,ALL,1,35,35,,
800,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,3,,15,1.9,M,30,,50,SEME,ALL,1,25,25,,
801,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,3,,15,1.9,M,30,,50,SEME,ALL,1,35,35,,
802,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,3,,15,1.9,M,30,,50,EMLA,ALL,1,8,8,,
803,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,3,,15,1.9,M,30,,50,EMLA,ALL,1,20,20,,
804,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,3,,15,1.9,M,30,,50,EMLA,ALL,1,25,25,,
805,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,3,,15,1.9,M,30,,50,HEDE,ALL,1,25,25,,
806,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,4,,15,1.9,M,30,,50,EMLA,ALL,2,10,10,,
807,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,4,,15,1.9,M,30,,50,SCMA,ALL,1,25,25,,
808,2018,7,26,Cape Johnson,Kelly Andrews,Gary Longo,S,5,BOT,4,,15,1.9,M,30,,50,HEST,ALL,1,20,20,,
809,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,SEME,ALL,1,9,9,,
810,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,SEPI,ALL,1,4,4,,
811,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,EMLA,ALL,1,7,7,,
812,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,EMLA,ALL,2,15,15,,
813,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,EMLA,ALL,1,20,20,,
814,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,HEDE,ALL,1,15,15,,
815,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,HEDE,ALL,1,17,17,,male
816,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,HEDE,ALL,1,20,20,,
817,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,1,,15,3.5,M,N,,49,OPEL,ALL,1,50,50,,
<<<<<<< HEAD
818,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3,M,N,,49,SEME,ALL,1,15,15,,
819,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3,M,N,,49,EMLA,ALL,1,5,5,,
820,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3,M,N,,49,EMLA,ALL,1,12,12,,
821,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3,M,N,,49,EMLA,ALL,1,17,17,,
822,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3,M,N,,49,HEDE,ALL,1,23,23,,
823,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3,M,N,,49,HEDE,ALL,1,30,30,,
=======
818,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3.0,M,N,,49,SEME,ALL,1,15,15,,
819,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3.0,M,N,,49,EMLA,ALL,1,5,5,,
820,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3.0,M,N,,49,EMLA,ALL,1,12,12,,
821,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3.0,M,N,,49,EMLA,ALL,1,17,17,,
822,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3.0,M,N,,49,HEDE,ALL,1,23,23,,
823,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,2,,15,3.0,M,N,,49,HEDE,ALL,1,30,30,,
>>>>>>> master
824,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,3,,15,2.5,M,N,,49,SEME,ALL,2,25,25,,
825,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,3,,15,2.5,M,N,,49,SEME,ALL,2,30,30,,
826,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,3,,15,2.5,M,N,,49,EMLA,ALL,1,5,5,,
827,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,3,,15,2.5,M,N,,49,EMLA,ALL,1,15,15,,
828,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,3,,15,2.5,M,N,,49,EMLA,ALL,1,18,18,,
829,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,3,,15,2.5,M,N,,49,HEDE,ALL,1,23,23,,
<<<<<<< HEAD
830,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,4,,16,2,M,N,,49,EMLA,ALL,1,17,17,,
=======
830,2018,7,26,Cape Johnson,Greg Williams,Gary Longo,N,5,BOT,4,,16,2.0,M,N,,49,EMLA,ALL,1,17,17,,
>>>>>>> master
831,2019,7,22,Cape Johnson,Gary Longo,Kinsey Frick,N,10,BOT,1,,18,3.7,L,N,,49,SEBYT,ALL,1,3,3,,
832,2019,7,22,Cape Johnson,Gary Longo,Kinsey Frick,N,10,BOT,1,,18,3.7,L,N,,49,SEBYT,ALL,1,5,5,,
833,2019,7,22,Cape Johnson,Gary Longo,Kinsey Frick,N,10,BOT,1,,18,3.7,L,N,,49,HEDE,ALL,1,10,10,,
834,2019,7,22,Cape Johnson,Gary Longo,Kinsey Frick,N,10,BOT,1,,18,3.7,L,N,,49,HEDE,ALL,1,25,25,,
835,2019,7,22,Cape Johnson,Gary Longo,Kinsey Frick,N,10,BOT,1,,18,3.7,L,N,,49,COTT,ALL,1,10,10,,"red with lots of cirri on body, large pectoral fins"
836,2019,7,22,Cape Johnson,Gary Longo,Kinsey Frick,N,10,BOT,2,,20,3.5,L,NW,,49,SEBYT,ALL,1,7,7,,
837,2019,7,22,Cape Johnson,Gary Longo,Kinsey Frick,N,10,BOT,3,,20,2.9,L,NW,,49,SEBYT,ALL,3,3,3,,
838,2019,7,22,Cape Johnson,Gary Longo,Kinsey Frick,N,10,BOT,3,,20,2.9,L,NW,,49,SEBYT,ALL,3,7,7,,
839,2019,7,22,Cape Johnson,Gary Longo,Kinsey Frick,N,10,BOT,3,,20,2.9,L,NW,,49,SEME,ALL,5,30,30,,
840,2019,7,22,Cape Johnson,Gary Longo,Kinsey Frick,N,10,BOT,3,,20,2.9,L,NW,,49,RYOY,ALL,50,3,3,,group decision on species of these? Canaries?
841,2019,7,22,Cape Johnson,Gary Longo,Kinsey Frick,N,10,BOT,3,,20,2.9,L,NW,,49,EMLA,ALL,15,25,25,,
842,2019,7,22,Cape Johnson,Gary Longo,Kinsey Frick,N,10,BOT,3,,20,2.9,L,NW,,49,EMLA,ALL,15,30,30,,
843,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,1,,21,4.1,L,240,,50,EMLA,ALL,1,10,10,,
844,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,1,,21,4.1,L,240,,50,HEDE,ALL,1,33,33,,MALE
845,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,1,,21,4.1,L,240,,50,HEDE,ALL,1,36,36,,FEMALE
<<<<<<< HEAD
846,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,2,,21,4,L,240,,50,SEBYT,ALL,1,6,6,,
847,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,2,,21,4,L,240,,50,SEME,ALL,2,7,7,,
848,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,2,,21,4,L,240,,50,EMLA,ALL,2,7,7,,
849,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,2,,21,4,L,240,,50,HEDE,ALL,1,6,6,,
850,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,2,,21,4,L,240,,50,HEDE,ALL,1,24,24,,
851,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,2,,21,4,L,240,,50,HEDE,ALL,1,21,21,,
852,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,3,,21,4,L,240,,50,SEBYT,ALL,1,5,5,,
853,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,3,,21,4,L,240,,50,HEDE,ALL,1,17,17,,
854,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,4,,20,3,L,240,,49,NO_ORG,ALL,,,,,
855,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,1,,10,3,L,0,,52,EMLA,ALL,1,26,26,,
856,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,1,,10,3,L,0,,52,SECA,ALL,3,4,4,,KGB-like (says Steve)
857,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,2,,10,3,L,0,,52,SEME,ALL,1,14,14,,
858,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,2,,10,3,L,0,,52,HEDE,ALL,1,37,37,,MALE
859,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,2,,10,3,L,0,,52,BAITBALL,ALL,200,6,6,,"school of unknown bait, hundreds"
=======
846,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,2,,21,4.0,L,240,,50,SEBYT,ALL,1,6,6,,
847,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,2,,21,4.0,L,240,,50,SEME,ALL,2,7,7,,
848,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,2,,21,4.0,L,240,,50,EMLA,ALL,2,7,7,,
849,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,2,,21,4.0,L,240,,50,HEDE,ALL,1,6,6,,
850,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,2,,21,4.0,L,240,,50,HEDE,ALL,1,24,24,,
851,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,2,,21,4.0,L,240,,50,HEDE,ALL,1,21,21,,
852,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,3,,21,4.0,L,240,,50,SEBYT,ALL,1,5,5,,
853,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,3,,21,4.0,L,240,,50,HEDE,ALL,1,17,17,,
854,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,10,BOT,4,,20,3.0,L,240,,49,NO_ORG,ALL,,,,,
855,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,1,,10,3.0,L,0,,52,EMLA,ALL,1,26,26,,
856,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,1,,10,3.0,L,0,,52,SECA,ALL,3,4,4,,KGB-like (says Steve)
857,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,2,,10,3.0,L,0,,52,SEME,ALL,1,14,14,,
858,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,2,,10,3.0,L,0,,52,HEDE,ALL,1,37,37,,MALE
859,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,2,,10,3.0,L,0,,52,BAITBALL,ALL,200,6,6,,"school of unknown bait, hundreds"
>>>>>>> master
860,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,SEBYT,ALL,1,6,6,,
861,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,EMLA,ALL,1,34,34,,
862,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,EMLA,ALL,1,22,22,,
863,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,EMLA,ALL,1,26,26,,
864,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,EMLA,ALL,1,9,9,,
865,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,HEDE,ALL,1,10,10,,
866,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,HEDE,ALL,1,20,20,,
867,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,HEDE,ALL,1,33,33,,MALE
868,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,HEDE,ALL,1,31,31,,FEMALE
869,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,3,,9,3.2,L,0,,54,HEDE,ALL,1,35,35,,FEMALE
870,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,SECA,ALL,7,3,3,,KGB-like (says Steve)
871,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,SECA,ALL,4,4,4,,KGB-like (says Steve)
872,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,EMLA,ALL,1,21,21,,
873,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,EMLA,ALL,1,23,23,,
874,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,EMLA,ALL,1,36,36,,
875,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,AUFL,ALL,1,7,7,,
876,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,HEHE,ALL,1,24,24,,
877,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,HEDE,ALL,1,21,21,,
878,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,HEDE,ALL,1,10,10,,
879,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,HEDE,ALL,1,26,26,,FEMALE
880,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,HEDE,ALL,1,31,31,,FEMALE
881,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,HEDE,ALL,1,32,32,,FEMALE
882,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,S,5,BOT,4,,10,3.3,L,0,,54,HEDE,ALL,1,42,42,,FEMALE
883,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,1,,9,2.2,L,0,,54,SEBYT,ALL,3,5,5,,
884,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,1,,9,2.2,L,0,,54,SEME,ALL,1,27,27,,
885,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,1,,9,2.2,L,0,,54,EMLA,ALL,1,31,31,,
886,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,1,,9,2.2,L,0,,54,EMLA,ALL,1,16,16,,
887,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,1,,9,2.2,L,0,,54,EMLA,ALL,1,36,36,,
888,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,1,,9,2.2,L,0,,54,HEDE,ALL,1,10,10,,
889,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,1,,9,2.2,L,0,,54,HEDE,ALL,1,19,19,,MALE
890,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,SEBYT,ALL,4,5,5,,
891,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,SEBYT,ALL,3,7,7,,
892,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,SEME,ALL,1,19,19,,
893,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,SEME,ALL,1,36,36,,
894,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,SEME,ALL,1,39,39,,
895,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,EMLA,ALL,1,26,26,,
896,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,EMLA,ALL,1,28,28,,
897,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,HEDE,ALL,1,9,9,,
898,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,2,,8,2.5,L,0,,54,HEDE,ALL,1,32,32,,MALE
899,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,RYOY,ALL,1,3,3,,
900,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,SEME,ALL,2,7,7,,
901,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,SEME,ALL,3,9,9,,
902,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,SEME,ALL,1,19,19,,
903,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,SEME,ALL,1,32,32,,
904,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,EMLA,ALL,1,26,26,,
905,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,HELA,ALL,1,25,25,,
906,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,HEDE,ALL,1,22,22,,
907,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,3,,9,2.7,L,0,,54,HEDE,ALL,1,15,15,,
908,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,4,,10,2.2,L,0,,52,SECA,ALL,12,3,3,,KGB-like (says Steve)
909,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,4,,10,2.2,L,0,,52,EMLA,ALL,1,7,7,,
910,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,4,,10,2.2,L,0,,52,HEDE,ALL,1,8,8,,
911,2019,7,22,Cape Johnson,Steve Lonhart,Genoa Sullaway,N,5,BOT,4,,10,2.2,L,0,,52,AUFL,ALL,11,5,5,,
<<<<<<< HEAD
912,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,1,,29,4,L,N,,48,SEBYT,ALL,1,5,5,,
913,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,1,,29,4,L,N,,48,SEME,ALL,2,30,30,,
914,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,1,,29,4,L,N,,48,SEME,ALL,4,35,35,,
915,2019,7,23,Destruction Island,Nick Tolimieri,Genoa Sullaway,N,10,BOT,1,,29,4,L,N,,48,SEME,ALL,4,40,40,,
