entry order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,TRANSECT,SWATH WIDTH,HEADING,DEPTH (m),DEPTH (ft),SEGMENT,CLASSCODE,COUNT,METERS sampled,SIZE,cntrl_a,notes,DATA ENTTRY PROBLEMS,ORG_TYPE
1673,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,3,2,,,19,10-20m,NUCLAM,7,10,,,,,
1674,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,3,2,,,19,10-20m,CERFOL,11,10,,,,,
1675,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,3,2,,,19,10-20m,STYMON,7,10,,,,,
1676,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,3,2,,,19,10-20m,BALNUB,8,10,,,,,
1677,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,3,2,,,19,20-30m,LEPSPP,1,10,,,,,
1678,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,3,2,,,19,20-30m,CUCMIN,5,10,,,,,
1679,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,3,2,,,19,20-30m,PTECAL,2,10,,,,,
1680,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,3,2,,,19,20-30m,NERLUE,1,10,,,,,
1681,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,3,2,,,19,20-30m,NUCLAM,8,10,,,,,
1682,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,3,2,,,19,20-30m,CERFOL,3,10,,,,,
1683,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,3,2,,,19,20-30m,STYMON,8,10,,,,,
1684,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,3,2,,,19,20-30m,DORODH,1,10,,,,,
1685,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,0-10m,STARREC,3,10,,,,,
1686,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,0-10m,LAMSET,1,10,,,,,
1687,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,0-10m,CUCMIN,4,10,,,,,
1688,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,0-10m,NUCLAM,2,10,,,,,
1689,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,0-10m,STYMON,3,10,,,,,
1690,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,10-20m,DERIMB,1,10,,,,,
1691,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,10-20m,HENLEV,1,10,,,,,
1692,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,10-20m,STARREC,1,10,,,,,
1693,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,10-20m,METSPP,1,10,,,,,
1694,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,10-20m,CUCMIN,2,10,,,,,
1695,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,10-20m,PTECAL,7,10,,,,,
1696,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,10-20m,NUCLAM,3,10,,,,,
1697,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,10-20m,STYMON,7,10,,,,,
1698,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,10-20m,DORODH,2,10,,,,,
1699,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,20-30m,HENLEV,1,10,,,,,
1700,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,20-30m,EPIPRO,1,10,,,,,
1701,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,20-30m,CUCMIN,1,10,,,,,
1702,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,20-30m,NUCLAM,2,10,,,,,
1703,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,20-30m,CHITON,1,10,,,,,
1704,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,20-30m,CERFOL,2,10,,,,,
1705,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,4,2,,,21,20-30m,STYMON,5,10,,,,,
1706,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,0-10m,HENLEV,3,10,,,,,
1707,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,0-10m,URTSPP,1,10,,,,,
1708,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,0-10m,CUCMIN,3,10,,,,,
1709,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,0-10m,PTECAL,22,10,,,,,
1710,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,0-10m,LAMSET,3,10,,,,,
1711,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,0-10m,CRAARB,1,10,,,,,
1712,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,10-20m,STARREC,4,10,,,,,
1713,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,10-20m,URTSPP,1,10,,,,,
1714,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,10-20m,CUCMIN,4,10,,,,,
1715,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,10-20m,PTECAL,11,10,,,,,
1716,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,10-20m,STYMON,5,10,,,,,
1717,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,20-30m,CUCMIN,12,10,,,,,
1718,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,20-30m,PTECAL,48,10,,,,,
1719,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,20-30m,CERFOL,1,10,,,,,
1720,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,20-30m,LAMSET,5,10,,,,,
1721,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,20-30m,STYMON,24,10,,,,,
1722,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,5,2,,,19,20-30m,BALNUB,1,10,,,,,
1723,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,0-10m,PISOCH,1,10,,,,,
1724,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,0-10m,ANTXAN,1,10,,,,,
1725,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,0-10m,PTECAL,40,10,,,,,
1726,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,0-10m,DIOASP,1,10,,,,,
1727,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,0-10m,CHITON,1,10,,,,,
1728,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,0-10m,LAMSET,8,10,,,,,
1729,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,0-10m,STYMON,4,10,,,,,
1730,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,10-20m,DERIMB,1,10,,,,,
1731,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,10-20m,HENLEV,1,10,,,,,
1732,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,10-20m,PISOCH,1,10,,,,,
1733,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,10-20m,URTSPP,1,10,,,,,
1734,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,10-20m,CUCMIN,2,10,,,,,
1735,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,10-20m,PTECAL,12,10,,,,,
1736,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,10-20m,DIOASP,5,10,,,,,
1737,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,10-20m,CERFOL,2,10,,,,,
1738,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,10-20m,STYMON,13,10,,,,,
1739,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,10-20m,BALNUB,5,10,,,,,
1740,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,20-30m,DERIMB,3,10,,,,,
1741,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,20-30m,HENLEV,1,10,,,,,
1742,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,20-30m,URTSPP,2,10,,,,,
1743,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,20-30m,ANTXAN,1,10,,,,,
1744,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,20-30m,PTECAL,14,10,,,,,
1745,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,20-30m,NERLUE,1,10,,,,,
1746,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,20-30m,DIOASP,1,10,,,,,
1747,2017,7,31,Cape Johnson,Jameal Samhouri,Ole Shelton,3,10,6,2,,,20,20-30m,STYMON,9,10,,,,,
1748,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,1,2,,,15,0-10m,MACPYR,37,10,,,,,
1749,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,1,2,,,15,0-10m,PTECAL,9,10,,,,,
1750,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,1,2,,,15,10-20m,MACPYR,115,10,,,,,
1751,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,1,2,,,15,10-20m,LAMSET,1,10,,,,,
1752,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,1,2,,,15,20-30m,LAMSET,7,10,,,,,
1753,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,1,2,,,15,20-30m,NERLUE,6,10,,,,,
1754,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,1,2,,,15,20-30m,MACPYR,185,10,,,,,
1755,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,2,2,,,13,0-10m,MACPYR,130,10,,,,,
1756,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,2,2,,,13,0-10m,NERLUE,10,10,,,,,
1757,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,2,2,,,13,0-10m,PTECAL,55,10,,,,,
1758,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,2,2,,,13,0-10m,LAMSET,3,10,,,,,
1759,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,2,2,,,13,10-20m,LAMSET,5,10,,,,,
1760,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,2,2,,,13,10-20m,PTECAL,12,10,,,,,
1761,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,2,2,,,13,10-20m,NERLUE,5,10,,,,,
1762,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,2,2,,,13,10-20m,MACPYR,6,10,,,,,
1763,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,2,2,,,13,20-30m,MACPYR,51,10,,,,,
1764,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,2,2,,,13,20-30m,NERLUE,4,10,,,,,
1765,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,2,2,,,13,20-30m,LAMSET,14,10,,,,,
1766,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,3,2,,,11,0-10m,MACPYR,65,10,,,,,
1767,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,3,2,,,11,0-10m,PTECAL,2,10,,,,,
1768,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,3,2,,,11,10-20m,PTECAL,20,10,,,,,
1769,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,3,2,,,11,10-20m,LAMSET,5,10,,,,,
1770,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,3,2,,,11,10-20m,NERLUE,3,10,,,,,
1771,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,3,2,,,11,10-20m,MACPYR,175,10,,,,,
1772,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,3,2,,,11,20-30m,MACPYR,2,10,,,,,
1773,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,3,2,,,11,20-30m,NERLUE,23,10,,,,,
1774,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,3,2,,,11,20-30m,PTECAL,50,10,,,,,
1775,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,1,5,3,2,,,11,20-30m,LAMSET,2,10,,,,,
1776,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,1,2,,,11,0-10m,PTECAL,23,10,,,,,
1777,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,1,2,,,11,0-10m,LAMSET,3,10,,,,,
1778,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,1,2,,,11,10-20m,LAMSET,7,10,,,,,
1779,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,1,2,,,11,10-20m,PLEGAR,6,10,,,,,
1780,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,1,2,,,11,10-20m,PTECAL,10,10,,,,,
1781,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,1,2,,,11,10-20m,NERLUE,22,10,,,,,
1782,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,1,2,,,11,20-30m,NERLUE,2,10,,,,,
1783,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,1,2,,,11,20-30m,PTECAL,13,10,,,,,
1784,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,1,2,,,11,20-30m,LAMSET,14,10,,,,,
1785,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,2,2,,,10,0-10m,MACPYR,58,10,,,,,
1786,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,2,2,,,10,0-10m,NERLUE,18,10,,,,,
1787,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,2,2,,,10,0-10m,PTECAL,25,10,,,,,
1788,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,2,2,,,10,0-10m,LAMSET,12,10,,,,,
1789,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,2,2,,,10,10-20m,LAMSET,12,10,,,,,
1790,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,2,2,,,10,10-20m,PTECAL,46,10,,,,,
1791,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,2,2,,,10,10-20m,NERLUE,5,10,,,,,
1792,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,2,2,,,10,10-20m,MACPYR,122,10,,,,,
1793,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,2,2,,,10,20-30m,MACPYR,65,10,,,,,
1794,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,2,2,,,10,20-30m,NERLUE,26,10,,,,,
1795,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,2,2,,,10,20-30m,PTECAL,19,10,,,,,
1796,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,2,2,,,10,20-30m,LAMSET,11,10,,,,,
1797,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,2,2,,,10,20-30m,PLEGAR,3,10,,,,,
1798,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,3,2,,,10,0-10m,MACPYR,35,10,,,,,
1799,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,3,2,,,10,0-10m,NERLUE,17,10,,,,,
1800,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,3,2,,,10,0-10m,PTECAL,25,10,,,,,
1801,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,3,2,,,10,0-10m,LAMSET,7,10,,,,,
1802,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,3,2,,,10,10-20m,LAMSET,18,10,,,,,
1803,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,3,2,,,10,10-20m,PTECAL,30,10,,,,,
1804,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,3,2,,,10,10-20m,NERLUE,15,10,,,,,
1805,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,3,2,,,10,10-20m,MACPYR,175,10,,,,,
1806,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,3,2,,,10,20-30m,MACPYR,112,10,,,,,
1807,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,3,2,,,10,20-30m,NERLUE,11,10,,,,,
1808,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,3,2,,,10,20-30m,PTECAL,25,10,,,,,
1809,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,3,2,,,10,20-30m,LAMSET,9,10,,,,,
1810,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,4,2,,,10,0-10m,MACPYR,90,10,,,,,
1811,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,4,2,,,10,0-10m,PTECAL,14,10,,,,,
1812,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,4,2,,,10,0-10m,LAMSET,12,10,,,,,
1813,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,4,2,,,10,10-20m,LAMSET,12,10,,,,,
1814,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,4,2,,,10,10-20m,PTECAL,10,10,,,,,
1815,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,4,2,,,10,10-20m,NERLUE,16,10,,,,,
1816,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,4,2,,,10,10-20m,MACPYR,110,10,,,,,
1817,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,4,2,,,10,20-30m,MACPYR,70,10,,,,,
1818,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,4,2,,,10,20-30m,NERLUE,69,10,,,,,
1819,2017,7,31,Cape Johnson,Ole Shelton,Jameal Samhouri,2,5,4,2,,,10,20-30m,LAMSET,3,10,,,,,
1820,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,0-10m,DERIMB,3,10,,,,,
1821,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,0-10m,HENLEV,1,10,,,,,
1822,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,0-10m,CUCMIN,7,10,,,,,
1823,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,0-10m,CRAGIG,2,10,,,,,
1824,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,0-10m,NUCLAM,8,10,,,,,
1825,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,0-10m,CHITON,2,10,,,,,
1826,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,0-10m,CERFOL,3,10,,,,,
1827,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,10-20m,DERIMB,1,10,,,,,
1828,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,10-20m,HENLEV,2,10,,,,,
1829,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,10-20m,PISBRE,1,10,,,,,
1830,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,10-20m,URTSPP,1,10,,,,,
1831,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,10-20m,CRAGIG,1,10,,,,,
1832,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,10-20m,NUCLAM,48,10,,,,,
1833,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,10-20m,DIOASP,1,10,,,,,
1834,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,10-20m,CHITON,3,10,,,,,
1835,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,10-20m,CERFOL,26,10,,,,,
1836,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,10-20m,STYMON,1,10,,,,,
1837,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,20-30m,CRAGIG,2,10,,,,,
1838,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,20-30m,NUCLAM,13,10,,,,,
1839,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,20-30m,CERFOL,13,10,,,,,
1840,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,1,2,,,35,20-30m,STYMON,13,10,,,,,
1841,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,0-10m,DERIMB,5,10,,,,,
1842,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,0-10m,HENLEV,6,10,,,,,
1843,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,0-10m,URTSPP,1,10,,,,,
1844,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,0-10m,CUCMIN,4,10,,,,,
1845,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,0-10m,STARREC,3,10,,,,,
1846,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,0-10m,CRAGIG,2,10,,,,,
1847,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,0-10m,NUCLAM,13,10,,,,,
1848,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,0-10m,CHITON,1,10,,,,,
1849,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,0-10m,CERFOL,8,10,,,,,
1850,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,0-10m,STYMON,8,10,,,,,
1851,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,0-10m,BALNUB,1,10,,,,,
1852,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,10-20m,DERIMB,8,10,,,,,
1853,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,10-20m,HENLEV,3,10,,,,,
1854,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,10-20m,PISBRE,1,10,,,,,
1855,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,10-20m,CUCMIN,7,10,,,,,
1856,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,10-20m,CRAGIG,13,10,,,,,
1857,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,10-20m,NUCLAM,9,10,,,,,
1858,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,10-20m,DIOASP,1,10,,,,,
1859,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,10-20m,CERFOL,8,10,,,,,
1860,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,10-20m,STYMON,3,10,,,,,
1861,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,20-30m,DERIMB,9,10,,,,,
1862,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,20-30m,HENLEV,10,10,,,,,
1863,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,20-30m,PISOCH,1,10,,,,,
1864,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,20-30m,ANTXAN,1,10,,,,,
1865,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,20-30m,STRPUR,1,10,,,,,
1866,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,20-30m,CUCMIN,7,10,,,,,
1867,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,20-30m,CRAGIG,7,10,,,,,
1868,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,20-30m,DIOASP,4,10,,,,,
1869,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,20-30m,CHITON,2,10,,,,,
1870,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,20-30m,CERFOL,3,10,,,,,
1871,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,20-30m,DIASAN,1,10,,,,,
1872,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,20-30m,STYMON,1,10,,,,,
1873,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,2,2,,,36,20-30m,BALNUB,3,10,,,,,
1874,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,3,2,,,31,0-10m,DERIMB,10,10,,,,,
1875,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,3,2,,,31,0-10m,HENLEV,7,10,,,,,
1876,2017,8,1,Destruction Island,Ole Shelton,Jameal Samhouri,2,10,3,2,,,31,0-10m,URTSPP,1,10,,,,,
