"","site","transect","observer","common.name","species","size_class","year","Count"
"387","Cape Johnson",1,"JS","Red Irish Lord","HEHE",NA,2015,0
"388","Cape Johnson",1,"JS","Rock greenling","HELA",NA,2015,0
"389","Cape Johnson",1,"JS","Striped seaperch","EMLA",NA,2015,0
"390","Cape Johnson",1,"JS","Tubesnout","AUFL",NA,2015,0
"391","Cape Johnson",1,"JS","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"392","Cape Johnson",1,"JS","bait-sardines-anchovy","BAITBALL",NA,2015,0
"393","Cape Johnson",1,"JS","black rockfish","SEME","small",2015,0
"394","Cape Johnson",1,"JS","blue rockfish","SEMY","large",2015,0
"395","Cape Johnson",1,"JS","blue rockfish","SEMY","small",2015,0
"396","Cape Johnson",1,"JS","c-o sole","PLCO",NA,2015,0
"397","Cape Johnson",1,"JS","canary rockfish","SEPI","large",2015,0
"398","Cape Johnson",1,"JS","canary rockfish","SEPI","small",2015,0
"399","Cape Johnson",1,"JS","china rockfish","SENE","large",2015,0
"400","Cape Johnson",1,"JS","china rockfish","SENE","small",2015,0
"401","Cape Johnson",1,"JS","copper rockfish","SECA","small",2015,0
"402","Cape Johnson",1,"JS","greenlings","HEXA",NA,2015,0
"403","Cape Johnson",1,"JS","gunnels","PHOL",NA,2015,0
"404","Cape Johnson",1,"JS","herring","CLUP",NA,2015,0
"405","Cape Johnson",1,"JS","kelp clingfish","RIMU",NA,2015,0
"406","Cape Johnson",1,"JS","longfin sculpin","JOZO",NA,2015,0
"407","Cape Johnson",1,"JS","manacled sculpin","SYGI",NA,2015,0
"408","Cape Johnson",1,"JS","mosshead warbonnet","CHNU",NA,2015,0
"409","Cape Johnson",1,"JS","no_transect_no_data","NO_DATA",NA,2015,0
"410","Cape Johnson",1,"JS","pile perch","RHVA",NA,2015,0
"411","Cape Johnson",1,"JS","quillback rockfish","SEMA","small",2015,0
"412","Cape Johnson",1,"JS","rockfish","SEBSPP","large",2015,0
"413","Cape Johnson",1,"JS","rockfish","SEBSPP","small",2015,0
"414","Cape Johnson",1,"JS","sanddabs","CITH",NA,2015,0
"415","Cape Johnson",1,"JS","scalyhead sculpin","ARHA",NA,2015,0
"416","Cape Johnson",1,"JS","sculpin","COTT",NA,2015,0
"417","Cape Johnson",1,"JS","surfperch","EMBI",NA,2015,0
"418","Cape Johnson",1,"JS","unidentified fish","UNID",NA,2015,0
"419","Cape Johnson",1,"JS","whitespotted greenling","HEST",NA,2015,0
"420","Cape Johnson",1,"JS","yellowtail rockfish","SEFL","large",2015,0
"421","Cape Johnson",1,"JS","yellowtail rockfish","SEFL","small",2015,0
"422","Cape Johnson",1,"JS","yellowtail-black yoy","SEBYT","small",2015,0
"423","Cape Johnson",1,"JS",NA,"AMHE",NA,2015,0
"424","Cape Johnson",1,"NT","Black rockfish","SEME","large",2015,0
"425","Cape Johnson",1,"NT","Blackeye goby","RHNI",NA,2015,0
"426","Cape Johnson",1,"NT","Buffalo sculpin","ENBI",NA,2015,0
"427","Cape Johnson",1,"NT","Cabezon","SCMA",NA,2015,0
"428","Cape Johnson",1,"NT","Copper rockfish","SECA","large",2015,0
"429","Cape Johnson",1,"NT","Great sculpin","MYOP",NA,2015,0
"430","Cape Johnson",1,"NT","Kelp greenling","HEDE",NA,2015,0
"431","Cape Johnson",1,"NT","Lingcod","OPEL",NA,2015,0
"432","Cape Johnson",1,"NT","Painted greenling","OXPI",NA,2015,0
"433","Cape Johnson",1,"NT","Quillback rockfish","SEMA","large",2015,0
"434","Cape Johnson",1,"NT","Red Irish Lord","HEHE",NA,2015,0
"435","Cape Johnson",1,"NT","Rock greenling","HELA",NA,2015,0
"436","Cape Johnson",1,"NT","Striped seaperch","EMLA",NA,2015,0
"437","Cape Johnson",1,"NT","Tubesnout","AUFL",NA,2015,0
"438","Cape Johnson",1,"NT","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"439","Cape Johnson",1,"NT","bait-sardines-anchovy","BAITBALL",NA,2015,0
"440","Cape Johnson",1,"NT","black rockfish","SEME","small",2015,0
"441","Cape Johnson",1,"NT","blue rockfish","SEMY","large",2015,0
"442","Cape Johnson",1,"NT","blue rockfish","SEMY","small",2015,0
"443","Cape Johnson",1,"NT","c-o sole","PLCO",NA,2015,0
"444","Cape Johnson",1,"NT","canary rockfish","SEPI","large",2015,0
"445","Cape Johnson",1,"NT","canary rockfish","SEPI","small",2015,0
"446","Cape Johnson",1,"NT","china rockfish","SENE","large",2015,0
"447","Cape Johnson",1,"NT","china rockfish","SENE","small",2015,0
"448","Cape Johnson",1,"NT","copper rockfish","SECA","small",2015,0
"449","Cape Johnson",1,"NT","greenlings","HEXA",NA,2015,0
"450","Cape Johnson",1,"NT","gunnels","PHOL",NA,2015,0
"451","Cape Johnson",1,"NT","herring","CLUP",NA,2015,0
"452","Cape Johnson",1,"NT","kelp clingfish","RIMU",NA,2015,0
"453","Cape Johnson",1,"NT","longfin sculpin","JOZO",NA,2015,0
"454","Cape Johnson",1,"NT","manacled sculpin","SYGI",NA,2015,0
"455","Cape Johnson",1,"NT","mosshead warbonnet","CHNU",NA,2015,0
"456","Cape Johnson",1,"NT","no_transect_no_data","NO_DATA",NA,2015,0
"457","Cape Johnson",1,"NT","pile perch","RHVA",NA,2015,0
"458","Cape Johnson",1,"NT","quillback rockfish","SEMA","small",2015,0
"459","Cape Johnson",1,"NT","rockfish","SEBSPP","large",2015,0
"460","Cape Johnson",1,"NT","rockfish","SEBSPP","small",2015,0
"461","Cape Johnson",1,"NT","sanddabs","CITH",NA,2015,0
"462","Cape Johnson",1,"NT","scalyhead sculpin","ARHA",NA,2015,0
"463","Cape Johnson",1,"NT","sculpin","COTT",NA,2015,0
"464","Cape Johnson",1,"NT","surfperch","EMBI",NA,2015,0
"465","Cape Johnson",1,"NT","unidentified fish","UNID",NA,2015,0
"466","Cape Johnson",1,"NT","whitespotted greenling","HEST",NA,2015,0
"467","Cape Johnson",1,"NT","yellowtail rockfish","SEFL","large",2015,0
"468","Cape Johnson",1,"NT","yellowtail rockfish","SEFL","small",2015,0
"469","Cape Johnson",1,"NT","yellowtail-black yoy","SEBYT","small",2015,0
"470","Cape Johnson",1,"NT",NA,"AMHE",NA,2015,0
"471","Cape Johnson",2,"JS","Black rockfish","SEME","large",2015,0
"472","Cape Johnson",2,"JS","Blackeye goby","RHNI",NA,2015,0
"473","Cape Johnson",2,"JS","Buffalo sculpin","ENBI",NA,2015,0
"474","Cape Johnson",2,"JS","Cabezon","SCMA",NA,2015,0
"475","Cape Johnson",2,"JS","Copper rockfish","SECA","large",2015,0
"476","Cape Johnson",2,"JS","Great sculpin","MYOP",NA,2015,0
"477","Cape Johnson",2,"JS","Kelp greenling","HEDE",NA,2015,0
"478","Cape Johnson",2,"JS","Lingcod","OPEL",NA,2015,0
"479","Cape Johnson",2,"JS","Painted greenling","OXPI",NA,2015,0
"480","Cape Johnson",2,"JS","Quillback rockfish","SEMA","large",2015,0
"481","Cape Johnson",2,"JS","Red Irish Lord","HEHE",NA,2015,0
"482","Cape Johnson",2,"JS","Rock greenling","HELA",NA,2015,0
"483","Cape Johnson",2,"JS","Striped seaperch","EMLA",NA,2015,0
"484","Cape Johnson",2,"JS","Tubesnout","AUFL",NA,2015,0
"485","Cape Johnson",2,"JS","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"486","Cape Johnson",2,"JS","bait-sardines-anchovy","BAITBALL",NA,2015,0
"487","Cape Johnson",2,"JS","black rockfish","SEME","small",2015,0
"488","Cape Johnson",2,"JS","blue rockfish","SEMY","large",2015,0
"489","Cape Johnson",2,"JS","blue rockfish","SEMY","small",2015,0
"490","Cape Johnson",2,"JS","c-o sole","PLCO",NA,2015,0
"491","Cape Johnson",2,"JS","canary rockfish","SEPI","large",2015,0
"492","Cape Johnson",2,"JS","canary rockfish","SEPI","small",2015,0
"493","Cape Johnson",2,"JS","china rockfish","SENE","large",2015,0
"494","Cape Johnson",2,"JS","china rockfish","SENE","small",2015,0
"495","Cape Johnson",2,"JS","copper rockfish","SECA","small",2015,0
"496","Cape Johnson",2,"JS","greenlings","HEXA",NA,2015,0
"497","Cape Johnson",2,"JS","gunnels","PHOL",NA,2015,0
"498","Cape Johnson",2,"JS","herring","CLUP",NA,2015,0
"499","Cape Johnson",2,"JS","kelp clingfish","RIMU",NA,2015,0
"500","Cape Johnson",2,"JS","longfin sculpin","JOZO",NA,2015,0
"501","Cape Johnson",2,"JS","manacled sculpin","SYGI",NA,2015,0
"502","Cape Johnson",2,"JS","mosshead warbonnet","CHNU",NA,2015,0
"503","Cape Johnson",2,"JS","no_transect_no_data","NO_DATA",NA,2015,0
"504","Cape Johnson",2,"JS","pile perch","RHVA",NA,2015,0
"505","Cape Johnson",2,"JS","quillback rockfish","SEMA","small",2015,0
"506","Cape Johnson",2,"JS","rockfish","SEBSPP","large",2015,0
"507","Cape Johnson",2,"JS","rockfish","SEBSPP","small",2015,0
"508","Cape Johnson",2,"JS","sanddabs","CITH",NA,2015,0
"509","Cape Johnson",2,"JS","scalyhead sculpin","ARHA",NA,2015,0
"510","Cape Johnson",2,"JS","sculpin","COTT",NA,2015,0
"511","Cape Johnson",2,"JS","surfperch","EMBI",NA,2015,0
"512","Cape Johnson",2,"JS","unidentified fish","UNID",NA,2015,0
"513","Cape Johnson",2,"JS","whitespotted greenling","HEST",NA,2015,0
"514","Cape Johnson",2,"JS","yellowtail rockfish","SEFL","large",2015,0
"515","Cape Johnson",2,"JS","yellowtail rockfish","SEFL","small",2015,0
"516","Cape Johnson",2,"JS","yellowtail-black yoy","SEBYT","small",2015,0
"517","Cape Johnson",2,"JS",NA,"AMHE",NA,2015,0
"518","Cape Johnson",2,"NT","Black rockfish","SEME","large",2015,0
"519","Cape Johnson",2,"NT","Blackeye goby","RHNI",NA,2015,0
"520","Cape Johnson",2,"NT","Buffalo sculpin","ENBI",NA,2015,0
"521","Cape Johnson",2,"NT","Cabezon","SCMA",NA,2015,0
"522","Cape Johnson",2,"NT","Copper rockfish","SECA","large",2015,0
"523","Cape Johnson",2,"NT","Great sculpin","MYOP",NA,2015,0
"524","Cape Johnson",2,"NT","Kelp greenling","HEDE",NA,2015,0
"525","Cape Johnson",2,"NT","Lingcod","OPEL",NA,2015,0
"526","Cape Johnson",2,"NT","Painted greenling","OXPI",NA,2015,0
"527","Cape Johnson",2,"NT","Quillback rockfish","SEMA","large",2015,0
"528","Cape Johnson",2,"NT","Red Irish Lord","HEHE",NA,2015,0
"529","Cape Johnson",2,"NT","Rock greenling","HELA",NA,2015,0
"530","Cape Johnson",2,"NT","Striped seaperch","EMLA",NA,2015,0
"531","Cape Johnson",2,"NT","Tubesnout","AUFL",NA,2015,0
"532","Cape Johnson",2,"NT","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"533","Cape Johnson",2,"NT","bait-sardines-anchovy","BAITBALL",NA,2015,0
"534","Cape Johnson",2,"NT","black rockfish","SEME","small",2015,0
"535","Cape Johnson",2,"NT","blue rockfish","SEMY","large",2015,0
"536","Cape Johnson",2,"NT","blue rockfish","SEMY","small",2015,0
"537","Cape Johnson",2,"NT","c-o sole","PLCO",NA,2015,0
"538","Cape Johnson",2,"NT","canary rockfish","SEPI","large",2015,0
"539","Cape Johnson",2,"NT","canary rockfish","SEPI","small",2015,0
"540","Cape Johnson",2,"NT","china rockfish","SENE","large",2015,0
"541","Cape Johnson",2,"NT","china rockfish","SENE","small",2015,0
"542","Cape Johnson",2,"NT","copper rockfish","SECA","small",2015,0
"543","Cape Johnson",2,"NT","greenlings","HEXA",NA,2015,0
"544","Cape Johnson",2,"NT","gunnels","PHOL",NA,2015,0
"545","Cape Johnson",2,"NT","herring","CLUP",NA,2015,0
"546","Cape Johnson",2,"NT","kelp clingfish","RIMU",NA,2015,0
"547","Cape Johnson",2,"NT","longfin sculpin","JOZO",NA,2015,0
"548","Cape Johnson",2,"NT","manacled sculpin","SYGI",NA,2015,0
"549","Cape Johnson",2,"NT","mosshead warbonnet","CHNU",NA,2015,0
"550","Cape Johnson",2,"NT","no_transect_no_data","NO_DATA",NA,2015,0
"551","Cape Johnson",2,"NT","pile perch","RHVA",NA,2015,0
"552","Cape Johnson",2,"NT","quillback rockfish","SEMA","small",2015,0
"553","Cape Johnson",2,"NT","rockfish","SEBSPP","large",2015,0
"554","Cape Johnson",2,"NT","rockfish","SEBSPP","small",2015,0
"555","Cape Johnson",2,"NT","sanddabs","CITH",NA,2015,0
"556","Cape Johnson",2,"NT","scalyhead sculpin","ARHA",NA,2015,0
"557","Cape Johnson",2,"NT","sculpin","COTT",NA,2015,0
"558","Cape Johnson",2,"NT","surfperch","EMBI",NA,2015,0
"559","Cape Johnson",2,"NT","unidentified fish","UNID",NA,2015,0
"560","Cape Johnson",2,"NT","whitespotted greenling","HEST",NA,2015,0
"561","Cape Johnson",2,"NT","yellowtail rockfish","SEFL","large",2015,0
"562","Cape Johnson",2,"NT","yellowtail rockfish","SEFL","small",2015,0
"563","Cape Johnson",2,"NT","yellowtail-black yoy","SEBYT","small",2015,0
"564","Cape Johnson",2,"NT",NA,"AMHE",NA,2015,0
"565","Chibadehl Rocks",1,"KA","Black rockfish","SEME","large",2015,0
"566","Chibadehl Rocks",1,"KA","Blackeye goby","RHNI",NA,2015,0
"567","Chibadehl Rocks",1,"KA","Buffalo sculpin","ENBI",NA,2015,0
"568","Chibadehl Rocks",1,"KA","Cabezon","SCMA",NA,2015,0
"569","Chibadehl Rocks",1,"KA","Copper rockfish","SECA","large",2015,0
"570","Chibadehl Rocks",1,"KA","Great sculpin","MYOP",NA,2015,0
"571","Chibadehl Rocks",1,"KA","Kelp greenling","HEDE",NA,2015,0
"572","Chibadehl Rocks",1,"KA","Lingcod","OPEL",NA,2015,0
"573","Chibadehl Rocks",1,"KA","Painted greenling","OXPI",NA,2015,0
"574","Chibadehl Rocks",1,"KA","Quillback rockfish","SEMA","large",2015,0
"575","Chibadehl Rocks",1,"KA","Red Irish Lord","HEHE",NA,2015,0
"576","Chibadehl Rocks",1,"KA","Rock greenling","HELA",NA,2015,0
"577","Chibadehl Rocks",1,"KA","Striped seaperch","EMLA",NA,2015,3
"578","Chibadehl Rocks",1,"KA","Tubesnout","AUFL",NA,2015,0
"579","Chibadehl Rocks",1,"KA","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"580","Chibadehl Rocks",1,"KA","bait-sardines-anchovy","BAITBALL",NA,2015,0
"581","Chibadehl Rocks",1,"KA","black rockfish","SEME","small",2015,0
"582","Chibadehl Rocks",1,"KA","blue rockfish","SEMY","large",2015,0
"583","Chibadehl Rocks",1,"KA","blue rockfish","SEMY","small",2015,0
"584","Chibadehl Rocks",1,"KA","c-o sole","PLCO",NA,2015,0
"585","Chibadehl Rocks",1,"KA","canary rockfish","SEPI","large",2015,0
"586","Chibadehl Rocks",1,"KA","canary rockfish","SEPI","small",2015,0
"587","Chibadehl Rocks",1,"KA","china rockfish","SENE","large",2015,0
"588","Chibadehl Rocks",1,"KA","china rockfish","SENE","small",2015,0
"589","Chibadehl Rocks",1,"KA","copper rockfish","SECA","small",2015,0
"590","Chibadehl Rocks",1,"KA","greenlings","HEXA",NA,2015,0
"591","Chibadehl Rocks",1,"KA","gunnels","PHOL",NA,2015,0
"592","Chibadehl Rocks",1,"KA","herring","CLUP",NA,2015,0
"593","Chibadehl Rocks",1,"KA","kelp clingfish","RIMU",NA,2015,0
"594","Chibadehl Rocks",1,"KA","longfin sculpin","JOZO",NA,2015,0
"595","Chibadehl Rocks",1,"KA","manacled sculpin","SYGI",NA,2015,0
"596","Chibadehl Rocks",1,"KA","mosshead warbonnet","CHNU",NA,2015,0
"597","Chibadehl Rocks",1,"KA","no_transect_no_data","NO_DATA",NA,2015,0
"598","Chibadehl Rocks",1,"KA","pile perch","RHVA",NA,2015,0
"599","Chibadehl Rocks",1,"KA","quillback rockfish","SEMA","small",2015,0
"600","Chibadehl Rocks",1,"KA","rockfish","SEBSPP","large",2015,0
"601","Chibadehl Rocks",1,"KA","rockfish","SEBSPP","small",2015,0
"602","Chibadehl Rocks",1,"KA","sanddabs","CITH",NA,2015,0
"603","Chibadehl Rocks",1,"KA","scalyhead sculpin","ARHA",NA,2015,0
"604","Chibadehl Rocks",1,"KA","sculpin","COTT",NA,2015,0
"605","Chibadehl Rocks",1,"KA","surfperch","EMBI",NA,2015,0
"606","Chibadehl Rocks",1,"KA","unidentified fish","UNID",NA,2015,0
"607","Chibadehl Rocks",1,"KA","whitespotted greenling","HEST",NA,2015,0
"608","Chibadehl Rocks",1,"KA","yellowtail rockfish","SEFL","large",2015,0
"609","Chibadehl Rocks",1,"KA","yellowtail rockfish","SEFL","small",2015,0
"610","Chibadehl Rocks",1,"KA","yellowtail-black yoy","SEBYT","small",2015,0
"611","Chibadehl Rocks",1,"KA",NA,"AMHE",NA,2015,0
"612","Chibadehl Rocks",1,"NT","Black rockfish","SEME","large",2015,2
"613","Chibadehl Rocks",1,"NT","Blackeye goby","RHNI",NA,2015,0
"614","Chibadehl Rocks",1,"NT","Buffalo sculpin","ENBI",NA,2015,0
"615","Chibadehl Rocks",1,"NT","Cabezon","SCMA",NA,2015,0
"616","Chibadehl Rocks",1,"NT","Copper rockfish","SECA","large",2015,0
"617","Chibadehl Rocks",1,"NT","Great sculpin","MYOP",NA,2015,0
"618","Chibadehl Rocks",1,"NT","Kelp greenling","HEDE",NA,2015,0
"619","Chibadehl Rocks",1,"NT","Lingcod","OPEL",NA,2015,0
"620","Chibadehl Rocks",1,"NT","Painted greenling","OXPI",NA,2015,0
"621","Chibadehl Rocks",1,"NT","Quillback rockfish","SEMA","large",2015,0
"622","Chibadehl Rocks",1,"NT","Red Irish Lord","HEHE",NA,2015,0
"623","Chibadehl Rocks",1,"NT","Rock greenling","HELA",NA,2015,0
"624","Chibadehl Rocks",1,"NT","Striped seaperch","EMLA",NA,2015,0
"625","Chibadehl Rocks",1,"NT","Tubesnout","AUFL",NA,2015,0
"626","Chibadehl Rocks",1,"NT","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"627","Chibadehl Rocks",1,"NT","bait-sardines-anchovy","BAITBALL",NA,2015,0
"628","Chibadehl Rocks",1,"NT","black rockfish","SEME","small",2015,0
"629","Chibadehl Rocks",1,"NT","blue rockfish","SEMY","large",2015,0
"630","Chibadehl Rocks",1,"NT","blue rockfish","SEMY","small",2015,0
"631","Chibadehl Rocks",1,"NT","c-o sole","PLCO",NA,2015,0
"632","Chibadehl Rocks",1,"NT","canary rockfish","SEPI","large",2015,0
"633","Chibadehl Rocks",1,"NT","canary rockfish","SEPI","small",2015,0
"634","Chibadehl Rocks",1,"NT","china rockfish","SENE","large",2015,0
"635","Chibadehl Rocks",1,"NT","china rockfish","SENE","small",2015,0
"636","Chibadehl Rocks",1,"NT","copper rockfish","SECA","small",2015,0
"637","Chibadehl Rocks",1,"NT","greenlings","HEXA",NA,2015,0
"638","Chibadehl Rocks",1,"NT","gunnels","PHOL",NA,2015,0
"639","Chibadehl Rocks",1,"NT","herring","CLUP",NA,2015,0
"640","Chibadehl Rocks",1,"NT","kelp clingfish","RIMU",NA,2015,0
"641","Chibadehl Rocks",1,"NT","longfin sculpin","JOZO",NA,2015,0
"642","Chibadehl Rocks",1,"NT","manacled sculpin","SYGI",NA,2015,0
"643","Chibadehl Rocks",1,"NT","mosshead warbonnet","CHNU",NA,2015,0
"644","Chibadehl Rocks",1,"NT","no_transect_no_data","NO_DATA",NA,2015,0
"645","Chibadehl Rocks",1,"NT","pile perch","RHVA",NA,2015,0
"646","Chibadehl Rocks",1,"NT","quillback rockfish","SEMA","small",2015,0
"647","Chibadehl Rocks",1,"NT","rockfish","SEBSPP","large",2015,0
"648","Chibadehl Rocks",1,"NT","rockfish","SEBSPP","small",2015,0
"649","Chibadehl Rocks",1,"NT","sanddabs","CITH",NA,2015,0
"650","Chibadehl Rocks",1,"NT","scalyhead sculpin","ARHA",NA,2015,0
"651","Chibadehl Rocks",1,"NT","sculpin","COTT",NA,2015,0
"652","Chibadehl Rocks",1,"NT","surfperch","EMBI",NA,2015,2
"653","Chibadehl Rocks",1,"NT","unidentified fish","UNID",NA,2015,0
"654","Chibadehl Rocks",1,"NT","whitespotted greenling","HEST",NA,2015,0
"655","Chibadehl Rocks",1,"NT","yellowtail rockfish","SEFL","large",2015,0
"656","Chibadehl Rocks",1,"NT","yellowtail rockfish","SEFL","small",2015,0
"657","Chibadehl Rocks",1,"NT","yellowtail-black yoy","SEBYT","small",2015,0
"658","Chibadehl Rocks",1,"NT",NA,"AMHE",NA,2015,0
"659","Chibadehl Rocks",2,"KA","Black rockfish","SEME","large",2015,0
"660","Chibadehl Rocks",2,"KA","Blackeye goby","RHNI",NA,2015,0
"661","Chibadehl Rocks",2,"KA","Buffalo sculpin","ENBI",NA,2015,0
"662","Chibadehl Rocks",2,"KA","Cabezon","SCMA",NA,2015,0
"663","Chibadehl Rocks",2,"KA","Copper rockfish","SECA","large",2015,0
"664","Chibadehl Rocks",2,"KA","Great sculpin","MYOP",NA,2015,0
"665","Chibadehl Rocks",2,"KA","Kelp greenling","HEDE",NA,2015,0
"666","Chibadehl Rocks",2,"KA","Lingcod","OPEL",NA,2015,0
"667","Chibadehl Rocks",2,"KA","Painted greenling","OXPI",NA,2015,0
"668","Chibadehl Rocks",2,"KA","Quillback rockfish","SEMA","large",2015,0
"669","Chibadehl Rocks",2,"KA","Red Irish Lord","HEHE",NA,2015,0
"670","Chibadehl Rocks",2,"KA","Rock greenling","HELA",NA,2015,0
"671","Chibadehl Rocks",2,"KA","Striped seaperch","EMLA",NA,2015,0
"672","Chibadehl Rocks",2,"KA","Tubesnout","AUFL",NA,2015,0
"673","Chibadehl Rocks",2,"KA","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"674","Chibadehl Rocks",2,"KA","bait-sardines-anchovy","BAITBALL",NA,2015,0
"675","Chibadehl Rocks",2,"KA","black rockfish","SEME","small",2015,0
"676","Chibadehl Rocks",2,"KA","blue rockfish","SEMY","large",2015,0
"677","Chibadehl Rocks",2,"KA","blue rockfish","SEMY","small",2015,0
"678","Chibadehl Rocks",2,"KA","c-o sole","PLCO",NA,2015,0
"679","Chibadehl Rocks",2,"KA","canary rockfish","SEPI","large",2015,0
"680","Chibadehl Rocks",2,"KA","canary rockfish","SEPI","small",2015,0
"681","Chibadehl Rocks",2,"KA","china rockfish","SENE","large",2015,0
"682","Chibadehl Rocks",2,"KA","china rockfish","SENE","small",2015,0
"683","Chibadehl Rocks",2,"KA","copper rockfish","SECA","small",2015,0
"684","Chibadehl Rocks",2,"KA","greenlings","HEXA",NA,2015,0
"685","Chibadehl Rocks",2,"KA","gunnels","PHOL",NA,2015,0
"686","Chibadehl Rocks",2,"KA","herring","CLUP",NA,2015,0
"687","Chibadehl Rocks",2,"KA","kelp clingfish","RIMU",NA,2015,0
"688","Chibadehl Rocks",2,"KA","longfin sculpin","JOZO",NA,2015,0
"689","Chibadehl Rocks",2,"KA","manacled sculpin","SYGI",NA,2015,0
"690","Chibadehl Rocks",2,"KA","mosshead warbonnet","CHNU",NA,2015,0
"691","Chibadehl Rocks",2,"KA","no_transect_no_data","NO_DATA",NA,2015,0
"692","Chibadehl Rocks",2,"KA","pile perch","RHVA",NA,2015,0
"693","Chibadehl Rocks",2,"KA","quillback rockfish","SEMA","small",2015,0
"694","Chibadehl Rocks",2,"KA","rockfish","SEBSPP","large",2015,0
"695","Chibadehl Rocks",2,"KA","rockfish","SEBSPP","small",2015,0
"696","Chibadehl Rocks",2,"KA","sanddabs","CITH",NA,2015,0
"697","Chibadehl Rocks",2,"KA","scalyhead sculpin","ARHA",NA,2015,0
"698","Chibadehl Rocks",2,"KA","sculpin","COTT",NA,2015,0
"699","Chibadehl Rocks",2,"KA","surfperch","EMBI",NA,2015,0
"700","Chibadehl Rocks",2,"KA","unidentified fish","UNID",NA,2015,0
"701","Chibadehl Rocks",2,"KA","whitespotted greenling","HEST",NA,2015,0
"702","Chibadehl Rocks",2,"KA","yellowtail rockfish","SEFL","large",2015,0
"703","Chibadehl Rocks",2,"KA","yellowtail rockfish","SEFL","small",2015,0
"704","Chibadehl Rocks",2,"KA","yellowtail-black yoy","SEBYT","small",2015,0
"705","Chibadehl Rocks",2,"KA",NA,"AMHE",NA,2015,0
"706","Chibadehl Rocks",2,"NT","Black rockfish","SEME","large",2015,0
"707","Chibadehl Rocks",2,"NT","Blackeye goby","RHNI",NA,2015,0
"708","Chibadehl Rocks",2,"NT","Buffalo sculpin","ENBI",NA,2015,0
"709","Chibadehl Rocks",2,"NT","Cabezon","SCMA",NA,2015,0
"710","Chibadehl Rocks",2,"NT","Copper rockfish","SECA","large",2015,0
"711","Chibadehl Rocks",2,"NT","Great sculpin","MYOP",NA,2015,0
"712","Chibadehl Rocks",2,"NT","Kelp greenling","HEDE",NA,2015,0
"713","Chibadehl Rocks",2,"NT","Lingcod","OPEL",NA,2015,0
"714","Chibadehl Rocks",2,"NT","Painted greenling","OXPI",NA,2015,0
"715","Chibadehl Rocks",2,"NT","Quillback rockfish","SEMA","large",2015,0
"716","Chibadehl Rocks",2,"NT","Red Irish Lord","HEHE",NA,2015,0
"717","Chibadehl Rocks",2,"NT","Rock greenling","HELA",NA,2015,0
"718","Chibadehl Rocks",2,"NT","Striped seaperch","EMLA",NA,2015,0
"719","Chibadehl Rocks",2,"NT","Tubesnout","AUFL",NA,2015,0
"720","Chibadehl Rocks",2,"NT","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"721","Chibadehl Rocks",2,"NT","bait-sardines-anchovy","BAITBALL",NA,2015,0
"722","Chibadehl Rocks",2,"NT","black rockfish","SEME","small",2015,0
"723","Chibadehl Rocks",2,"NT","blue rockfish","SEMY","large",2015,0
"724","Chibadehl Rocks",2,"NT","blue rockfish","SEMY","small",2015,0
"725","Chibadehl Rocks",2,"NT","c-o sole","PLCO",NA,2015,0
"726","Chibadehl Rocks",2,"NT","canary rockfish","SEPI","large",2015,0
"727","Chibadehl Rocks",2,"NT","canary rockfish","SEPI","small",2015,0
"728","Chibadehl Rocks",2,"NT","china rockfish","SENE","large",2015,0
"729","Chibadehl Rocks",2,"NT","china rockfish","SENE","small",2015,0
"730","Chibadehl Rocks",2,"NT","copper rockfish","SECA","small",2015,0
"731","Chibadehl Rocks",2,"NT","greenlings","HEXA",NA,2015,0
"732","Chibadehl Rocks",2,"NT","gunnels","PHOL",NA,2015,0
"733","Chibadehl Rocks",2,"NT","herring","CLUP",NA,2015,0
"734","Chibadehl Rocks",2,"NT","kelp clingfish","RIMU",NA,2015,0
"735","Chibadehl Rocks",2,"NT","longfin sculpin","JOZO",NA,2015,0
"736","Chibadehl Rocks",2,"NT","manacled sculpin","SYGI",NA,2015,0
"737","Chibadehl Rocks",2,"NT","mosshead warbonnet","CHNU",NA,2015,0
"738","Chibadehl Rocks",2,"NT","no_transect_no_data","NO_DATA",NA,2015,0
"739","Chibadehl Rocks",2,"NT","pile perch","RHVA",NA,2015,0
"740","Chibadehl Rocks",2,"NT","quillback rockfish","SEMA","small",2015,0
"741","Chibadehl Rocks",2,"NT","rockfish","SEBSPP","large",2015,0
"742","Chibadehl Rocks",2,"NT","rockfish","SEBSPP","small",2015,0
"743","Chibadehl Rocks",2,"NT","sanddabs","CITH",NA,2015,0
"744","Chibadehl Rocks",2,"NT","scalyhead sculpin","ARHA",NA,2015,0
"745","Chibadehl Rocks",2,"NT","sculpin","COTT",NA,2015,0
"746","Chibadehl Rocks",2,"NT","surfperch","EMBI",NA,2015,0
"747","Chibadehl Rocks",2,"NT","unidentified fish","UNID",NA,2015,0
"748","Chibadehl Rocks",2,"NT","whitespotted greenling","HEST",NA,2015,0
