"year","site","transect","observer","species","zone","area","taxa","grp2","total.count","total.area","density"
2017,"Tatoosh Island",2,"Kinsey Frick","SCYDEC",5,"N","crabs","no",0,60,0
2017,"Tatoosh Island",2,"Kinsey Frick","SOLDAW",5,"N",NA,"no",0,60,0
2017,"Tatoosh Island",2,"Kinsey Frick","SOLSTI",5,"N","large star","STAR",0,60,0
2017,"Tatoosh Island",2,"Kinsey Frick","STARREC",5,"N","sea_star_YOY","STAR",0,60,0
2017,"Tatoosh Island",2,"Kinsey Frick","STRDRO",5,"N","green urchin","URCHIN",10,60,0.166666666666667
2017,"Tatoosh Island",2,"Kinsey Frick","STRPUR",5,"N","purple urchin","URCHIN",11,60,0.183333333333333
2017,"Tatoosh Island",2,"Kinsey Frick","STYFOR",5,"N","Stylasterias","no",0,60,0
2017,"Tatoosh Island",2,"Kinsey Frick","STYMON",5,"N","tunicate","no",2,60,0.0333333333333333
2017,"Tatoosh Island",2,"Kinsey Frick","TEGSPP",5,"N","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",2,"Kinsey Frick","TRICAT",5,"N","nudibranch","no",0,60,0
2017,"Tatoosh Island",2,"Kinsey Frick","UNIDSP",5,"N","mobile_invert","no",0,60,0
2017,"Tatoosh Island",2,"Kinsey Frick","URTCRA",5,"N","anemone","no",0,60,0
2017,"Tatoosh Island",2,"Kinsey Frick","URTLOF",5,"N","anemone","no",0,60,0
2017,"Tatoosh Island",2,"Kinsey Frick","URTPIS",5,"N","anemone","no",0,60,0
2017,"Tatoosh Island",2,"Kinsey Frick","URTSPP",5,"N","anemone","no",2,60,0.0333333333333333
2017,"Tatoosh Island",3,"Greg Williams","ACAHUD",5,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ACAHUD",10,"N","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ACAHUD",10,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ACANAN",5,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ACANAN",10,"N","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ACANAN",10,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ACMMIT",5,"S","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ACMMIT",10,"N","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ACMMIT",10,"S","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ANTELE",5,"S","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ANTELE",10,"N","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ANTELE",10,"S","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ANTXAN",5,"S","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ANTXAN",10,"N","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ANTXAN",10,"S","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","BALNUB",5,"S","barnacle","no",296.727272727273,60,4.94545454545454
2017,"Tatoosh Island",3,"Greg Williams","BALNUB",10,"N","barnacle","no",35,60,0.583333333333333
2017,"Tatoosh Island",3,"Greg Williams","BALNUB",10,"S","barnacle","no",123,60,2.05
2017,"Tatoosh Island",3,"Greg Williams","CADLUT",5,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CADLUT",10,"N","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CADLUT",10,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CALANN",5,"S","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CALANN",10,"N","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CALANN",10,"S","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CANORE",5,"S","crabs","no",1,60,0.0166666666666667
2017,"Tatoosh Island",3,"Greg Williams","CANORE",10,"N","crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CANORE",10,"S","crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CANSPP",5,"S","crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CANSPP",10,"N","crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CANSPP",10,"S","crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CERFOL",5,"S","shelled gastropod","no",1,60,0.0166666666666667
2017,"Tatoosh Island",3,"Greg Williams","CERFOL",10,"N","shelled gastropod","no",3,60,0.05
2017,"Tatoosh Island",3,"Greg Williams","CERFOL",10,"S","shelled gastropod","no",1,60,0.0166666666666667
2017,"Tatoosh Island",3,"Greg Williams","CHITON",5,"S","chiton","no",1,60,0.0166666666666667
2017,"Tatoosh Island",3,"Greg Williams","CHITON",10,"N","chiton","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CHITON",10,"S","chiton","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CLAMSP",5,"S","bivalve","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CLAMSP",10,"N","bivalve","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CLAMSP",10,"S","bivalve","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CRAARB",5,"S","sponge","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CRAARB",10,"N","sponge","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CRAARB",10,"S","sponge","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CRAGIG",5,"S","bivalve","no",3,60,0.05
2017,"Tatoosh Island",3,"Greg Williams","CRAGIG",10,"N","bivalve","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CRAGIG",10,"S","bivalve","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CROPAP",5,"S","medium star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CROPAP",10,"N","medium star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CROPAP",10,"S","medium star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CRYDEC",5,"S",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CRYDEC",10,"N",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CRYDEC",10,"S",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CRYSIT",5,"S","crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CRYSIT",10,"N","crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CRYSIT",10,"S","crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CRYSTE",5,"S","chiton","no",1,60,0.0166666666666667
2017,"Tatoosh Island",3,"Greg Williams","CRYSTE",10,"N","chiton","no",1,60,0.0166666666666667
2017,"Tatoosh Island",3,"Greg Williams","CRYSTE",10,"S","chiton","no",2,60,0.0333333333333333
2017,"Tatoosh Island",3,"Greg Williams","CUCMIN",5,"S","cucumber","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","CUCMIN",10,"N","cucumber","no",1,60,0.0166666666666667
2017,"Tatoosh Island",3,"Greg Williams","CUCMIN",10,"S","cucumber","no",1,60,0.0166666666666667
2017,"Tatoosh Island",3,"Greg Williams","DERIMB",5,"S","leather star","STAR",5,60,0.0833333333333333
2017,"Tatoosh Island",3,"Greg Williams","DERIMB",10,"N","leather star","STAR",5,60,0.0833333333333333
2017,"Tatoosh Island",3,"Greg Williams","DERIMB",10,"S","leather star","STAR",4,60,0.0666666666666667
2017,"Tatoosh Island",3,"Greg Williams","DIASAN",5,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","DIASAN",10,"N","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","DIASAN",10,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","DIOASP",5,"S","shelled gastropod","no",9,60,0.15
2017,"Tatoosh Island",3,"Greg Williams","DIOASP",10,"N","shelled gastropod","no",4,60,0.0666666666666667
2017,"Tatoosh Island",3,"Greg Williams","DIOASP",10,"S","shelled gastropod","no",1,60,0.0166666666666667
2017,"Tatoosh Island",3,"Greg Williams","DIRALB",5,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","DIRALB",10,"N","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","DIRALB",10,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","DORODH",5,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","DORODH",10,"N","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","DORODH",10,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ENTDOF",5,"S","octopus","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ENTDOF",10,"N","octopus","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ENTDOF",10,"S","octopus","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","EPIPRO",5,"S","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","EPIPRO",10,"N","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","EPIPRO",10,"S","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","EUPQUI",5,"S","cucumber","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","EUPQUI",10,"N","cucumber","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","EUPQUI",10,"S","cucumber","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","EVATRO",5,"S","large star","STAR",2,60,0.0333333333333333
2017,"Tatoosh Island",3,"Greg Williams","EVATRO",10,"N","large star","STAR",2,60,0.0333333333333333
2017,"Tatoosh Island",3,"Greg Williams","EVATRO",10,"S","large star","STAR",3,60,0.05
2017,"Tatoosh Island",3,"Greg Williams","FUSORE",5,"S","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","FUSORE",10,"N","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","FUSORE",10,"S","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","HALKAM",5,"S",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","HALKAM",10,"N",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","HALKAM",10,"S",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","HENLEV",5,"S","blood star","STAR",2,60,0.0333333333333333
2017,"Tatoosh Island",3,"Greg Williams","HENLEV",10,"N","blood star","STAR",9,60,0.15
2017,"Tatoosh Island",3,"Greg Williams","HENLEV",10,"S","blood star","STAR",3,60,0.05
2017,"Tatoosh Island",3,"Greg Williams","HERCRA",5,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","HERCRA",10,"N","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","HERCRA",10,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","JANFUS",5,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","JANFUS",10,"N","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","JANFUS",10,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","LEPSPP",5,"S","brood star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","LEPSPP",10,"N","brood star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","LEPSPP",10,"S","brood star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","LIMCOC",5,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","LIMCOC",10,"N","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","LIMCOC",10,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","LIRDIR",5,"S","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","LIRDIR",10,"N","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","LIRDIR",10,"S","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","LOPMAN",5,"S","crabs","no",1,60,0.0166666666666667
2017,"Tatoosh Island",3,"Greg Williams","LOPMAN",10,"N","crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","LOPMAN",10,"S","crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","MEDAEQ",5,"S","medium star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","MEDAEQ",10,"N","medium star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","MEDAEQ",10,"S","medium star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","MESFRA",5,"S","red urchin","URCHIN",30,60,0.5
2017,"Tatoosh Island",3,"Greg Williams","MESFRA",10,"N","red urchin","URCHIN",54,60,0.9
2017,"Tatoosh Island",3,"Greg Williams","MESFRA",10,"S","red urchin","URCHIN",281.666666666667,60,4.69444444444444
2017,"Tatoosh Island",3,"Greg Williams","METGIG",5,"S","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","METGIG",10,"N","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","METGIG",10,"S","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","METSPP",5,"S","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","METSPP",10,"N","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","METSPP",10,"S","anemone","no",2,60,0.0333333333333333
2017,"Tatoosh Island",3,"Greg Williams","MIMFOL",5,"S","crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","MIMFOL",10,"N","crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","MIMFOL",10,"S","crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","MYTCAL",5,"S","shelled mussel","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","MYTCAL",10,"N","shelled mussel","no",4,60,0.0666666666666667
2017,"Tatoosh Island",3,"Greg Williams","MYTCAL",10,"S","shelled mussel","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","NUCLAM",5,"S","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","NUCLAM",10,"N","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","NUCLAM",10,"S","shelled gastropod","no",3,60,0.05
2017,"Tatoosh Island",3,"Greg Williams","NUDIBR",5,"S",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","NUDIBR",10,"N",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","NUDIBR",10,"S",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ORTKOE",5,"S","large star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ORTKOE",10,"N","large star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","ORTKOE",10,"S","large star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PAGSPP",5,"S","hermit_crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PAGSPP",10,"N","hermit_crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PAGSPP",10,"S","hermit_crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PARCAL",5,"S","cucumber","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PARCAL",10,"N","cucumber","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PARCAL",10,"S","cucumber","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PATMIN",5,"S","medium star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PATMIN",10,"N","medium star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PATMIN",10,"S","medium star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PELNOB",5,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PELNOB",10,"N","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PELNOB",10,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PISBRE",5,"S","Pisaster","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PISBRE",10,"N","Pisaster","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PISBRE",10,"S","Pisaster","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PISGIG",5,"S","Pisaster","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PISGIG",10,"N","Pisaster","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PISGIG",10,"S","Pisaster","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PISOCH",5,"S","Pisaster","STAR",1,60,0.0166666666666667
2017,"Tatoosh Island",3,"Greg Williams","PISOCH",10,"N","Pisaster","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PISOCH",10,"S","Pisaster","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PODSPP",5,"S","bivalve","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PODSPP",10,"N","bivalve","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PODSPP",10,"S","bivalve","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","POLSPP",5,"S",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","POLSPP",10,"N",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","POLSPP",10,"S",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PTETES",5,"S",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PTETES",10,"N",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PTETES",10,"S",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PUGGRA",5,"S","kelp crab","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PUGGRA",10,"N","kelp crab","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PUGGRA",10,"S","kelp crab","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PUGPRO",5,"S","kelp crab","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PUGPRO",10,"N","kelp crab","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PUGPRO",10,"S","kelp crab","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PYCHEL",5,"S","Pycnopodia","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PYCHEL",10,"N","Pycnopodia","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","PYCHEL",10,"S","Pycnopodia","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","SCALLOP",5,"S","bivalve","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","SCALLOP",10,"N","bivalve","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","SCALLOP",10,"S","bivalve","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","SCYDEC",5,"S","crabs","no",3,60,0.05
2017,"Tatoosh Island",3,"Greg Williams","SCYDEC",10,"N","crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","SCYDEC",10,"S","crabs","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","SOLDAW",5,"S",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","SOLDAW",10,"N",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","SOLDAW",10,"S",NA,"no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","SOLSTI",5,"S","large star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","SOLSTI",10,"N","large star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","SOLSTI",10,"S","large star","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","STARREC",5,"S","sea_star_YOY","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","STARREC",10,"N","sea_star_YOY","STAR",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","STARREC",10,"S","sea_star_YOY","STAR",1,60,0.0166666666666667
2017,"Tatoosh Island",3,"Greg Williams","STRDRO",5,"S","green urchin","URCHIN",218.5,60,3.64166666666667
2017,"Tatoosh Island",3,"Greg Williams","STRDRO",10,"N","green urchin","URCHIN",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","STRDRO",10,"S","green urchin","URCHIN",64,60,1.06666666666667
2017,"Tatoosh Island",3,"Greg Williams","STRPUR",5,"S","purple urchin","URCHIN",228.442786069652,60,3.80737976782753
2017,"Tatoosh Island",3,"Greg Williams","STRPUR",10,"N","purple urchin","URCHIN",170,60,2.83333333333333
2017,"Tatoosh Island",3,"Greg Williams","STRPUR",10,"S","purple urchin","URCHIN",413.746630727763,60,6.89577717879605
2017,"Tatoosh Island",3,"Greg Williams","STYFOR",5,"S","Stylasterias","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","STYFOR",10,"N","Stylasterias","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","STYFOR",10,"S","Stylasterias","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","STYMON",5,"S","tunicate","no",2,60,0.0333333333333333
2017,"Tatoosh Island",3,"Greg Williams","STYMON",10,"N","tunicate","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","STYMON",10,"S","tunicate","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","TEGSPP",5,"S","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","TEGSPP",10,"N","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","TEGSPP",10,"S","shelled gastropod","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","TRICAT",5,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","TRICAT",10,"N","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","TRICAT",10,"S","nudibranch","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","UNIDSP",5,"S","mobile_invert","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","UNIDSP",10,"N","mobile_invert","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","UNIDSP",10,"S","mobile_invert","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","URTCRA",5,"S","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","URTCRA",10,"N","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","URTCRA",10,"S","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","URTLOF",5,"S","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","URTLOF",10,"N","anemone","no",1,60,0.0166666666666667
2017,"Tatoosh Island",3,"Greg Williams","URTLOF",10,"S","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","URTPIS",5,"S","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","URTPIS",10,"N","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","URTPIS",10,"S","anemone","no",0,60,0
2017,"Tatoosh Island",3,"Greg Williams","URTSPP",5,"S","anemone","no",1,60,0.0166666666666667
2017,"Tatoosh Island",3,"Greg Williams","URTSPP",10,"N","anemone","no",2,60,0.0333333333333333
2017,"Tatoosh Island",3,"Greg Williams","URTSPP",10,"S","anemone","no",8,60,0.133333333333333
2018,"Cape Alava",1,"Gary Longo","ACAHUD",5,"E","nudibranch","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","ACAHUD",10,"E","nudibranch","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","ACAHUD",10,"W","nudibranch","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","ACANAN",5,"E","nudibranch","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","ACANAN",10,"E","nudibranch","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","ACANAN",10,"W","nudibranch","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","ACMMIT",5,"E","shelled gastropod","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","ACMMIT",10,"E","shelled gastropod","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","ACMMIT",10,"W","shelled gastropod","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","ANTELE",5,"E","anemone","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","ANTELE",10,"E","anemone","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","ANTELE",10,"W","anemone","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","ANTXAN",5,"E","anemone","no",1,60,0.0166666666666667
2018,"Cape Alava",1,"Gary Longo","ANTXAN",10,"E","anemone","no",1,60,0.0166666666666667
2018,"Cape Alava",1,"Gary Longo","ANTXAN",10,"W","anemone","no",1,60,0.0166666666666667
2018,"Cape Alava",1,"Gary Longo","BALNUB",5,"E","barnacle","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","BALNUB",10,"E","barnacle","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","BALNUB",10,"W","barnacle","no",4,60,0.0666666666666667
2018,"Cape Alava",1,"Gary Longo","CADLUT",5,"E","nudibranch","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CADLUT",10,"E","nudibranch","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CADLUT",10,"W","nudibranch","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CALANN",5,"E","shelled gastropod","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CALANN",10,"E","shelled gastropod","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CALANN",10,"W","shelled gastropod","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CANORE",5,"E","crabs","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CANORE",10,"E","crabs","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CANORE",10,"W","crabs","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CANSPP",5,"E","crabs","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CANSPP",10,"E","crabs","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CANSPP",10,"W","crabs","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CERFOL",5,"E","shelled gastropod","no",2,60,0.0333333333333333
2018,"Cape Alava",1,"Gary Longo","CERFOL",10,"E","shelled gastropod","no",20,60,0.333333333333333
2018,"Cape Alava",1,"Gary Longo","CERFOL",10,"W","shelled gastropod","no",10,60,0.166666666666667
2018,"Cape Alava",1,"Gary Longo","CHITON",5,"E","chiton","no",2,60,0.0333333333333333
2018,"Cape Alava",1,"Gary Longo","CHITON",10,"E","chiton","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CHITON",10,"W","chiton","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CLAMSP",5,"E","bivalve","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CLAMSP",10,"E","bivalve","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CLAMSP",10,"W","bivalve","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CRAARB",5,"E","sponge","no",0,60,0
2018,"Cape Alava",1,"Gary Longo","CRAARB",10,"E","sponge","no",0,60,0
