"YEAR","SITE","SIDE","ZONE","TRANSECT","CATEGORY","CLASSCODE","count","transect_id"
2017,"Destruction Island","1",5,1,"COVER","SPONGE",1,"2017_Destruction Island_1_5_1"
2017,"Destruction Island","1",5,1,"RELIEF","1m-2m",4,"2017_Destruction Island_1_5_1"
2017,"Destruction Island","1",5,1,"RELIEF",">2m",26,"2017_Destruction Island_1_5_1"
2017,"Destruction Island","1",5,1,"SUBSTRATE","BEDRK",30,"2017_Destruction Island_1_5_1"
2017,"Destruction Island","1",5,2,"COVER","ANEM",1,"2017_Destruction Island_1_5_2"
2017,"Destruction Island","1",5,2,"COVER","ARTCOR",1,"2017_Destruction Island_1_5_2"
2017,"Destruction Island","1",5,2,"COVER","BARNAC",6,"2017_Destruction Island_1_5_2"
2017,"Destruction Island","1",5,2,"COVER","BRANCH",1,"2017_Destruction Island_1_5_2"
2017,"Destruction Island","1",5,2,"COVER","BROWNUN",15,"2017_Destruction Island_1_5_2"
2017,"Destruction Island","1",5,2,"COVER","BRYO",1,"2017_Destruction Island_1_5_2"
2017,"Destruction Island","1",5,2,"COVER","COLTUN",1,"2017_Destruction Island_1_5_2"
2017,"Destruction Island","1",5,2,"COVER","CRUCOR",3,"2017_Destruction Island_1_5_2"
2017,"Destruction Island","1",5,2,"COVER","LEAFYRED",1,"2017_Destruction Island_1_5_2"
2017,"Destruction Island","1",5,2,"RELIEF","10cm-1m",8,"2017_Destruction Island_1_5_2"
2017,"Destruction Island","1",5,2,"RELIEF","1m-2m",5,"2017_Destruction Island_1_5_2"
2017,"Destruction Island","1",5,2,"RELIEF",">2m",17,"2017_Destruction Island_1_5_2"
2017,"Destruction Island","1",5,2,"SUBSTRATE","BEDRK",30,"2017_Destruction Island_1_5_2"
2017,"Destruction Island","1",5,3,"COVER","BARROC",2,"2017_Destruction Island_1_5_3"
2017,"Destruction Island","1",5,3,"COVER","BRANCH",3,"2017_Destruction Island_1_5_3"
2017,"Destruction Island","1",5,3,"COVER","BROWNUN",19,"2017_Destruction Island_1_5_3"
2017,"Destruction Island","1",5,3,"COVER","CRUCOR",2,"2017_Destruction Island_1_5_3"
2017,"Destruction Island","1",5,3,"COVER","GREEN",1,"2017_Destruction Island_1_5_3"
2017,"Destruction Island","1",5,3,"COVER","LACY",2,"2017_Destruction Island_1_5_3"
2017,"Destruction Island","1",5,3,"COVER","SHELL",1,"2017_Destruction Island_1_5_3"
2017,"Destruction Island","1",5,3,"RELIEF","0-10cm",3,"2017_Destruction Island_1_5_3"
2017,"Destruction Island","1",5,3,"RELIEF","10cm-1m",16,"2017_Destruction Island_1_5_3"
2017,"Destruction Island","1",5,3,"RELIEF","1m-2m",3,"2017_Destruction Island_1_5_3"
2017,"Destruction Island","1",5,3,"RELIEF",">2m",8,"2017_Destruction Island_1_5_3"
2017,"Destruction Island","1",5,3,"SUBSTRATE","BEDRK",27,"2017_Destruction Island_1_5_3"
2017,"Destruction Island","1",5,3,"SUBSTRATE","COB",3,"2017_Destruction Island_1_5_3"
2017,"Destruction Island","1",5,4,"COVER","BARNAC",1,"2017_Destruction Island_1_5_4"
2017,"Destruction Island","1",5,4,"COVER","BRANCH",13,"2017_Destruction Island_1_5_4"
2017,"Destruction Island","1",5,4,"COVER","BROWNUN",5,"2017_Destruction Island_1_5_4"
2017,"Destruction Island","1",5,4,"COVER","CRUCOR",2,"2017_Destruction Island_1_5_4"
2017,"Destruction Island","1",5,4,"COVER","LEAFYRED",2,"2017_Destruction Island_1_5_4"
2017,"Destruction Island","1",5,4,"COVER","SHELL",3,"2017_Destruction Island_1_5_4"
2017,"Destruction Island","1",5,4,"COVER","SPONGE",3,"2017_Destruction Island_1_5_4"
2017,"Destruction Island","1",5,4,"COVER","TUBEWORM",1,"2017_Destruction Island_1_5_4"
2017,"Destruction Island","1",5,4,"RELIEF","0-10cm",1,"2017_Destruction Island_1_5_4"
2017,"Destruction Island","1",5,4,"RELIEF","10cm-1m",7,"2017_Destruction Island_1_5_4"
2017,"Destruction Island","1",5,4,"RELIEF","1m-2m",8,"2017_Destruction Island_1_5_4"
2017,"Destruction Island","1",5,4,"RELIEF",">2m",14,"2017_Destruction Island_1_5_4"
2017,"Destruction Island","1",5,4,"SUBSTRATE","BEDRK",29,"2017_Destruction Island_1_5_4"
2017,"Destruction Island","1",5,4,"SUBSTRATE","SAND",1,"2017_Destruction Island_1_5_4"
2017,"Destruction Island","2",5,1,"COVER","BARNAC",1,"2017_Destruction Island_2_5_1"
2017,"Destruction Island","2",5,1,"COVER","BRANCH",20,"2017_Destruction Island_2_5_1"
2017,"Destruction Island","2",5,1,"COVER","BROWNUN",3,"2017_Destruction Island_2_5_1"
2017,"Destruction Island","2",5,1,"COVER","BRYO",2,"2017_Destruction Island_2_5_1"
2017,"Destruction Island","2",5,1,"COVER","COLTUN",1,"2017_Destruction Island_2_5_1"
2017,"Destruction Island","2",5,1,"COVER","CRUCOR",1,"2017_Destruction Island_2_5_1"
2017,"Destruction Island","2",5,1,"COVER","LEAFYRED",2,"2017_Destruction Island_2_5_1"
2017,"Destruction Island","2",5,1,"RELIEF","10cm-1m",9,"2017_Destruction Island_2_5_1"
2017,"Destruction Island","2",5,1,"RELIEF","1m-2m",9,"2017_Destruction Island_2_5_1"
2017,"Destruction Island","2",5,1,"RELIEF",">2m",12,"2017_Destruction Island_2_5_1"
2017,"Destruction Island","2",5,1,"SUBSTRATE","BEDRK",30,"2017_Destruction Island_2_5_1"
2017,"Destruction Island","2",5,2,"COVER","BARNAC",1,"2017_Destruction Island_2_5_2"
2017,"Destruction Island","2",5,2,"COVER","BRANCH",19,"2017_Destruction Island_2_5_2"
2017,"Destruction Island","2",5,2,"COVER","BROWNUN",5,"2017_Destruction Island_2_5_2"
2017,"Destruction Island","2",5,2,"COVER","CRUCOR",3,"2017_Destruction Island_2_5_2"
2017,"Destruction Island","2",5,2,"COVER","CUPCOR",1,"2017_Destruction Island_2_5_2"
2017,"Destruction Island","2",5,2,"COVER","ENCRED",1,"2017_Destruction Island_2_5_2"
2017,"Destruction Island","2",5,2,"RELIEF","10cm-1m",5,"2017_Destruction Island_2_5_2"
2017,"Destruction Island","2",5,2,"RELIEF","1m-2m",10,"2017_Destruction Island_2_5_2"
2017,"Destruction Island","2",5,2,"RELIEF",">2m",15,"2017_Destruction Island_2_5_2"
2017,"Destruction Island","2",5,2,"SUBSTRATE","BEDRK",30,"2017_Destruction Island_2_5_2"
2017,"Destruction Island","2",5,3,"COVER","BARNAC",5,"2017_Destruction Island_2_5_3"
2017,"Destruction Island","2",5,3,"COVER","BRANCH",20,"2017_Destruction Island_2_5_3"
2017,"Destruction Island","2",5,3,"COVER","BROWNUN",2,"2017_Destruction Island_2_5_3"
2017,"Destruction Island","2",5,3,"COVER","CRUCOR",1,"2017_Destruction Island_2_5_3"
2017,"Destruction Island","2",5,3,"COVER","LEAFYRED",2,"2017_Destruction Island_2_5_3"
2017,"Destruction Island","2",5,3,"RELIEF","10cm-1m",10,"2017_Destruction Island_2_5_3"
2017,"Destruction Island","2",5,3,"RELIEF","1m-2m",18,"2017_Destruction Island_2_5_3"
2017,"Destruction Island","2",5,3,"RELIEF",">2m",2,"2017_Destruction Island_2_5_3"
2017,"Destruction Island","2",5,3,"SUBSTRATE","BEDRK",30,"2017_Destruction Island_2_5_3"
2017,"Destruction Island","2",5,4,"COVER","BRANCH",23,"2017_Destruction Island_2_5_4"
2017,"Destruction Island","2",5,4,"COVER","CRUCOR",1,"2017_Destruction Island_2_5_4"
2017,"Destruction Island","2",5,4,"COVER","ENCRED",1,"2017_Destruction Island_2_5_4"
2017,"Destruction Island","2",5,4,"COVER","LACY",1,"2017_Destruction Island_2_5_4"
2017,"Destruction Island","2",5,4,"COVER","LEAFYRED",2,"2017_Destruction Island_2_5_4"
2017,"Destruction Island","2",5,4,"RELIEF","10cm-1m",1,"2017_Destruction Island_2_5_4"
2017,"Destruction Island","2",5,4,"RELIEF","1m-2m",12,"2017_Destruction Island_2_5_4"
2017,"Destruction Island","2",5,4,"RELIEF",">2m",17,"2017_Destruction Island_2_5_4"
2017,"Destruction Island","2",5,4,"SUBSTRATE","BEDRK",30,"2017_Destruction Island_2_5_4"
2017,"Neah Bay","1",5,1,"COVER","BARROC",1,"2017_Neah Bay_1_5_1"
2017,"Neah Bay","1",5,1,"COVER","BRANCH",8,"2017_Neah Bay_1_5_1"
2017,"Neah Bay","1",5,1,"COVER","BROWNUN",2,"2017_Neah Bay_1_5_1"
2017,"Neah Bay","1",5,1,"COVER","BRYO",2,"2017_Neah Bay_1_5_1"
2017,"Neah Bay","1",5,1,"COVER","CRUCOR",5,"2017_Neah Bay_1_5_1"
2017,"Neah Bay","1",5,1,"COVER","LACY",1,"2017_Neah Bay_1_5_1"
2017,"Neah Bay","1",5,1,"COVER","LEAFYRED",2,"2017_Neah Bay_1_5_1"
2017,"Neah Bay","1",5,1,"COVER","MACPYR_HF",1,"2017_Neah Bay_1_5_1"
2017,"Neah Bay","1",5,1,"COVER","PTERO",1,"2017_Neah Bay_1_5_1"
2017,"Neah Bay","1",5,1,"COVER","SCUM",6,"2017_Neah Bay_1_5_1"
2017,"Neah Bay","1",5,1,"RELIEF","0-10cm",2,"2017_Neah Bay_1_5_1"
2017,"Neah Bay","1",5,1,"RELIEF","10cm-1m",28,"2017_Neah Bay_1_5_1"
2017,"Neah Bay","1",5,1,"SUBSTRATE","BEDRK",23,"2017_Neah Bay_1_5_1"
2017,"Neah Bay","1",5,1,"SUBSTRATE","BOULD",4,"2017_Neah Bay_1_5_1"
2017,"Neah Bay","1",5,1,"SUBSTRATE","COB",3,"2017_Neah Bay_1_5_1"
2017,"Neah Bay","1",5,2,"COVER","ARTCOR",1,"2017_Neah Bay_1_5_2"
2017,"Neah Bay","1",5,2,"COVER","BARROC",1,"2017_Neah Bay_1_5_2"
2017,"Neah Bay","1",5,2,"COVER","BARSAN",2,"2017_Neah Bay_1_5_2"
2017,"Neah Bay","1",5,2,"COVER","BRANCH",8,"2017_Neah Bay_1_5_2"
2017,"Neah Bay","1",5,2,"COVER","BROWNUN",6,"2017_Neah Bay_1_5_2"
2017,"Neah Bay","1",5,2,"COVER","CRUCOR",4,"2017_Neah Bay_1_5_2"
2017,"Neah Bay","1",5,2,"COVER","LEAFYRED",1,"2017_Neah Bay_1_5_2"
2017,"Neah Bay","1",5,2,"COVER","MACPYR_HF",1,"2017_Neah Bay_1_5_2"
2017,"Neah Bay","1",5,2,"COVER","PTERO",2,"2017_Neah Bay_1_5_2"
2017,"Neah Bay","1",5,2,"COVER","SCUM",3,"2017_Neah Bay_1_5_2"
2017,"Neah Bay","1",5,2,"COVER","TUBEWORM",1,"2017_Neah Bay_1_5_2"
2017,"Neah Bay","1",5,2,"RELIEF","0-10cm",2,"2017_Neah Bay_1_5_2"
2017,"Neah Bay","1",5,2,"RELIEF","10cm-1m",28,"2017_Neah Bay_1_5_2"
2017,"Neah Bay","1",5,2,"SUBSTRATE","BEDRK",27,"2017_Neah Bay_1_5_2"
2017,"Neah Bay","1",5,2,"SUBSTRATE","COB",1,"2017_Neah Bay_1_5_2"
2017,"Neah Bay","1",5,2,"SUBSTRATE","SAND",2,"2017_Neah Bay_1_5_2"
2017,"Neah Bay","1",5,3,"COVER","BRANCH",3,"2017_Neah Bay_1_5_3"
2017,"Neah Bay","1",5,3,"COVER","BROWNUN",12,"2017_Neah Bay_1_5_3"
2017,"Neah Bay","1",5,3,"COVER","CRUCOR",4,"2017_Neah Bay_1_5_3"
2017,"Neah Bay","1",5,3,"COVER","LACY",1,"2017_Neah Bay_1_5_3"
2017,"Neah Bay","1",5,3,"COVER","LEAFYRED",2,"2017_Neah Bay_1_5_3"
2017,"Neah Bay","1",5,3,"COVER","MACPYR_HF",3,"2017_Neah Bay_1_5_3"
2017,"Neah Bay","1",5,3,"COVER","PTERO",2,"2017_Neah Bay_1_5_3"
2017,"Neah Bay","1",5,3,"COVER","SCUM",3,"2017_Neah Bay_1_5_3"
2017,"Neah Bay","1",5,3,"RELIEF","0-10cm",6,"2017_Neah Bay_1_5_3"
2017,"Neah Bay","1",5,3,"RELIEF","10cm-1m",24,"2017_Neah Bay_1_5_3"
2017,"Neah Bay","1",5,3,"SUBSTRATE","BEDRK",27,"2017_Neah Bay_1_5_3"
2017,"Neah Bay","1",5,3,"SUBSTRATE","COB",3,"2017_Neah Bay_1_5_3"
2017,"Neah Bay","1",5,4,"COVER","BARSAN",1,"2017_Neah Bay_1_5_4"
2017,"Neah Bay","1",5,4,"COVER","BRANCH",6,"2017_Neah Bay_1_5_4"
2017,"Neah Bay","1",5,4,"COVER","BROWNUN",3,"2017_Neah Bay_1_5_4"
2017,"Neah Bay","1",5,4,"COVER","COLTUN",1,"2017_Neah Bay_1_5_4"
2017,"Neah Bay","1",5,4,"COVER","CRUCOR",5,"2017_Neah Bay_1_5_4"
2017,"Neah Bay","1",5,4,"COVER","GREEN",1,"2017_Neah Bay_1_5_4"
2017,"Neah Bay","1",5,4,"COVER","MACPYR_HF",1,"2017_Neah Bay_1_5_4"
2017,"Neah Bay","1",5,4,"COVER","PTERO",3,"2017_Neah Bay_1_5_4"
2017,"Neah Bay","1",5,4,"COVER","SCUM",8,"2017_Neah Bay_1_5_4"
2017,"Neah Bay","1",5,4,"COVER","TUBEWORM",1,"2017_Neah Bay_1_5_4"
2017,"Neah Bay","1",5,4,"RELIEF","0-10cm",3,"2017_Neah Bay_1_5_4"
2017,"Neah Bay","1",5,4,"RELIEF","10cm-1m",27,"2017_Neah Bay_1_5_4"
2017,"Neah Bay","1",5,4,"SUBSTRATE","BEDRK",28,"2017_Neah Bay_1_5_4"
2017,"Neah Bay","1",5,4,"SUBSTRATE","COB",1,"2017_Neah Bay_1_5_4"
2017,"Neah Bay","1",5,4,"SUBSTRATE","SAND",1,"2017_Neah Bay_1_5_4"
2017,"Neah Bay","1",10,1,"COVER","BARSAN",3,"2017_Neah Bay_1_10_1"
2017,"Neah Bay","1",10,1,"COVER","BRANCH",14,"2017_Neah Bay_1_10_1"
2017,"Neah Bay","1",10,1,"COVER","BROWNUN",1,"2017_Neah Bay_1_10_1"
2017,"Neah Bay","1",10,1,"COVER","BRYO",2,"2017_Neah Bay_1_10_1"
2017,"Neah Bay","1",10,1,"COVER","CRUCOR",2,"2017_Neah Bay_1_10_1"
2017,"Neah Bay","1",10,1,"COVER","LEAFYRED",6,"2017_Neah Bay_1_10_1"
2017,"Neah Bay","1",10,1,"COVER","PTERO",1,"2017_Neah Bay_1_10_1"
2017,"Neah Bay","1",10,1,"COVER","SHELL",1,"2017_Neah Bay_1_10_1"
2017,"Neah Bay","1",10,1,"RELIEF","0-10cm",3,"2017_Neah Bay_1_10_1"
2017,"Neah Bay","1",10,1,"RELIEF","10cm-1m",25,"2017_Neah Bay_1_10_1"
2017,"Neah Bay","1",10,1,"RELIEF","1m-2m",2,"2017_Neah Bay_1_10_1"
2017,"Neah Bay","1",10,1,"SUBSTRATE","BEDRK",5,"2017_Neah Bay_1_10_1"
2017,"Neah Bay","1",10,1,"SUBSTRATE","BOULD",14,"2017_Neah Bay_1_10_1"
2017,"Neah Bay","1",10,1,"SUBSTRATE","COB",7,"2017_Neah Bay_1_10_1"
2017,"Neah Bay","1",10,1,"SUBSTRATE","SAND",4,"2017_Neah Bay_1_10_1"
2017,"Neah Bay","1",10,2,"COVER","BRANCH",11,"2017_Neah Bay_1_10_2"
2017,"Neah Bay","1",10,2,"COVER","BRYO",3,"2017_Neah Bay_1_10_2"
2017,"Neah Bay","1",10,2,"COVER","COLTUN",1,"2017_Neah Bay_1_10_2"
2017,"Neah Bay","1",10,2,"COVER","CRUCOR",6,"2017_Neah Bay_1_10_2"
2017,"Neah Bay","1",10,2,"COVER","CUPCOR",1,"2017_Neah Bay_1_10_2"
2017,"Neah Bay","1",10,2,"COVER","HYDROID",1,"2017_Neah Bay_1_10_2"
2017,"Neah Bay","1",10,2,"COVER","LEAFYRED",2,"2017_Neah Bay_1_10_2"
2017,"Neah Bay","1",10,2,"COVER","MACPYR_HF",1,"2017_Neah Bay_1_10_2"
2017,"Neah Bay","1",10,2,"COVER","PTERO",3,"2017_Neah Bay_1_10_2"
2017,"Neah Bay","1",10,2,"COVER","SPONGE",1,"2017_Neah Bay_1_10_2"
2017,"Neah Bay","1",10,2,"RELIEF","10cm-1m",14,"2017_Neah Bay_1_10_2"
2017,"Neah Bay","1",10,2,"RELIEF","1m-2m",16,"2017_Neah Bay_1_10_2"
2017,"Neah Bay","1",10,2,"SUBSTRATE","BEDRK",7,"2017_Neah Bay_1_10_2"
2017,"Neah Bay","1",10,2,"SUBSTRATE","BOULD",22,"2017_Neah Bay_1_10_2"
2017,"Neah Bay","1",10,2,"SUBSTRATE","COB",1,"2017_Neah Bay_1_10_2"
2017,"Neah Bay","1",10,3,"COVER","BARSAN",2,"2017_Neah Bay_1_10_3"
2017,"Neah Bay","1",10,3,"COVER","BRANCH",8,"2017_Neah Bay_1_10_3"
2017,"Neah Bay","1",10,3,"COVER","BROWNUN",5,"2017_Neah Bay_1_10_3"
2017,"Neah Bay","1",10,3,"COVER","BRYO",1,"2017_Neah Bay_1_10_3"
2017,"Neah Bay","1",10,3,"COVER","CRUCOR",2,"2017_Neah Bay_1_10_3"
2017,"Neah Bay","1",10,3,"COVER","LEAFYRED",8,"2017_Neah Bay_1_10_3"
2017,"Neah Bay","1",10,3,"COVER","MACPYR_HF",1,"2017_Neah Bay_1_10_3"
2017,"Neah Bay","1",10,3,"COVER","PTERO",1,"2017_Neah Bay_1_10_3"
2017,"Neah Bay","1",10,3,"COVER","SHELL",2,"2017_Neah Bay_1_10_3"
2017,"Neah Bay","1",10,3,"RELIEF","0-10cm",8,"2017_Neah Bay_1_10_3"
2017,"Neah Bay","1",10,3,"RELIEF","10cm-1m",11,"2017_Neah Bay_1_10_3"
2017,"Neah Bay","1",10,3,"RELIEF","1m-2m",11,"2017_Neah Bay_1_10_3"
2017,"Neah Bay","1",10,3,"SUBSTRATE","BEDRK",11,"2017_Neah Bay_1_10_3"
2017,"Neah Bay","1",10,3,"SUBSTRATE","BOULD",7,"2017_Neah Bay_1_10_3"
2017,"Neah Bay","1",10,3,"SUBSTRATE","COB",7,"2017_Neah Bay_1_10_3"
2017,"Neah Bay","1",10,3,"SUBSTRATE","SAND",5,"2017_Neah Bay_1_10_3"
2017,"Neah Bay","1",10,4,"COVER","ARTCOR",1,"2017_Neah Bay_1_10_4"
2017,"Neah Bay","1",10,4,"COVER","BRANCH",14,"2017_Neah Bay_1_10_4"
2017,"Neah Bay","1",10,4,"COVER","BROWNUN",3,"2017_Neah Bay_1_10_4"
2017,"Neah Bay","1",10,4,"COVER","BRYO",1,"2017_Neah Bay_1_10_4"
2017,"Neah Bay","1",10,4,"COVER","COLTUN",1,"2017_Neah Bay_1_10_4"
2017,"Neah Bay","1",10,4,"COVER","CRUCOR",2,"2017_Neah Bay_1_10_4"
2017,"Neah Bay","1",10,4,"COVER","LEAFYRED",6,"2017_Neah Bay_1_10_4"
2017,"Neah Bay","1",10,4,"COVER","MACPYR_HF",1,"2017_Neah Bay_1_10_4"
2017,"Neah Bay","1",10,4,"COVER","PTERO",1,"2017_Neah Bay_1_10_4"
2017,"Neah Bay","1",10,4,"RELIEF","0-10cm",8,"2017_Neah Bay_1_10_4"
2017,"Neah Bay","1",10,4,"RELIEF","10cm-1m",9,"2017_Neah Bay_1_10_4"
2017,"Neah Bay","1",10,4,"RELIEF","1m-2m",13,"2017_Neah Bay_1_10_4"
2017,"Neah Bay","1",10,4,"SUBSTRATE","BEDRK",23,"2017_Neah Bay_1_10_4"
2017,"Neah Bay","1",10,4,"SUBSTRATE","BOULD",5,"2017_Neah Bay_1_10_4"
2017,"Neah Bay","1",10,4,"SUBSTRATE","COB",2,"2017_Neah Bay_1_10_4"
2017,"Neah Bay","2",5,1,"COVER","ARTCOR",4,"2017_Neah Bay_2_5_1"
2017,"Neah Bay","2",5,1,"COVER","BARSAN",4,"2017_Neah Bay_2_5_1"
2017,"Neah Bay","2",5,1,"COVER","BRANCH",9,"2017_Neah Bay_2_5_1"
2017,"Neah Bay","2",5,1,"COVER","BROWNUN",2,"2017_Neah Bay_2_5_1"
2017,"Neah Bay","2",5,1,"COVER","BRYO",1,"2017_Neah Bay_2_5_1"
2017,"Neah Bay","2",5,1,"COVER","CRUCOR",1,"2017_Neah Bay_2_5_1"
2017,"Neah Bay","2",5,1,"COVER","MACPYR_HF",1,"2017_Neah Bay_2_5_1"
2017,"Neah Bay","2",5,1,"COVER","PHYSPP",5,"2017_Neah Bay_2_5_1"
2017,"Neah Bay","2",5,1,"COVER","PTERO",2,"2017_Neah Bay_2_5_1"
2017,"Neah Bay","2",5,1,"COVER","SPONGE",1,"2017_Neah Bay_2_5_1"
2017,"Neah Bay","2",5,1,"RELIEF","0-10cm",4,"2017_Neah Bay_2_5_1"
2017,"Neah Bay","2",5,1,"RELIEF","10cm-1m",26,"2017_Neah Bay_2_5_1"
2017,"Neah Bay","2",5,1,"SUBSTRATE","BEDRK",21,"2017_Neah Bay_2_5_1"
2017,"Neah Bay","2",5,1,"SUBSTRATE","BOULD",4,"2017_Neah Bay_2_5_1"
2017,"Neah Bay","2",5,1,"SUBSTRATE","SAND",5,"2017_Neah Bay_2_5_1"
2017,"Neah Bay","2",5,2,"COVER","BRANCH",8,"2017_Neah Bay_2_5_2"
2017,"Neah Bay","2",5,2,"COVER","COLTUN",1,"2017_Neah Bay_2_5_2"
2017,"Neah Bay","2",5,2,"COVER","CRUCOR",10,"2017_Neah Bay_2_5_2"
2017,"Neah Bay","2",5,2,"COVER","ENCRED",1,"2017_Neah Bay_2_5_2"
2017,"Neah Bay","2",5,2,"COVER","PHYSPP",2,"2017_Neah Bay_2_5_2"
2017,"Neah Bay","2",5,2,"COVER","PTERO",3,"2017_Neah Bay_2_5_2"
2017,"Neah Bay","2",5,2,"COVER","SCUM",3,"2017_Neah Bay_2_5_2"
2017,"Neah Bay","2",5,2,"COVER","SPONGE",2,"2017_Neah Bay_2_5_2"
2017,"Neah Bay","2",5,2,"RELIEF","0-10cm",2,"2017_Neah Bay_2_5_2"
2017,"Neah Bay","2",5,2,"RELIEF","10cm-1m",28,"2017_Neah Bay_2_5_2"
2017,"Neah Bay","2",5,2,"SUBSTRATE","BEDRK",27,"2017_Neah Bay_2_5_2"
2017,"Neah Bay","2",5,2,"SUBSTRATE","COB",3,"2017_Neah Bay_2_5_2"
2017,"Neah Bay","2",5,3,"COVER","BARROC",3,"2017_Neah Bay_2_5_3"
2017,"Neah Bay","2",5,3,"COVER","BARSAN",4,"2017_Neah Bay_2_5_3"
2017,"Neah Bay","2",5,3,"COVER","BRANCH",10,"2017_Neah Bay_2_5_3"
2017,"Neah Bay","2",5,3,"COVER","BROWNUN",3,"2017_Neah Bay_2_5_3"
2017,"Neah Bay","2",5,3,"COVER","BRYO",1,"2017_Neah Bay_2_5_3"
2017,"Neah Bay","2",5,3,"COVER","CRUCOR",2,"2017_Neah Bay_2_5_3"
2017,"Neah Bay","2",5,3,"COVER","LEAFYRED",1,"2017_Neah Bay_2_5_3"
2017,"Neah Bay","2",5,3,"COVER","MACPYR_HF",1,"2017_Neah Bay_2_5_3"
2017,"Neah Bay","2",5,3,"COVER","PTERO",2,"2017_Neah Bay_2_5_3"
2017,"Neah Bay","2",5,3,"COVER","SCUM",3,"2017_Neah Bay_2_5_3"
2017,"Neah Bay","2",5,3,"RELIEF","10cm-1m",30,"2017_Neah Bay_2_5_3"
2017,"Neah Bay","2",5,3,"SUBSTRATE","BEDRK",19,"2017_Neah Bay_2_5_3"
2017,"Neah Bay","2",5,3,"SUBSTRATE","BOULD",4,"2017_Neah Bay_2_5_3"
2017,"Neah Bay","2",5,3,"SUBSTRATE","COB",3,"2017_Neah Bay_2_5_3"
2017,"Neah Bay","2",5,3,"SUBSTRATE","SAND",4,"2017_Neah Bay_2_5_3"
2017,"Neah Bay","2",5,4,"COVER","ARTCOR",4,"2017_Neah Bay_2_5_4"
2017,"Neah Bay","2",5,4,"COVER","BARROC",1,"2017_Neah Bay_2_5_4"
2017,"Neah Bay","2",5,4,"COVER","BARSAN",15,"2017_Neah Bay_2_5_4"
2017,"Neah Bay","2",5,4,"COVER","BRANCH",3,"2017_Neah Bay_2_5_4"
2017,"Neah Bay","2",5,4,"COVER","BROWNUN",2,"2017_Neah Bay_2_5_4"
2017,"Neah Bay","2",5,4,"COVER","PTERO",2,"2017_Neah Bay_2_5_4"
2017,"Neah Bay","2",5,4,"COVER","SCUM",3,"2017_Neah Bay_2_5_4"
2017,"Neah Bay","2",5,4,"RELIEF","0-10cm",10,"2017_Neah Bay_2_5_4"
2017,"Neah Bay","2",5,4,"RELIEF","10cm-1m",19,"2017_Neah Bay_2_5_4"
2017,"Neah Bay","2",5,4,"RELIEF","1m-2m",1,"2017_Neah Bay_2_5_4"
2017,"Neah Bay","2",5,4,"SUBSTRATE","BEDRK",10,"2017_Neah Bay_2_5_4"
2017,"Neah Bay","2",5,4,"SUBSTRATE","BOULD",5,"2017_Neah Bay_2_5_4"
2017,"Neah Bay","2",5,4,"SUBSTRATE","SAND",15,"2017_Neah Bay_2_5_4"
2017,"Neah Bay","2",10,1,"COVER","BARNAC",1,"2017_Neah Bay_2_10_1"
2017,"Neah Bay","2",10,1,"COVER","BRANCH",8,"2017_Neah Bay_2_10_1"
2017,"Neah Bay","2",10,1,"COVER","BROWNUN",3,"2017_Neah Bay_2_10_1"
2017,"Neah Bay","2",10,1,"COVER","BRYO",1,"2017_Neah Bay_2_10_1"
2017,"Neah Bay","2",10,1,"COVER","CRUCOR",6,"2017_Neah Bay_2_10_1"
2017,"Neah Bay","2",10,1,"COVER","LEAFYRED",7,"2017_Neah Bay_2_10_1"
2017,"Neah Bay","2",10,1,"COVER","PTERO",3,"2017_Neah Bay_2_10_1"
2017,"Neah Bay","2",10,1,"COVER","SHELL",1,"2017_Neah Bay_2_10_1"
2017,"Neah Bay","2",10,1,"RELIEF","0-10cm",6,"2017_Neah Bay_2_10_1"
2017,"Neah Bay","2",10,1,"RELIEF","10cm-1m",17,"2017_Neah Bay_2_10_1"
2017,"Neah Bay","2",10,1,"RELIEF","1m-2m",7,"2017_Neah Bay_2_10_1"
2017,"Neah Bay","2",10,1,"SUBSTRATE","BEDRK",10,"2017_Neah Bay_2_10_1"
2017,"Neah Bay","2",10,1,"SUBSTRATE","BOULD",11,"2017_Neah Bay_2_10_1"
2017,"Neah Bay","2",10,1,"SUBSTRATE","COB",8,"2017_Neah Bay_2_10_1"
2017,"Neah Bay","2",10,1,"SUBSTRATE","SAND",1,"2017_Neah Bay_2_10_1"
2017,"Neah Bay","2",10,2,"COVER","BRANCH",4,"2017_Neah Bay_2_10_2"
2017,"Neah Bay","2",10,2,"COVER","BROWNUN",2,"2017_Neah Bay_2_10_2"
2017,"Neah Bay","2",10,2,"COVER","BRYO",2,"2017_Neah Bay_2_10_2"
2017,"Neah Bay","2",10,2,"COVER","BUSHY",1,"2017_Neah Bay_2_10_2"
2017,"Neah Bay","2",10,2,"COVER","CRUCOR",3,"2017_Neah Bay_2_10_2"
2017,"Neah Bay","2",10,2,"COVER","LEAFYRED",5,"2017_Neah Bay_2_10_2"
2017,"Neah Bay","2",10,2,"COVER","MACPYR_HF",3,"2017_Neah Bay_2_10_2"
2017,"Neah Bay","2",10,2,"COVER","PTERO",2,"2017_Neah Bay_2_10_2"
2017,"Neah Bay","2",10,2,"COVER","SCUM",2,"2017_Neah Bay_2_10_2"
2017,"Neah Bay","2",10,2,"COVER","SHELL",3,"2017_Neah Bay_2_10_2"
2017,"Neah Bay","2",10,2,"COVER","SPONGE",3,"2017_Neah Bay_2_10_2"
