"entry.order","YEAR","MONTH","DAY","SITE","OBSERVER","BUDDY","SIDE","ZONE","TRANSECT","HEADING","DEPTH..M.","DEPTH..FT.","SEGMENT","CATEGORY","CLASSCODE","COUNT","Cntrl.a","notes","problems"
4423,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,2,NA,NA,NA,"0-10m","COVER","COLTUN",1,NA,NA,NA
4424,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,2,NA,NA,NA,"10-20m","COVER","LEAFYRED",4,NA,NA,NA
4425,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,2,NA,NA,NA,"10-20m","COVER","CRUCOR",3,NA,NA,NA
4426,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,2,NA,NA,NA,"10-20m","COVER","BROWNUN",2,NA,NA,NA
4427,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,2,NA,NA,NA,"10-20m","COVER","COLTUN",1,NA,NA,NA
4428,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,2,NA,NA,NA,"20-30m","COVER","LEAFYRED",5,NA,NA,NA
4429,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,2,NA,NA,NA,"20-30m","COVER","MACPYR_HF",3,NA,NA,NA
4430,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,2,NA,NA,NA,"20-30m","COVER","BARNAC",2,NA,NA,NA
4431,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"0-10m","SUBSTRATE","BEDRK",10,NA,NA,NA
4432,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"10-20m","SUBSTRATE","BEDRK",6,NA,NA,NA
4433,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"10-20m","SUBSTRATE","BOULD",4,NA,NA,NA
4434,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"20-30m","SUBSTRATE","BEDRK",3,NA,NA,NA
4435,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"20-30m","SUBSTRATE","BOULD",6,NA,NA,NA
4436,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"20-30m","SUBSTRATE","COB",1,NA,NA,NA
4437,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"0-10m","RELIEF","10cm-1m",10,NA,NA,NA
4438,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"10-20m","RELIEF","10cm-1m",6,NA,NA,NA
4439,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"10-20m","RELIEF","1m-2m",4,NA,NA,NA
4440,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"20-30m","RELIEF","10cm-1m",3,NA,NA,NA
4441,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"20-30m","RELIEF","1m-2m",7,NA,NA,NA
4442,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"0-10m","COVER","LEAFYRED",4,NA,NA,NA
4443,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"0-10m","COVER","BUSHY",1,NA,NA,NA
4444,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"0-10m","COVER","CRUCOR",1,NA,NA,NA
4445,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"0-10m","COVER","MACPYR_HF",1,NA,NA,NA
4446,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"0-10m","COVER","BROWNUN",3,NA,NA,NA
4447,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"10-20m","COVER","LEAFYRED",6,NA,NA,NA
4448,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"10-20m","COVER","BROWNUN",2,NA,NA,NA
4449,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"10-20m","COVER","BARNAC",1,NA,NA,NA
4450,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"10-20m","COVER","COLTUN",1,NA,NA,NA
4451,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"20-30m","COVER","LEAFYRED",6,NA,NA,NA
4452,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"20-30m","COVER","CRUCOR",1,NA,NA,NA
4453,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,3,NA,NA,NA,"20-30m","COVER","BROWNUN",3,NA,NA,NA
4454,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"0-10m","SUBSTRATE","BOULD",10,NA,NA,NA
4455,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"10-20m","SUBSTRATE","BOULD",9,NA,NA,NA
4456,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"10-20m","SUBSTRATE","COB",1,NA,NA,NA
4457,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"20-30m","SUBSTRATE","BEDRK",4,NA,NA,NA
4458,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"20-30m","SUBSTRATE","BOULD",3,NA,NA,NA
4459,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"20-30m","SUBSTRATE","COB",2,NA,NA,NA
4460,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"20-30m","SUBSTRATE","SAND",1,NA,NA,NA
4461,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"0-10m","RELIEF","10cm-1m",10,NA,NA,NA
4462,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"10-20m","RELIEF","10cm-1m",3,NA,NA,NA
4463,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"10-20m","RELIEF","1m-2m",7,NA,NA,NA
4464,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"20-30m","RELIEF","10cm-1m",9,NA,NA,NA
4465,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"20-30m","RELIEF","1m-2m",1,NA,NA,NA
4466,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"0-10m","COVER","LEAFYRED",4,NA,NA,NA
4467,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"0-10m","COVER","BROWNUN",5,NA,NA,NA
4468,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"0-10m","COVER","COLTUN",1,NA,NA,NA
4469,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"10-20m","COVER","LEAFYRED",6,NA,NA,NA
4470,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"10-20m","COVER","BUSHY",1,NA,NA,NA
4471,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"10-20m","COVER","CRUCOR",1,NA,NA,NA
4472,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"10-20m","COVER","PTERO",1,NA,NA,NA
4473,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"10-20m","COVER","COLTUN",1,NA,NA,NA
4474,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"20-30m","COVER","LEAFYRED",4,NA,NA,NA
4475,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"20-30m","COVER","CRUCOR",1,NA,NA,NA
4476,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"20-30m","COVER","PTERO",1,NA,NA,NA
4477,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"20-30m","COVER","BROWNUN",3,NA,NA,NA
4478,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,4,NA,NA,NA,"20-30m","COVER","COLTUN",1,NA,NA,NA
4479,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"0-10m","SUBSTRATE","BEDRK",2,NA,NA,NA
4480,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"0-10m","SUBSTRATE","BOULD",8,NA,NA,NA
4481,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"10-20m","SUBSTRATE","BEDRK",3,NA,NA,NA
4482,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"10-20m","SUBSTRATE","BOULD",5,NA,NA,NA
4483,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"10-20m","SUBSTRATE","COB",2,NA,NA,NA
4484,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"20-30m","SUBSTRATE","BOULD",10,NA,NA,NA
4485,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"0-10m","RELIEF","10cm-1m",10,NA,NA,NA
4486,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"10-20m","RELIEF","10cm-1m",10,NA,NA,NA
4487,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"20-30m","RELIEF","10cm-1m",10,NA,NA,NA
4488,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"0-10m","COVER","BRANCH",2,NA,NA,NA
4489,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"0-10m","COVER","LEAFYRED",3,NA,NA,NA
4490,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"0-10m","COVER","BUSHY",2,NA,NA,NA
4491,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"0-10m","COVER","BROWNUN",1,NA,NA,NA
4492,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"0-10m","COVER","COLTUN",2,NA,NA,NA
4493,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"10-20m","COVER","LEAFYRED",5,NA,NA,NA
4494,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"10-20m","COVER","BUSHY",1,NA,NA,NA
4495,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"10-20m","COVER","ENCRED",1,NA,NA,NA
4496,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"10-20m","COVER","CRUCOR",1,NA,NA,NA
4497,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"10-20m","COVER","COLTUN",1,NA,NA,NA
4498,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"10-20m","COVER","HYDROID",1,NA,NA,NA
4499,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"20-30m","COVER","LEAFYRED",5,NA,NA,NA
4500,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"20-30m","COVER","CRUCOR",1,NA,NA,NA
4501,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"20-30m","COVER","BARNAC",2,NA,NA,NA
4502,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,1,NA,NA,30,"20-30m","COVER","COLTUN",2,NA,NA,NA
4503,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"0-10m","SUBSTRATE","BEDRK",2,NA,NA,NA
4504,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"0-10m","SUBSTRATE","BOULD",7,NA,NA,NA
4505,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"0-10m","SUBSTRATE","COB",1,NA,NA,NA
4506,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"10-20m","SUBSTRATE","BEDRK",3,NA,NA,NA
4507,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"10-20m","SUBSTRATE","BOULD",7,NA,NA,NA
4508,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"20-30m","SUBSTRATE","BEDRK",1,NA,NA,NA
4509,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"20-30m","SUBSTRATE","BOULD",9,NA,NA,NA
4510,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"0-10m","RELIEF","10cm-1m",10,NA,NA,NA
4511,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"10-20m","RELIEF","10cm-1m",7,NA,NA,NA
4512,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"10-20m","RELIEF","1m-2m",3,NA,NA,NA
4513,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"20-30m","RELIEF","10cm-1m",8,NA,NA,NA
4514,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"20-30m","RELIEF","1m-2m",2,NA,NA,NA
4515,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"0-10m","COVER","LEAFYRED",7,NA,NA,NA
4516,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"0-10m","COVER","BUSHY",1,NA,NA,NA
4517,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"0-10m","COVER","CRUCOR",1,NA,NA,NA
4518,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"0-10m","COVER","COLTUN",1,NA,NA,NA
4519,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"10-20m","COVER","LEAFYRED",8,NA,NA,NA
4520,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"10-20m","COVER","BROWNUN",1,NA,NA,NA
4521,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"10-20m","COVER","BARNAC",1,NA,NA,NA
4522,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"20-30m","COVER","BRANCH",2,NA,NA,NA
4523,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"20-30m","COVER","LEAFYRED",6,NA,NA,NA
4524,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"20-30m","COVER","BARNAC",1,NA,NA,NA
4525,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,2,NA,NA,29,"20-30m","COVER","COLTUN",1,NA,NA,NA
4526,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"0-10m","SUBSTRATE","BEDRK",6,NA,NA,NA
4527,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"0-10m","SUBSTRATE","BOULD",4,NA,NA,NA
4528,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"10-20m","SUBSTRATE","BEDRK",6,NA,NA,NA
4529,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"10-20m","SUBSTRATE","BOULD",3,NA,NA,NA
4530,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"10-20m","SUBSTRATE","COB",1,NA,NA,NA
4531,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"20-30m","SUBSTRATE","BEDRK",8,NA,NA,NA
4532,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"20-30m","SUBSTRATE","BOULD",2,NA,NA,NA
4533,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"0-10m","RELIEF","10cm-1m",4,NA,NA,NA
4534,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"0-10m","RELIEF","1m-2m",6,NA,NA,NA
4535,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"10-20m","RELIEF","10cm-1m",8,NA,NA,NA
4536,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"10-20m","RELIEF","1m-2m",2,NA,NA,NA
4537,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"20-30m","RELIEF","10cm-1m",9,NA,NA,NA
4538,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"20-30m","RELIEF","1m-2m",1,NA,NA,NA
4539,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"0-10m","COVER","BRANCH",1,NA,NA,NA
4540,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"0-10m","COVER","LEAFYRED",7,NA,NA,NA
4541,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"0-10m","COVER","BARNAC",1,NA,NA,NA
4542,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"0-10m","COVER","COLTUN",1,NA,NA,NA
4543,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"10-20m","COVER","LEAFYRED",5,NA,NA,NA
4544,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"10-20m","COVER","CRUCOR",1,NA,NA,NA
4545,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"10-20m","COVER","BARNAC",1,NA,NA,NA
4546,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"10-20m","COVER","COLTUN",2,NA,NA,NA
4547,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"10-20m","COVER","HYDROID",1,NA,NA,NA
4548,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"20-30m","COVER","BRANCH",1,NA,NA,NA
4549,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"20-30m","COVER","LEAFYRED",8,NA,NA,NA
4550,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,3,NA,NA,25,"20-30m","COVER","BRYO",1,NA,NA,NA
4551,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"0-10m","SUBSTRATE","BEDRK",3,NA,NA,NA
4552,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"0-10m","SUBSTRATE","BOULD",7,NA,NA,NA
4553,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"10-20m","SUBSTRATE","BEDRK",4,NA,NA,NA
4554,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"10-20m","SUBSTRATE","BOULD",6,NA,NA,NA
4555,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"20-30m","SUBSTRATE","BEDRK",9,NA,NA,NA
4556,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"20-30m","SUBSTRATE","BOULD",1,NA,NA,NA
4557,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"0-10m","RELIEF","10cm-1m",7,NA,NA,NA
4558,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"0-10m","RELIEF","1m-2m",3,NA,NA,NA
4559,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"10-20m","RELIEF","10cm-1m",6,NA,NA,NA
4560,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"10-20m","RELIEF","1m-2m",4,NA,NA,NA
4561,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"20-30m","RELIEF","10cm-1m",4,NA,NA,NA
4562,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"20-30m","RELIEF","1m-2m",6,NA,NA,NA
4563,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"0-10m","COVER","BRANCH",1,NA,NA,NA
4564,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"0-10m","COVER","LEAFYRED",8,NA,NA,NA
4565,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"0-10m","COVER","COLTUN",1,NA,NA,NA
4566,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"10-20m","COVER","BRANCH",1,NA,NA,NA
4567,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"10-20m","COVER","LEAFYRED",6,NA,NA,NA
4568,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"10-20m","COVER","CRUCOR",1,NA,NA,NA
4569,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"10-20m","COVER","BARNAC",1,NA,NA,NA
4570,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"10-20m","COVER","HYDROID",1,NA,NA,NA
4571,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"20-30m","COVER","LEAFYRED",6,NA,NA,NA
4572,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"20-30m","COVER","NEREO_HF",1,NA,NA,NA
4573,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"20-30m","COVER","BROWNUN",1,NA,NA,NA
4574,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"20-30m","COVER","BARNAC",1,NA,NA,NA
4575,2018,7,25,"Cape Alava","Kinsey Frick","Jameal Samhouri",NA,10,4,NA,NA,24,"20-30m","COVER","SPONGE",1,NA,NA,NA
4576,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,1,TRUE,NA,NA,"0-10m","SUBSTRATE","BOULD",7,NA,NA,NA
4577,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,1,TRUE,NA,NA,"0-10m","SUBSTRATE","COB",3,NA,NA,NA
4578,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,1,TRUE,NA,NA,"10-20m","SUBSTRATE","COB",1,NA,NA,NA
4579,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,1,TRUE,NA,NA,"10-20m","SUBSTRATE","BOULD",9,NA,NA,NA
4580,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,1,TRUE,NA,NA,"20-30m","SUBSTRATE","BOULD",8,NA,NA,NA
4581,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,1,TRUE,NA,NA,"20-30m","SUBSTRATE","COB",2,NA,NA,NA
4582,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,1,TRUE,NA,NA,"0-10m","RELIEF","10cm-1m",5,NA,NA,NA
4583,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,1,TRUE,NA,NA,"0-10m","RELIEF","1m-2m",5,NA,NA,NA
4584,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,1,TRUE,NA,NA,"10-20m","RELIEF","1m-2m",2,NA,NA,NA
4585,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,1,TRUE,NA,NA,"10-20m","RELIEF","10cm-1m",8,NA,NA,NA
4586,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,1,TRUE,NA,NA,"20-30m","RELIEF","10cm-1m",5,NA,NA,NA
4587,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,1,TRUE,NA,NA,"20-30m","RELIEF","1m-2m",5,NA,NA,NA
4588,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,1,TRUE,NA,NA,"0-10m","COVER","LEAFYRED",7,NA,NA,NA
4589,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,1,TRUE,NA,NA,"0-10m","COVER","PTERO",1,NA,NA,NA
4590,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,1,TRUE,NA,NA,"0-10m","COVER","BROWNUN",1,NA,NA,NA
4591,2018,7,25,"Cape Alava","Nick Tolimieri","Joe Mangiafico",NA,5,1,TRUE,NA,NA,"0-10m","COVER","BARROC",1,NA,NA,NA
