year,site,zone,classcode,spp,short,n_obs,dens_weighted,sd_w,dens_averaged,sd_ave,se_w,se_ave
2019,Cape Alava,5,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,12,0.6913839371441854,2.667213936821915,0.6851671521909686,3.298637908824948,0.7699583422052271,0.952234742309594
2019,Cape Alava,5,OTHER,Other Brown Algae,Other,120,0.019841656751277983,1.1074624804806232,0.017291666666666667,1.0829796062651442,0.10109703035831034,0.09886205994491377
2019,Cape Alava,5,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,12,1.4131633933654193,3.6706584661724655,1.5310971456018625,4.712131702892717,1.0596278267739259,1.3602752535610398
2019,Cape Alava,10,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,12,0,0,0,0,0,0
2019,Cape Alava,10,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,12,0.15729166666666666,0.8260094833999586,0.15833333333333333,1.019803902718557,0.2384483987970749,0.2943920288775949
2019,Cape Alava,10,OTHER,Other Brown Algae,Other,120,0.03229838709677419,1.4348459377477105,0.03104166666666667,1.4440424580633546,0.1309829144415124,0.13182243804608454
2019,Cape Alava,10,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,12,0.22479166666666667,0.4024818836502665,0.22708333333333333,0.5634713834792322,0.1161865119347145,0.1626601774661928
2019,Cape Johnson,5,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,12,2.3948788998357964,15.283128269173245,4.164364628427128,34.25204836288338,4.411859110133377,9.8877146713034
2019,Cape Johnson,5,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,12,0.12083333333333332,0.5176066717756511,0.11875,0.6461423991660042,0.14942017564200924,0.1865252440466616
2019,Cape Johnson,5,OTHER,Other Brown Algae,Other,120,0.056498239962299045,8.336394010381458,0.11943218954248368,18.07140195761316,0.7610051746228134,1.649685749654624
2019,Cape Johnson,5,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,12,0.5710051107325383,2.9447772877829004,0.5720254010695187,3.6039884779482243,0.8500839799024769,1.0403818589498586
2019,Cape Johnson,10,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,12,0,0,0,0,0,0
2019,Cape Johnson,10,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,12,0.1625,1.055146119422961,0.1625,1.2922847983320087,0.3045944480416178,0.37305048809332325
2019,Cape Johnson,10,OTHER,Other Brown Algae,Other,120,0.043333333333333335,3.155841145136005,0.043333333333333335,3.209791055612445,0.2880875638489875,0.2930124943395425
2019,Cape Johnson,10,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,12,1.0833333333333333,2.909968499256765,1.06875,3.561951712193752,0.8400355481896123,1.0282468899377557
2019,Destruction Island,5,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,9,0,0,0,0,0,0
2019,Destruction Island,5,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,9,1.0422268907563024,6.601372570274287,1.768943533697632,14.549772881029648,2.2004575234247623,4.849924293676549
2019,Destruction Island,5,OTHER,Other Brown Algae,Other,90,0.06767361111111111,2.4486521723057155,0.05666666666666667,2.302631553020482,0.2581106020668379,0.24271867732384972
2019,Destruction Island,5,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,9,0.729906204906205,1.1277585336480205,0.7096846846846847,1.3746392049387233,0.3759195112160068,0.45821306831290776
2019,Destruction Island,10,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,9,0,0,0,0,0,0
2019,Destruction Island,10,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,9,0.07638888888888888,0.3448278556033431,0.08055555555555556,0.4763139720814413,0.1149426185344477,0.15877132402714708
2019,Destruction Island,10,OTHER,Other Brown Algae,Other,90,0,0,0,0,0,0
2019,Destruction Island,10,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,9,0.027777777777777776,0.35355339059327373,0.027777777777777776,0.4330127018922193,0.1178511301977579,0.14433756729740643
2019,Neah Bay,5,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,12,1.8700758908579105,7.146201758759696,2.196428571428571,10.75919845871071,2.062930754551644,3.1059130632006178
2019,Neah Bay,5,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,12,0.2520833333333333,1.0833974340010226,0.25625000000000003,1.3592277219068187,0.31274990007992015,0.3923752455664518
2019,Neah Bay,5,OTHER,Other Brown Algae,Other,120,0.05826760912698413,2.018214095382978,0.048541666666666664,1.964183606840081,0.18423689765269,0.17930461142469514
2019,Neah Bay,5,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,12,2.8844247155932234,2.485665752754297,2.9315217503064583,3.1299896812156613,0.7175498957340637,0.9035501925053065
2019,Neah Bay,10,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,12,0.579375,6.474474882181567,0.74375,9.324832438172816,1.8690199080444991,2.691847259163615
2019,Neah Bay,10,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,12,0.5108050847457627,1.2673975251246816,0.5119517543859649,1.555944280454193,0.36586615115050025,0.44916242458214345
2019,Neah Bay,10,OTHER,Other Brown Algae,Other,120,0.14270490951850776,8.902734568860613,0.16731894841269843,11.398901735233485,0.8127047578076645,1.0405726018620267
2019,Neah Bay,10,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,12,1.363113736677091,4.8773250981841505,1.598744343688029,5.909520341870318,1.4079624791809686,1.7059315800801989
2019,Tatoosh Island,5,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,6,0,0,0,0,0,0
2019,Tatoosh Island,5,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,6,2.93207540962032,11.384713367595984,6.543206545776205,33.71673237090965,4.6477897697421495,13.764798350451455
2019,Tatoosh Island,5,OTHER,Other Brown Algae,Other,60,0.20182247857085636,3.451142838403172,0.17387254901960786,3.565319787944893,0.44554062461728267,0.46028080542047767
2019,Tatoosh Island,5,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,6,1.7869331267534858,6.813621295974361,3.1547942928144885,14.690846685548522,2.781649245949704,5.9975130448418925
2019,Tatoosh Island,10,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,9,0,0,0,0,0,0
2019,Tatoosh Island,10,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,9,0.5633333333333334,1.8826444167712606,0.6027777777777777,2.435287457365147,0.6275481389237535,0.8117624857883823
2019,Tatoosh Island,10,OTHER,Other Brown Algae,Other,90,0.1340846936195618,6.244225053691407,0.15072849304330785,8.555364959730477,0.6581991130784012,0.9018146495581011
2019,Tatoosh Island,10,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,9,0.8622435897435897,3.5141614661485376,0.8711485119250619,4.6281692046040295,1.1713871553828459,1.542723068201343
