year,site,zone,transect,lump,n_obs,dens_weighted,sd_w,se_w,dens_averaged,sd_ave,se_ave
2016,Cape Alava,10,5,chiton,6,0,0,0,0,0,0
2016,Cape Alava,10,5,crabs,18,0,0,0,0,0,0
2016,Cape Alava,10,5,green_urchin,3,0,0,0,0,0,0
2016,Cape Alava,10,5,hermit_crabs,3,0,0,0,0,0,0
2016,Cape Alava,10,5,kelp_crab,6,0,0,0,0,0,0
2016,Cape Alava,10,5,large_anemone,21,0.002380952380952381,0.010647942749999,0.0023235716022584124,0.002380952380952381,0.01091089451179962,0.002380952380952381
2016,Cape Alava,10,5,large_barnacle,3,0,0,0,0,0,0
2016,Cape Alava,10,5,large_nudibranch,12,0.004166666666666667,0.013819269959814168,0.003989279615651409,0.004166666666666667,0.014433756729740645,0.0041666666666666675
2016,Cape Alava,10,5,large_sea_star,12,0,0,0,0,0,0
2016,Cape Alava,10,5,large_seastar,6,0,0,0,0,0,0
2016,Cape Alava,10,5,leather_star,3,0.08333333333333333,0.023570226039551584,0.013608276348795434,0.08333333333333334,0.02886751345948129,0.01666666666666667
2016,Cape Alava,10,5,med_nudibranch,18,0,0,0,0,0,0
2016,Cape Alava,10,5,med_sea_star,6,0,0,0,0,0,0
2016,Cape Alava,10,5,med_seastar,3,0.016666666666666666,0.023570226039551587,0.013608276348795436,0.016666666666666666,0.02886751345948129,0.01666666666666667
2016,Cape Alava,10,5,mobile_invert,3,0,0,0,0,0,0
2016,Cape Alava,10,5,no_org,3,0,0,0,0,0,0
2016,Cape Alava,10,5,octopus,3,0,0,0,0,0,0
2016,Cape Alava,10,5,orange_cucumber,3,0.016666666666666666,0.023570226039551587,0.013608276348795436,0.016666666666666666,0.02886751345948129,0.01666666666666667
2016,Cape Alava,10,5,P_ochraceous,3,0,0,0,0,0,0
2016,Cape Alava,10,5,purple_urchin,3,0,0,0,0,0,0
2016,Cape Alava,10,5,red_urchin,3,0,0,0,0,0,0
2016,Cape Alava,10,5,sea_cucumber,3,0,0,0,0,0,0
2016,Cape Alava,10,5,sea_star_YOY,3,0,0,0,0,0,0
2016,Cape Alava,10,5,shelled_gastropod,21,0.004761904761904762,0.014677176197545183,0.003202822424450235,0.004761904761904762,0.01503963018795596,0.0032819163695452912
2016,Cape Alava,10,5,shelled_mollusk,3,0,0,0,0,0,0
2016,Cape Alava,10,5,small_anemone,6,0,0,0,0,0,0
2016,Cape Alava,10,5,sponge,3,0,0,0,0,0,0
2016,Cape Alava,10,5,tunicate,3,0.15,0.07071067811865477,0.04082482904638631,0.15000000000000002,0.08660254037844387,0.05
2016,Cape Johnson,5,1,bivalve,12,0,0,0,0,0,0
2016,Cape Johnson,5,1,blood_star,3,0.08,0.010000000000000004,0.00577350269189626,0.08333333333333333,0.014433756729740649,0.008333333333333337
2016,Cape Johnson,5,1,brood_sea_star,3,0,0,0,0,0,0
2016,Cape Johnson,5,1,Cal_cuc,3,0,0,0,0,0,0
2016,Cape Johnson,5,1,chiton,6,0.008333333333333333,0.018633899812498248,0.007607257743127308,0.008333333333333333,0.020412414523193152,0.008333333333333335
2016,Cape Johnson,5,1,crabs,18,0,0,0,0,0,0
2016,Cape Johnson,5,1,green_urchin,3,0,0,0,0,0,0
2016,Cape Johnson,5,1,hermit_crabs,3,0,0,0,0,0,0
2016,Cape Johnson,5,1,kelp_crab,6,0,0,0,0,0,0
2016,Cape Johnson,5,1,large_anemone,21,0,0,0,0,0,0
2016,Cape Johnson,5,1,large_barnacle,3,0.03333333333333333,0.023570226039551587,0.013608276348795436,0.03333333333333333,0.02886751345948129,0.01666666666666667
2016,Cape Johnson,5,1,large_nudibranch,12,0,0,0,0,0,0
2016,Cape Johnson,5,1,large_sea_star,12,0.004166666666666667,0.013819269959814168,0.003989279615651409,0.004166666666666667,0.014433756729740645,0.0041666666666666675
2016,Cape Johnson,5,1,large_seastar,6,0,0,0,0,0,0
2016,Cape Johnson,5,1,leather_star,3,0.06666666666666667,0.023570226039551587,0.013608276348795436,0.06666666666666667,0.02886751345948129,0.01666666666666667
2016,Cape Johnson,5,1,med_nudibranch,18,0,0,0,0,0,0
2016,Cape Johnson,5,1,med_sea_star,6,0,0,0,0,0,0
2016,Cape Johnson,5,1,med_seastar,3,0,0,0,0,0,0
2016,Cape Johnson,5,1,mobile_invert,3,0,0,0,0,0,0
2016,Cape Johnson,5,1,no_org,3,0,0,0,0,0,0
2016,Cape Johnson,5,1,octopus,3,0,0,0,0,0,0
2016,Cape Johnson,5,1,orange_cucumber,3,0.016666666666666666,0.023570226039551587,0.013608276348795436,0.016666666666666666,0.02886751345948129,0.01666666666666667
2016,Cape Johnson,5,1,P_ochraceous,3,0,0,0,0,0,0
2016,Cape Johnson,5,1,purple_urchin,3,0,0,0,0,0,0
2016,Cape Johnson,5,1,red_urchin,3,0,0,0,0,0,0
2016,Cape Johnson,5,1,sea_cucumber,3,0,0,0,0,0,0
2016,Cape Johnson,5,1,sea_star_YOY,3,0,0,0,0,0,0
2016,Cape Johnson,5,1,shelled_gastropod,21,0.011904761904761904,0.026298478612350622,0.005738798519203521,0.011904761904761906,0.026947921556039832,0.005880518588204034
2016,Cape Johnson,5,1,shelled_mollusk,3,0,0,0,0,0,0
2016,Cape Johnson,5,1,small_anemone,6,0.008333333333333333,0.018633899812498248,0.007607257743127308,0.008333333333333333,0.020412414523193152,0.008333333333333335
2016,Cape Johnson,5,1,sponge,3,0,0,0,0,0,0
2016,Cape Johnson,5,1,tunicate,3,0.05,0.03535533905932738,0.020412414523193156,0.05,0.05,0.02886751345948129
2016,Cape Johnson,5,2,bivalve,12,0,0,0,0,0,0
2016,Cape Johnson,5,2,blood_star,3,0.05,0.040824829046386304,0.023570226039551587,0.05,0.05,0.02886751345948129
2016,Cape Johnson,5,2,brood_sea_star,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,Cal_cuc,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,chiton,6,0,0,0,0,0,0
2016,Cape Johnson,5,2,crabs,18,0,0,0,0,0,0
2016,Cape Johnson,5,2,green_urchin,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,hermit_crabs,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,kelp_crab,6,0,0,0,0,0,0
2016,Cape Johnson,5,2,large_anemone,21,0.002380952380952381,0.010647942749999,0.0023235716022584124,0.002380952380952381,0.01091089451179962,0.002380952380952381
2016,Cape Johnson,5,2,large_barnacle,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,large_nudibranch,12,0.0125,0.02975595178559521,0.008589803386703461,0.0125,0.031079078025403054,0.008971757032065918
2016,Cape Johnson,5,2,large_sea_star,12,0.004166666666666667,0.013819269959814168,0.003989279615651409,0.004166666666666667,0.014433756729740645,0.0041666666666666675
2016,Cape Johnson,5,2,large_seastar,6,0,0,0,0,0,0
2016,Cape Johnson,5,2,leather_star,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,med_nudibranch,18,0,0,0,0,0,0
2016,Cape Johnson,5,2,med_sea_star,6,0,0,0,0,0,0
2016,Cape Johnson,5,2,med_seastar,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,mobile_invert,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,no_org,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,octopus,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,orange_cucumber,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,P_ochraceous,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,purple_urchin,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,red_urchin,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,sea_cucumber,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,sea_star_YOY,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,shelled_gastropod,21,0.04523809523809524,0.19142620230706459,0.041772622003335896,0.04523809523809524,0.19615348703551125,0.04280420010332235
2016,Cape Johnson,5,2,shelled_mollusk,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,small_anemone,6,0,0,0,0,0,0
2016,Cape Johnson,5,2,sponge,3,0,0,0,0,0,0
2016,Cape Johnson,5,2,tunicate,3,0.05,0.040824829046386304,0.023570226039551587,0.05,0.05,0.02886751345948129
2016,Cape Johnson,5,3,bivalve,12,0,0,0,0,0,0
2016,Cape Johnson,5,3,blood_star,3,0.0875,0.021650635094610966,0.0125,0.08333333333333334,0.02886751345948129,0.01666666666666667
2016,Cape Johnson,5,3,brood_sea_star,3,0.025,0.025,0.014433756729740645,0.016666666666666666,0.02886751345948129,0.01666666666666667
2016,Cape Johnson,5,3,Cal_cuc,3,0,0,0,0,0,0
2016,Cape Johnson,5,3,chiton,6,0.008333333333333333,0.018633899812498248,0.007607257743127308,0.008333333333333333,0.020412414523193152,0.008333333333333335
2016,Cape Johnson,5,3,crabs,18,0,0,0,0,0,0
2016,Cape Johnson,5,3,green_urchin,3,0,0,0,0,0,0
2016,Cape Johnson,5,3,hermit_crabs,3,0,0,0,0,0,0
2016,Cape Johnson,5,3,kelp_crab,6,0,0,0,0,0,0
2016,Cape Johnson,5,3,large_anemone,21,0.011904761904761904,0.03417309546287458,0.007457180794741654,0.011904761904761904,0.035017002672851315,0.00764133644565772
2016,Cape Johnson,5,3,large_barnacle,3,1.2166666666666666,1.7206265008872657,0.9934041734620668,1.2166666666666666,2.107328482542134,1.2166666666666668
2016,Cape Johnson,5,3,large_nudibranch,12,0.004166666666666667,0.013819269959814168,0.003989279615651409,0.004166666666666667,0.014433756729740645,0.0041666666666666675
2016,Cape Johnson,5,3,large_sea_star,12,0,0,0,0,0,0
2016,Cape Johnson,5,3,large_seastar,6,0,0,0,0,0,0
2016,Cape Johnson,5,3,leather_star,3,0,0,0,0,0,0
2016,Cape Johnson,5,3,med_nudibranch,18,0.002777777777777778,0.01145307118227128,0.002699514766132084,0.002777777777777778,0.011785113019775794,0.0027777777777777783
2016,Cape Johnson,5,3,med_sea_star,6,0,0,0,0,0,0
2016,Cape Johnson,5,3,med_seastar,3,0,0,0,0,0,0
2016,Cape Johnson,5,3,mobile_invert,3,0,0,0,0,0,0
2016,Cape Johnson,5,3,no_org,3,0,0,0,0,0,0
2016,Cape Johnson,5,3,octopus,3,0,0,0,0,0,0
2016,Cape Johnson,5,3,orange_cucumber,3,0.06666666666666667,0.09428090415820635,0.054433105395181744,0.06666666666666667,0.11547005383792516,0.06666666666666668
2016,Cape Johnson,5,3,P_ochraceous,3,0.016666666666666666,0.023570226039551587,0.013608276348795436,0.016666666666666666,0.02886751345948129,0.01666666666666667
2016,Cape Johnson,5,3,purple_urchin,3,0,0,0,0,0,0
2016,Cape Johnson,5,3,red_urchin,3,0,0,0,0,0,0
2016,Cape Johnson,5,3,sea_cucumber,3,0,0,0,0,0,0
2016,Cape Johnson,5,3,sea_star_YOY,3,0,0,0,0,0,0
2016,Cape Johnson,5,3,shelled_gastropod,21,0,0,0,0,0,0
2016,Cape Johnson,5,3,shelled_mollusk,3,0,0,0,0,0,0
2016,Cape Johnson,5,3,small_anemone,6,0,0,0,0,0,0
2016,Cape Johnson,5,3,sponge,3,0,0,0,0,0,0
2016,Cape Johnson,5,3,tunicate,3,0.075,0.01767766952966369,0.010206207261596578,0.075,0.025,0.014433756729740645
2016,Cape Johnson,10,1,bivalve,4,0.01875,0.01301041249666333,0.006505206248331665,0.0125,0.015957118462605634,0.007978559231302817
2016,Cape Johnson,10,1,blood_star,1,0.16666666666666666,0,0,0.16666666666666666,NA,NA
2016,Cape Johnson,10,1,brood_sea_star,1,0.016666666666666666,0,0,0.016666666666666666,NA,NA
2016,Cape Johnson,10,1,Cal_cuc,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,1,chiton,2,0,0,0,0,0,0
2016,Cape Johnson,10,1,crabs,6,0,0,0,0,0,0
2016,Cape Johnson,10,1,green_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,1,hermit_crabs,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,1,kelp_crab,2,0,0,0,0,0,0
2016,Cape Johnson,10,1,large_anemone,7,0,0,0,0,0,0
2016,Cape Johnson,10,1,large_barnacle,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,1,large_nudibranch,4,0.025,0.025,0.0125,0.0125,0.025,0.0125
2016,Cape Johnson,10,1,large_sea_star,4,0,0,0,0,0,0
2016,Cape Johnson,10,1,large_seastar,2,0,0,0,0,0,0
2016,Cape Johnson,10,1,leather_star,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,1,med_nudibranch,6,0,0,0,0,0,0
2016,Cape Johnson,10,1,med_sea_star,2,0,0,0,0,0,0
2016,Cape Johnson,10,1,med_seastar,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,1,mobile_invert,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,1,no_org,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,1,octopus,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,1,orange_cucumber,1,0.016666666666666666,0,0,0.016666666666666666,NA,NA
2016,Cape Johnson,10,1,P_ochraceous,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,1,purple_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,1,red_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,1,sea_cucumber,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,1,sea_star_YOY,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,1,shelled_gastropod,7,0.02727272727272727,0.027773186030035396,0.01049727762162956,0.014285714285714285,0.026226526415648103,0.009912695235553012
2016,Cape Johnson,10,1,shelled_mollusk,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,1,small_anemone,2,0,0,0,0,0,0
2016,Cape Johnson,10,1,sponge,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,1,tunicate,1,0.08333333333333333,0,0,0.08333333333333333,NA,NA
2016,Cape Johnson,10,2,bivalve,4,0.008333333333333333,0.008333333333333333,0.004166666666666667,0.004166666666666667,0.008333333333333333,0.004166666666666667
2016,Cape Johnson,10,2,blood_star,1,0.08333333333333333,0,0,0.08333333333333333,NA,NA
2016,Cape Johnson,10,2,brood_sea_star,1,0.016666666666666666,0,0,0.016666666666666666,NA,NA
2016,Cape Johnson,10,2,Cal_cuc,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,2,chiton,2,0,0,0,0,0,0
2016,Cape Johnson,10,2,crabs,6,0,0,0,0,0,0
2016,Cape Johnson,10,2,green_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,2,hermit_crabs,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,2,kelp_crab,2,0.0125,0.007216878364870323,0.005103103630798288,0.008333333333333333,0.011785113019775792,0.008333333333333333
2016,Cape Johnson,10,2,large_anemone,7,0,0,0,0,0,0
2016,Cape Johnson,10,2,large_barnacle,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,2,large_nudibranch,4,0.008333333333333333,0.008333333333333333,0.004166666666666667,0.004166666666666667,0.008333333333333333,0.004166666666666667
2016,Cape Johnson,10,2,large_sea_star,4,0,0,0,0,0,0
2016,Cape Johnson,10,2,large_seastar,2,0,0,0,0,0,0
2016,Cape Johnson,10,2,leather_star,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,2,med_nudibranch,6,0,0,0,0,0,0
2016,Cape Johnson,10,2,med_sea_star,2,0,0,0,0,0,0
2016,Cape Johnson,10,2,med_seastar,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,2,mobile_invert,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,2,no_org,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,2,octopus,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,2,orange_cucumber,1,0.016666666666666666,0,0,0.016666666666666666,NA,NA
2016,Cape Johnson,10,2,P_ochraceous,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,2,purple_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,2,red_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,2,sea_cucumber,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,2,sea_star_YOY,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,2,shelled_gastropod,7,0.00909090909090909,0.008298826628866154,0.0031366616333743376,0.0047619047619047615,0.008132500607904443,0.0030737963065138227
2016,Cape Johnson,10,2,shelled_mollusk,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,2,small_anemone,2,0,0,0,0,0,0
2016,Cape Johnson,10,2,sponge,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,2,tunicate,1,0.13333333333333333,0,0,0.13333333333333333,NA,NA
2016,Cape Johnson,10,3,bivalve,4,0,0,0,0,0,0
2016,Cape Johnson,10,3,blood_star,1,0.06666666666666667,0,0,0.06666666666666667,NA,NA
2016,Cape Johnson,10,3,brood_sea_star,1,0.03333333333333333,0,0,0.03333333333333333,NA,NA
2016,Cape Johnson,10,3,Cal_cuc,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,3,chiton,2,0,0,0,0,0,0
2016,Cape Johnson,10,3,crabs,6,0,0,0,0,0,0
2016,Cape Johnson,10,3,green_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,3,hermit_crabs,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,3,kelp_crab,2,0,0,0,0,0,0
2016,Cape Johnson,10,3,large_anemone,7,0,0,0,0,0,0
2016,Cape Johnson,10,3,large_barnacle,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,3,large_nudibranch,4,0,0,0,0,0,0
2016,Cape Johnson,10,3,large_sea_star,4,0,0,0,0,0,0
2016,Cape Johnson,10,3,large_seastar,2,0,0,0,0,0,0
2016,Cape Johnson,10,3,leather_star,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,3,med_nudibranch,6,0,0,0,0,0,0
2016,Cape Johnson,10,3,med_sea_star,2,0,0,0,0,0,0
2016,Cape Johnson,10,3,med_seastar,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,3,mobile_invert,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,3,no_org,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,3,octopus,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,3,orange_cucumber,1,0.016666666666666666,0,0,0.016666666666666666,NA,NA
2016,Cape Johnson,10,3,P_ochraceous,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,3,purple_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,3,red_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,3,sea_cucumber,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,3,sea_star_YOY,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,3,shelled_gastropod,7,0.005555555555555556,0.00785674201318386,0.0029695693545824927,0.0023809523809523807,0.00629940788348712,0.0023809523809523807
2016,Cape Johnson,10,3,shelled_mollusk,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,3,small_anemone,2,0,0,0,0,0,0
2016,Cape Johnson,10,3,sponge,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,3,tunicate,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,bivalve,4,0.025,0.025,0.0125,0.0125,0.025,0.0125
2016,Cape Johnson,10,4,blood_star,1,0.06666666666666667,0,0,0.06666666666666667,NA,NA
2016,Cape Johnson,10,4,brood_sea_star,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,Cal_cuc,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,chiton,2,0,0,0,0,0,0
2016,Cape Johnson,10,4,crabs,6,0,0,0,0,0,0
2016,Cape Johnson,10,4,green_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,hermit_crabs,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,kelp_crab,2,0,0,0,0,0,0
2016,Cape Johnson,10,4,large_anemone,7,0,0,0,0,0,0
2016,Cape Johnson,10,4,large_barnacle,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,large_nudibranch,4,0,0,0,0,0,0
2016,Cape Johnson,10,4,large_sea_star,4,0,0,0,0,0,0
2016,Cape Johnson,10,4,large_seastar,2,0,0,0,0,0,0
2016,Cape Johnson,10,4,leather_star,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,med_nudibranch,6,0,0,0,0,0,0
2016,Cape Johnson,10,4,med_sea_star,2,0,0,0,0,0,0
2016,Cape Johnson,10,4,med_seastar,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,mobile_invert,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,no_org,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,octopus,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,orange_cucumber,1,0.03333333333333333,0,0,0.03333333333333333,NA,NA
2016,Cape Johnson,10,4,P_ochraceous,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,purple_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,red_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,sea_cucumber,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,sea_star_YOY,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,shelled_gastropod,7,0.005555555555555556,0.00785674201318386,0.0029695693545824927,0.0023809523809523807,0.00629940788348712,0.0023809523809523807
2016,Cape Johnson,10,4,shelled_mollusk,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,small_anemone,2,0,0,0,0,0,0
2016,Cape Johnson,10,4,sponge,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,4,tunicate,1,0.016666666666666666,0,0,0.016666666666666666,NA,NA
2016,Cape Johnson,10,5,bivalve,4,0.008333333333333333,0.008333333333333333,0.004166666666666667,0.004166666666666667,0.008333333333333333,0.004166666666666667
2016,Cape Johnson,10,5,blood_star,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,brood_sea_star,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,Cal_cuc,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,chiton,2,0.0125,0.007216878364870323,0.005103103630798288,0.008333333333333333,0.011785113019775792,0.008333333333333333
2016,Cape Johnson,10,5,crabs,6,0,0,0,0,0,0
2016,Cape Johnson,10,5,green_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,hermit_crabs,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,kelp_crab,2,0,0,0,0,0,0
2016,Cape Johnson,10,5,large_anemone,7,0,0,0,0,0,0
2016,Cape Johnson,10,5,large_barnacle,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,large_nudibranch,4,0,0,0,0,0,0
2016,Cape Johnson,10,5,large_sea_star,4,0,0,0,0,0,0
2016,Cape Johnson,10,5,large_seastar,2,0,0,0,0,0,0
2016,Cape Johnson,10,5,leather_star,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,med_nudibranch,6,0,0,0,0,0,0
2016,Cape Johnson,10,5,med_sea_star,2,0,0,0,0,0,0
2016,Cape Johnson,10,5,med_seastar,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,mobile_invert,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,no_org,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,octopus,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,orange_cucumber,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,P_ochraceous,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,purple_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,red_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,sea_cucumber,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,sea_star_YOY,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,shelled_gastropod,7,0.005555555555555556,0.00785674201318386,0.0029695693545824927,0.0023809523809523807,0.00629940788348712,0.0023809523809523807
2016,Cape Johnson,10,5,shelled_mollusk,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,small_anemone,2,0,0,0,0,0,0
2016,Cape Johnson,10,5,sponge,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,5,tunicate,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,bivalve,4,0,0,0,0,0,0
2016,Cape Johnson,10,6,blood_star,1,0.016666666666666666,0,0,0.016666666666666666,NA,NA
2016,Cape Johnson,10,6,brood_sea_star,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,Cal_cuc,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,chiton,2,0.0125,0.007216878364870323,0.005103103630798288,0.008333333333333333,0.011785113019775792,0.008333333333333333
2016,Cape Johnson,10,6,crabs,6,0,0,0,0,0,0
2016,Cape Johnson,10,6,green_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,hermit_crabs,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,kelp_crab,2,0,0,0,0,0,0
2016,Cape Johnson,10,6,large_anemone,7,0,0,0,0,0,0
2016,Cape Johnson,10,6,large_barnacle,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,large_nudibranch,4,0,0,0,0,0,0
2016,Cape Johnson,10,6,large_sea_star,4,0,0,0,0,0,0
2016,Cape Johnson,10,6,large_seastar,2,0,0,0,0,0,0
2016,Cape Johnson,10,6,leather_star,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,med_nudibranch,6,0,0,0,0,0,0
2016,Cape Johnson,10,6,med_sea_star,2,0,0,0,0,0,0
2016,Cape Johnson,10,6,med_seastar,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,mobile_invert,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,no_org,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,octopus,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,orange_cucumber,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,P_ochraceous,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,purple_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,red_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,sea_cucumber,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,sea_star_YOY,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,shelled_gastropod,7,0.00909090909090909,0.008298826628866154,0.0031366616333743376,0.0047619047619047615,0.008132500607904443,0.0030737963065138227
2016,Cape Johnson,10,6,shelled_mollusk,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,small_anemone,2,0,0,0,0,0,0
2016,Cape Johnson,10,6,sponge,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,6,tunicate,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,7,bivalve,4,0.008333333333333333,0.008333333333333333,0.004166666666666667,0.004166666666666667,0.008333333333333333,0.004166666666666667
2016,Cape Johnson,10,7,blood_star,1,0.016666666666666666,0,0,0.016666666666666666,NA,NA
2016,Cape Johnson,10,7,brood_sea_star,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,7,Cal_cuc,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,7,chiton,2,0,0,0,0,0,0
2016,Cape Johnson,10,7,crabs,6,0.00625,0.008068715304598784,0.0032940392293420617,0.002777777777777778,0.006804138174397717,0.002777777777777778
2016,Cape Johnson,10,7,green_urchin,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,7,hermit_crabs,1,0,0,0,0,NA,NA
2016,Cape Johnson,10,7,kelp_crab,2,0,0,0,0,0,0
2016,Cape Johnson,10,7,large_anemone,7,0,0,0,0,0,0
