year,site,classcode,spp,short,n_obs,dens_weighted,sd_w,dens_averaged,sd_ave,se_w,se_ave
2017,Destruction Island,COSCOS,"Costaria costatum, Costaria",Costaria,13,0.06666666666666667,0.828318242652612,0.06666666666666667,1.0144785195688801,0.22973414586817043,0.2813657169355689
2017,Destruction Island,CYMTRI,"Cymathere triplicata, three-ribbed kelp",Cymather,13,0,0,0,0,0,0
2017,Destruction Island,DESSPP,Desmarestia spp.,Desmares,13,0.03666666666666667,0.281858908754796,0.03666666666666667,0.3452052529534664,0.07817359599705716,0.09574271077563383
2017,Destruction Island,EGRMEN,Egregia menziesii,Egregia ,13,0.003333333333333333,0.08498365855987976,0.003333333333333333,0.10408329997330663,0.023570226039551587,0.028867513459481287
2017,Destruction Island,LAMSET,"Laminaria setchellii, Laminaria",Laminari,13,0.03,0.2403700850309326,0.03,0.29439202887759486,0.06666666666666667,0.0816496580927726
2017,Destruction Island,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,13,0.02,0.5099019513592785,0.019999999999999997,0.6244997998398398,0.14142135623730953,0.17320508075688773
2017,Destruction Island,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,13,1.1507806100728963,6.604685994403325,1.2796446128333985,8.771147350229256,1.8318103085507735,2.4326785781462834
2017,Destruction Island,NO_ALG,No kelp stipes present in this sample,No kelp ,13,0,0,0,0,0,0
2017,Destruction Island,NOT_DONE,No data collected,No data ,13,0,0,0,0,0,0
2017,Destruction Island,PLEGAR,"Pleurophycus gardneri, Pleurophycus",Pleuroph,13,0,0,0,0,0,0
2017,Destruction Island,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,13,0.5549285714285714,1.4146839193063594,0.54866983305011,1.7218102845468475,0.3923627238179569,0.477544251350377
2017,Destruction Island,SACGRO,"Saccharina groenlandica, split kelp",Sacchari,13,0,0,0,0,0,0
2017,Destruction Island,SACLAT,"Saccharina latissima, ""bongo""",Sacchari,13,0,0,0,0,0,0
2017,Neah Bay,AGAFIM,Agarum fimbriatum,Agarum f,18,0,0,0,0,0,0
2017,Neah Bay,ALAMAR,"Alaria marginata, Alaria",Alaria m,18,0,0,0,0,0,0
2017,Neah Bay,COSCOS,"Costaria costatum, Costaria",Costaria,18,0,0,0,0,0,0
2017,Neah Bay,CYMTRI,"Cymathere triplicata, three-ribbed kelp",Cymather,18,0,0,0,0,0,0
2017,Neah Bay,DESSPP,Desmarestia spp.,Desmares,18,0.002777777777777778,0.1,0.002777777777777778,0.12247448713915893,0.023570226039551587,0.028867513459481298
2017,Neah Bay,EGRMEN,Egregia menziesii,Egregia ,18,0,0,0,0,0,0
2017,Neah Bay,LAMSET,"Laminaria setchellii, Laminaria",Laminari,18,0.45163034639778826,1.865512160951807,0.44226959517657194,2.3974569259020684,0.4397054331316643,0.5650860166360023
2017,Neah Bay,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,18,1.8371433068773309,16.048823585652404,2.6092756772167838,32.204927356707735,3.7827439958271394,7.590774173849399
2017,Neah Bay,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,18,0.23050328554360813,1.938871359190649,0.2493143459915612,2.47058249003949,0.4569963619773621,0.5823218773958899
2017,Neah Bay,NO_ALG,No kelp stipes present in this sample,No kelp ,18,0,0,0,0,0,0
2017,Neah Bay,NOT_DONE,No data collected,No data ,18,0,0,0,0,0,0
2017,Neah Bay,PLEGAR,"Pleurophycus gardneri, Pleurophycus",Pleuroph,18,0.19537037037037036,2.5141819964177436,0.23425925925925925,3.8107304636600405,0.592598379601373,0.8981977840427238
2017,Neah Bay,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,18,2.741331403464878,5.244334552810176,2.8466015484888483,7.646406049839829,1.2361015083676652,1.802275189849195
2017,Neah Bay,SACGRO,"Saccharina groenlandica, split kelp",Sacchari,18,0.22540343915343916,1.3790458427236956,0.23593304843304844,1.7660883464134172,0.3250442223190141,0.4162710153078213
2017,Neah Bay,SACLAT,"Saccharina latissima, ""bongo""",Sacchari,18,0.027777777777777776,0.565685424949238,0.027777777777777776,0.6928203230275509,0.13333333333333333,0.16329931618554522
2017,Tatoosh Island,AGAFIM,Agarum fimbriatum,Agarum f,18,0,0,0,0,0,0
2017,Tatoosh Island,ALAMAR,"Alaria marginata, Alaria",Alaria m,18,0.008333333333333333,0.17320508075688773,0.008333333333333333,0.21213203435596428,0.040824829046386304,0.05000000000000001
2017,Tatoosh Island,COSCOS,"Costaria costatum, Costaria",Costaria,18,0.48237654320987655,3.1728370404673405,0.49126984126984125,3.9962418569941227,0.747844862304771,0.9419232387806886
2017,Tatoosh Island,CYMTRI,"Cymathere triplicata, three-ribbed kelp",Cymather,18,0,0,0,0,0,0
2017,Tatoosh Island,DESSPP,Desmarestia spp.,Desmares,18,0.11277777777777778,1.0013490899781154,0.11805555555555557,1.26243811729526,0.2360202439528346,0.29755951785595214
2017,Tatoosh Island,EGRMEN,Egregia menziesii,Egregia ,18,0,0,0,0,0,0
2017,Tatoosh Island,LAMSET,"Laminaria setchellii, Laminaria",Laminari,18,0.17777777777777778,1.8165902124584947,0.17777777777777776,2.2248595461286986,0.4281744192888376,0.5244044240850757
2017,Tatoosh Island,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,18,0,0,0,0,0,0
2017,Tatoosh Island,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,18,1.6407589375593035,7.779560107220789,1.7855968703718863,9.216989818617956,1.8336599021547217,2.172465334290708
2017,Tatoosh Island,NO_ALG,No kelp stipes present in this sample,No kelp ,18,0,0,0,0,0,0
2017,Tatoosh Island,NOT_DONE,No data collected,No data ,18,0,0,0,0,0,0
2017,Tatoosh Island,PLEGAR,"Pleurophycus gardneri, Pleurophycus",Pleuroph,18,0.2538888888888889,1.551934276958918,0.2611111111111111,1.9374596769997565,0.3657944170644975,0.45666362529400867
2017,Tatoosh Island,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,18,1.1706165429068491,2.3175563479018955,1.1746731990890764,2.8440020597060593,0.5462532697944533,0.6703377140422211
2017,Tatoosh Island,SACGRO,"Saccharina groenlandica, split kelp",Sacchari,18,0.18611111111111112,1.266293804770441,0.18749999999999997,1.538262006291516,0.298468312109231,0.36257183196345155
2017,Tatoosh Island,SACLAT,"Saccharina latissima, ""bongo""",Sacchari,18,0,0,0,0,0,0
2018,Cape Alava,AGAFIM,Agarum fimbriatum,Agarum f,21,0,0,0,0,0,0
2018,Cape Alava,ALAMAR,"Alaria marginata, Alaria",Alaria m,21,0.0023809523809523807,0.10801234497346436,0.0023809523809523807,0.13228756555322954,0.02357022603955159,0.02886751345948129
2018,Cape Alava,COSCOS,"Costaria costatum, Costaria",Costaria,21,0,0,0,0,0,0
2018,Cape Alava,CYMTRI,"Cymathere triplicata, three-ribbed kelp",Cymather,21,0.0023809523809523807,0.10801234497346436,0.0023809523809523807,0.13228756555322954,0.02357022603955159,0.02886751345948129
2018,Cape Alava,DESSPP,Desmarestia spp.,Desmares,21,0.0047619047619047615,0.1527525231651947,0.0047619047619047615,0.18708286933869708,0.03333333333333334,0.040824829046386304
2018,Cape Alava,EGRMEN,Egregia menziesii,Egregia ,21,0,0,0,0,0,0
2018,Cape Alava,LAMSET,"Laminaria setchellii, Laminaria",Laminari,21,0.09365079365079365,2.295563757111303,0.1392857142857143,4.160228359116841,0.5009330799790366,0.9078362554264215
2018,Cape Alava,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,21,0,0,0,0,0,0
2018,Cape Alava,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,21,0.6557675433819133,4.127026597423871,0.6945753540030684,5.24446315614248,0.9005910370376634,1.1444356853538058
2018,Cape Alava,NO_ALG,No kelp stipes present in this sample,No kelp ,21,0,0,0,0,0,0
2018,Cape Alava,NOT_DONE,No data collected,No data ,21,0,0,0,0,0,0
2018,Cape Alava,PLEGAR,"Pleurophycus gardneri, Pleurophycus",Pleuroph,21,0.04047619047619048,0.40414518843273806,0.04047619047619048,0.49497474683058323,0.08819171036881969,0.10801234497346433
2018,Cape Alava,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,21,0.7861569130963644,3.4712478559914928,0.8001374028556442,4.37468872999861,0.7574883836206755,0.9546353450994696
2018,Cape Alava,SACGRO,"Saccharina groenlandica, split kelp",Sacchari,21,0,0,0,0,0,0
2018,Cape Alava,SACLAT,"Saccharina latissima, ""bongo""",Sacchari,21,0,0,0,0,0,0
2018,Cape Johnson,AGAFIM,Agarum fimbriatum,Agarum f,18,0,0,0,0,0,0
2018,Cape Johnson,ALAMAR,"Alaria marginata, Alaria",Alaria m,18,0,0,0,0,0,0
2018,Cape Johnson,COSCOS,"Costaria costatum, Costaria",Costaria,18,0,0,0,0,0,0
2018,Cape Johnson,CYMTRI,"Cymathere triplicata, three-ribbed kelp",Cymather,18,0,0,0,0,0,0
2018,Cape Johnson,DESSPP,Desmarestia spp.,Desmares,18,0.06666666666666667,2.4,0.06666666666666667,2.9393876913398134,0.565685424949238,0.6928203230275509
2018,Cape Johnson,EGRMEN,Egregia menziesii,Egregia ,18,0,0,0,0,0,0
2018,Cape Johnson,LAMSET,"Laminaria setchellii, Laminaria",Laminari,18,0.041666666666666664,0.4,0.041666666666666664,0.48989794855663565,0.09428090415820635,0.11547005383792518
2018,Cape Johnson,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,18,1.8161111111111112,14.584196926810883,1.909722222222222,18.62880833547868,3.437528181702661,4.390852233147152
2018,Cape Johnson,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,18,0.09166666666666666,1.752141546793523,0.09166666666666666,2.145926373387493,0.41298372311212894,0.5057996968497839
2018,Cape Johnson,NO_ALG,No kelp stipes present in this sample,No kelp ,18,0,0,0,0,0,0
2018,Cape Johnson,NOT_DONE,No data collected,No data ,18,0,0,0,0,0,0
2018,Cape Johnson,PLEGAR,"Pleurophycus gardneri, Pleurophycus",Pleuroph,18,0.13472222222222222,1.2512493756242198,0.14027777777777778,1.5956973397232947,0.2949223061531065,0.37610946987989197
2018,Cape Johnson,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,18,0.49583333333333335,3.423174696097177,0.5013888888888889,4.671322082665677,0.8068500135988377,1.101041173919789
2018,Cape Johnson,SACGRO,"Saccharina groenlandica, split kelp",Sacchari,18,0,0,0,0,0,0
2018,Cape Johnson,SACLAT,"Saccharina latissima, ""bongo""",Sacchari,18,0,0,0,0,0,0
2018,Destruction Island,AGAFIM,Agarum fimbriatum,Agarum f,24,0.041666666666666664,1.5491933384829668,0.041666666666666664,1.8973665961010278,0.316227766016838,0.38729833462074176
2018,Destruction Island,ALAMAR,"Alaria marginata, Alaria",Alaria m,24,0.06041666666666667,1.2649110640673515,0.06041666666666667,1.5491933384829668,0.2581988897471611,0.316227766016838
2018,Destruction Island,COSCOS,"Costaria costatum, Costaria",Costaria,24,0.04375,0.8,0.04375,0.9797958971132714,0.16329931618554522,0.20000000000000007
2018,Destruction Island,CYMTRI,"Cymathere triplicata, three-ribbed kelp",Cymather,24,0,0,0,0,0,0
2018,Destruction Island,DESSPP,Desmarestia spp.,Desmares,24,0.3311458333333333,4.7343760588557675,0.32708333333333334,5.849786320883865,0.9664004662204543,1.1940826325398646
2018,Destruction Island,EGRMEN,Egregia menziesii,Egregia ,24,0,0,0,0,0,0
2018,Destruction Island,LAMSET,"Laminaria setchellii, Laminaria",Laminari,24,0.01875,0.8246211251235321,0.01875,1.0099504938362076,0.16832508230603466,0.206155281280883
2018,Destruction Island,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,24,0,0,0,0,0,0
2018,Destruction Island,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,24,0.6561846917450366,19.068336329700408,1.3498015873015874,51.66358713666391,3.8923078542950824,10.545785563886932
2018,Destruction Island,NO_ALG,No kelp stipes present in this sample,No kelp ,24,0,0,0,0,0,0
2018,Destruction Island,NOT_DONE,No data collected,No data ,24,0,0,0,0,0,0
2018,Destruction Island,PLEGAR,"Pleurophycus gardneri, Pleurophycus",Pleuroph,24,0.029166666666666667,1.0066445913694333,0.029166666666666667,1.2328828005937953,0.20548046676563256,0.2516611478423583
2018,Destruction Island,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,24,0.4003472222222222,5.245085883560527,0.5036458333333333,9.67218951427235,1.070648672649863,1.9743274171220946
2018,Destruction Island,SACGRO,"Saccharina groenlandica, split kelp",Sacchari,24,0,0,0,0,0,0
2018,Destruction Island,SACLAT,"Saccharina latissima, ""bongo""",Sacchari,24,0,0,0,0,0,0
2018,Neah Bay,AGAFIM,Agarum fimbriatum,Agarum f,24,0,0,0,0,0,0
2018,Neah Bay,ALAMAR,"Alaria marginata, Alaria",Alaria m,24,0,0,0,0,0,0
2018,Neah Bay,COSCOS,"Costaria costatum, Costaria",Costaria,24,0.014583333333333334,0.5033222956847166,0.014583333333333332,0.6164414002968978,0.10274023338281628,0.1258305739211792
2018,Neah Bay,CYMTRI,"Cymathere triplicata, three-ribbed kelp",Cymather,24,0.004166666666666667,0.23094010767585035,0.004166666666666667,0.282842712474619,0.04714045207910318,0.05773502691896258
2018,Neah Bay,DESSPP,Desmarestia spp.,Desmares,24,0.1625,1.9017535767461218,0.1625,2.3323807579381204,0.3881938232950706,0.4760952285695234
2018,Neah Bay,EGRMEN,Egregia menziesii,Egregia ,24,0,0,0,0,0,0
2018,Neah Bay,LAMSET,"Laminaria setchellii, Laminaria",Laminari,24,0.2891666666666667,1.9032603605392513,0.2947916666666667,2.373815494093844,0.38850139424889246,0.48455305867022114
2018,Neah Bay,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,24,0.508375754147813,5.465482312909138,0.5738095238095238,8.350412430239722,1.115636905402818,1.7045207996567793
2018,Neah Bay,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,24,0.1571875,3.2146254317830976,0.17083333333333334,4.228474902373195,0.6561826685035536,0.8631338250816035
2018,Neah Bay,NO_ALG,No kelp stipes present in this sample,No kelp ,24,0,0,0,0,0,0
2018,Neah Bay,NOT_DONE,No data collected,No data ,24,0,0,0,0,0,0
2018,Neah Bay,PLEGAR,"Pleurophycus gardneri, Pleurophycus",Pleuroph,24,0.03177083333333333,0.2694129420301358,0.03229166666666667,0.3391164991562634,0.054993686506321394,0.06922186552431729
2018,Neah Bay,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,24,1.159718781187332,4.519374622371421,1.1947155957702218,5.704300406584941,0.9225134817744497,1.1643854446403106
2018,Neah Bay,SACGRO,"Saccharina groenlandica, split kelp",Sacchari,24,0.041666666666666664,0.6324555320336759,0.041666666666666664,0.7745966692414834,0.12909944487358058,0.158113883008419
2018,Neah Bay,SACLAT,"Saccharina latissima, ""bongo""",Sacchari,24,0.5578171986837681,3.777044883680575,0.5710259305949504,4.954281761254475,0.7709860583839376,1.011288529754218
2018,Tatoosh Island,AGAFIM,Agarum fimbriatum,Agarum f,18,0.002777777777777778,0.1,0.002777777777777778,0.12247448713915893,0.023570226039551587,0.028867513459481298
2018,Tatoosh Island,ALAMAR,"Alaria marginata, Alaria",Alaria m,18,0.01388888888888889,0.2645751311064591,0.01388888888888889,0.32403703492039304,0.062360956446232366,0.07637626158259735
2018,Tatoosh Island,COSCOS,"Costaria costatum, Costaria",Costaria,18,0.28125,2.3049539040943965,0.2902777777777778,2.7406659774587636,0.5432828453025184,0.6459811658761165
2018,Tatoosh Island,CYMTRI,"Cymathere triplicata, three-ribbed kelp",Cymather,18,0.005555555555555556,0.2,0.005555555555555556,0.24494897427831785,0.047140452079103175,0.057735026918962595
2018,Tatoosh Island,DESSPP,Desmarestia spp.,Desmares,18,0.07013888888888889,0.5341465154805375,0.06805555555555555,0.6509608283145769,0.1258995410811511,0.1534329386626831
2018,Tatoosh Island,EGRMEN,Egregia menziesii,Egregia ,18,0,0,0,0,0,0
2018,Tatoosh Island,LAMSET,"Laminaria setchellii, Laminaria",Laminari,18,0.8069385628018126,5.850165922302953,0.9532943038061572,9.07668405152603,1.3788973315756239,2.1393949478406142
2018,Tatoosh Island,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,18,0,0,0,0,0,0
2018,Tatoosh Island,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,18,1.0434247391681706,4.851403684270726,1.1290801651483462,6.41694527019014,1.1434868144737436,1.5124885050181303
2018,Tatoosh Island,NO_ALG,No kelp stipes present in this sample,No kelp ,18,0,0,0,0,0,0
2018,Tatoosh Island,NOT_DONE,No data collected,No data ,18,0,0,0,0,0,0
2018,Tatoosh Island,PLEGAR,"Pleurophycus gardneri, Pleurophycus",Pleuroph,18,0.6912518853695325,7.775853127817406,1.029064454064454,15.803452525027561,1.8327861587301046,3.724909482202219
2018,Tatoosh Island,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,18,1.733929518715429,7.342977832936031,1.892291239368129,10.463013965557161,1.7307564732571892,2.466156042231673
2018,Tatoosh Island,SACGRO,"Saccharina groenlandica, split kelp",Sacchari,18,0.019444444444444445,0.30000000000000004,0.019444444444444445,0.3674234614174767,0.07071067811865477,0.08660254037844388
2018,Tatoosh Island,SACLAT,"Saccharina latissima, ""bongo""",Sacchari,18,0,0,0,0,0,0
2019,Cape Alava,AGAFIM,Agarum fimbriatum,Agarum f,24,0,0,0,0,0,0
2019,Cape Alava,ALAMAR,"Alaria marginata, Alaria",Alaria m,24,0.004166666666666667,0.11547005383792518,0.004166666666666667,0.1414213562373095,0.02357022603955159,0.02886751345948129
2019,Cape Alava,COSCOS,"Costaria costatum, Costaria",Costaria,24,0.008333333333333333,0.3651483716701107,0.008333333333333333,0.447213595499958,0.07453559924999299,0.0912870929175277
2019,Cape Alava,CYMTRI,"Cymathere triplicata, three-ribbed kelp",Cymather,24,0,0,0,0,0,0
2019,Cape Alava,DESSPP,Desmarestia spp.,Desmares,24,0.016964285714285713,0.3840351457839229,0.016666666666666666,0.4898979485566356,0.07839084587216347,0.1
2019,Cape Alava,EGRMEN,Egregia menziesii,Egregia ,24,0,0,0,0,0,0
2019,Cape Alava,LAMSET,"Laminaria setchellii, Laminaria",Laminari,24,0.09770833333333333,0.9506664329125473,0.09479166666666666,1.1640446726822815,0.1940539730189631,0.23760962382305423
2019,Cape Alava,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,24,0.027083333333333334,1.171893055416463,0.027083333333333334,1.4352700094407322,0.23921166824012208,0.29297326385411576
2019,Cape Alava,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,24,0.4243378019054261,3.9487521703555224,0.42175024276215095,4.882829518534725,0.8060356615065555,0.9967034017841444
2019,Cape Alava,NO_ALG,No kelp stipes present in this sample,No kelp ,24,0,0,0,0,0,0
2019,Cape Alava,NOT_DONE,No data collected,No data ,24,0,0,0,0,0,0
2019,Cape Alava,PLEGAR,"Pleurophycus gardneri, Pleurophycus",Pleuroph,24,0.050520833333333334,0.6736096792653741,0.04895833333333333,0.8396427811873333,0.13750000000000004,0.1713913650100261
2019,Cape Alava,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,24,0.818977530016043,5.222207434016818,0.879090239467598,6.711435790560261,1.0659786286925215,1.369966094027106
2019,Cape Alava,SACGRO,"Saccharina groenlandica, split kelp",Sacchari,24,0,0,0,0,0,0
2019,Cape Alava,SACLAT,"Saccharina latissima, ""bongo""",Sacchari,24,0.06875,0.32659863237109044,0.06875,0.4,0.06666666666666668,0.08164965809277261
2019,Cape Johnson,AGAFIM,Agarum fimbriatum,Agarum f,24,0,0,0,0,0,0
2019,Cape Johnson,ALAMAR,"Alaria marginata, Alaria",Alaria m,24,0.004166666666666667,0.16329931618554525,0.004166666666666667,0.2,0.03333333333333335,0.040824829046386304
2019,Cape Johnson,COSCOS,"Costaria costatum, Costaria",Costaria,24,0,0,0,0,0,0
2019,Cape Johnson,CYMTRI,"Cymathere triplicata, three-ribbed kelp",Cymather,24,0,0,0,0,0,0
2019,Cape Johnson,DESSPP,Desmarestia spp.,Desmares,24,0,0,0,0,0,0
2019,Cape Johnson,EGRMEN,Egregia menziesii,Egregia ,24,0.0125,0.6928203230275509,0.012499999999999999,0.8485281374238571,0.14142135623730953,0.17320508075688776
2019,Cape Johnson,LAMSET,"Laminaria setchellii, Laminaria",Laminari,24,0.366426917989418,11.062072147190875,0.5982026143790851,21.23762810123573,2.258036021539295,4.335112682918393
2019,Cape Johnson,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,24,1.1974394499178982,21.61360727375245,2.082182314213564,48.43971133384884,4.411859110133377,9.887714671303401
2019,Cape Johnson,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,24,0.14166666666666666,1.662077013859466,0.140625,2.043281674170255,0.33927004976370473,0.41708312520807334
2019,Cape Johnson,NO_ALG,No kelp stipes present in this sample,No kelp ,24,0,0,0,0,0,0
2019,Cape Johnson,NOT_DONE,No data collected,No data ,24,0,0,0,0,0,0
2019,Cape Johnson,PLEGAR,"Pleurophycus gardneri, Pleurophycus",Pleuroph,24,0.18802083333333333,2.3431638155849592,0.18645833333333334,2.8714108030722456,0.478296310994671,0.5861242757868562
2019,Cape Johnson,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,24,0.8271692220329359,5.854849262160159,0.8203877005347594,7.166063486905982,1.1951161011002474,1.4627665839424382
2019,Cape Johnson,SACGRO,"Saccharina groenlandica, split kelp",Sacchari,24,0.0125,0.5163977794943223,0.0125,0.6324555320336759,0.105409255338946,0.12909944487358058
2019,Cape Johnson,SACLAT,"Saccharina latissima, ""bongo""",Sacchari,24,0,0,0,0,0,0
2019,Destruction Island,AGAFIM,Agarum fimbriatum,Agarum f,18,0,0,0,0,0,0
2019,Destruction Island,ALAMAR,"Alaria marginata, Alaria",Alaria m,18,0.005555555555555556,0.1,0.005555555555555556,0.12247448713915893,0.023570226039551587,0.028867513459481298
2019,Destruction Island,COSCOS,"Costaria costatum, Costaria",Costaria,18,0.04166666666666667,0.6103277807866851,0.04166666666666667,0.754983443527075,0.1438556375136006,0.17795130420052188
2019,Destruction Island,CYMTRI,"Cymathere triplicata, three-ribbed kelp",Cymather,18,0.005555555555555556,0.2,0.005555555555555556,0.24494897427831785,0.047140452079103175,0.057735026918962595
2019,Destruction Island,DESSPP,Desmarestia spp.,Desmares,18,0.16694444444444445,1.2681975398178313,0.1638888888888889,1.738533865071371,0.29891702676309506,0.409776361771475
2019,Destruction Island,EGRMEN,Egregia menziesii,Egregia ,18,0,0,0,0,0,0
2019,Destruction Island,LAMSET,"Laminaria setchellii, Laminaria",Laminari,18,0.044444444444444446,1.0583005244258363,0.044444444444444446,1.2961481396815722,0.24944382578492946,0.3055050463303894
2019,Destruction Island,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,18,0,0,0,0,0,0
2019,Destruction Island,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,18,0.5593078898225957,9.34847859938394,0.9247495446265939,20.58750912031593,2.2034575371339007,4.852522435571763
2019,Destruction Island,NO_ALG,No kelp stipes present in this sample,No kelp ,18,0,0,0,0,0,0
2019,Destruction Island,NOT_DONE,No data collected,No data ,18,0,0,0,0,0,0
2019,Destruction Island,PLEGAR,"Pleurophycus gardneri, Pleurophycus",Pleuroph,18,0.022222222222222223,0.49999999999999994,0.022222222222222223,0.6123724356957945,0.11785113019775792,0.14433756729740643
2019,Destruction Island,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,18,0.37884199134199137,1.671430112338493,0.36873123123123125,2.038201630729681,0.3939598555713138,0.4804087315048123
2019,Destruction Island,SACGRO,"Saccharina groenlandica, split kelp",Sacchari,18,0,0,0,0,0,0
2019,Destruction Island,SACLAT,"Saccharina latissima, ""bongo""",Sacchari,18,0,0,0,0,0,0
2019,Neah Bay,AGAFIM,Agarum fimbriatum,Agarum f,24,0,0,0,0,0,0
2019,Neah Bay,ALAMAR,"Alaria marginata, Alaria",Alaria m,24,0.0020833333333333333,0.11547005383792518,0.0020833333333333333,0.1414213562373095,0.02357022603955159,0.02886751345948129
2019,Neah Bay,COSCOS,"Costaria costatum, Costaria",Costaria,24,0.00625,0.25819888974716115,0.00625,0.31622776601683794,0.052704627669473,0.06454972243679029
2019,Neah Bay,CYMTRI,"Cymathere triplicata, three-ribbed kelp",Cymather,24,0,0,0,0,0,0
2019,Neah Bay,DESSPP,Desmarestia spp.,Desmares,24,0.1603125,0.9878849460674388,0.15520833333333334,1.1916375287812984,0.20165117020350873,0.24324199198877372
2019,Neah Bay,EGRMEN,Egregia menziesii,Egregia ,24,0,0,0,0,0,0
2019,Neah Bay,LAMSET,"Laminaria setchellii, Laminaria",Laminari,24,0.041666666666666664,0.7023769168568493,0.041666666666666664,0.8602325267042628,0.1433720877840438,0.17559422921421233
2019,Neah Bay,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,24,1.2247254454289553,13.637230259616517,1.4700892857142858,20.135185694396906,2.7836879700752535,4.110077568954984
2019,Neah Bay,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,24,0.381444209039548,2.3579849391767405,0.38410087719298247,2.9218017057555827,0.4813216601792202,0.5964102757245578
2019,Neah Bay,NO_ALG,No kelp stipes present in this sample,No kelp ,24,0,0,0,0,0,0
2019,Neah Bay,NOT_DONE,No data collected,No data ,24,0,0,0,0,0,0
2019,Neah Bay,PLEGAR,"Pleurophycus gardneri, Pleurophycus",Pleuroph,24,0.06208333333333334,0.7217340230306453,0.057291666666666664,0.916515138991168,0.14732334053593366,0.18708286933869708
2019,Neah Bay,PTECAL,"Pterygophora californica, Pterygophora",Pterygop,24,2.123769226135157,7.7416838411023505,2.265133046997244,9.457194729463447,1.5802645967208737,1.9304417904436542
2019,Neah Bay,SACGRO,"Saccharina groenlandica, split kelp",Sacchari,24,0.6467329545454545,4.99437880597929,0.7011780753968254,6.19043732817472,1.0194733047349973,1.2636177282255066
2019,Neah Bay,SACLAT,"Saccharina latissima, ""bongo""",Sacchari,24,0.11666666666666667,1.484082207965583,0.115625,1.8261982367749676,0.30293701215489227,0.3727711541057508
2019,Tatoosh Island,AGAFIM,Agarum fimbriatum,Agarum f,15,0,0,0,0,0,0
2019,Tatoosh Island,ALAMAR,"Alaria marginata, Alaria",Alaria m,15,0.056666666666666664,0.8266397845091495,0.05666666666666667,1.0124228365658292,0.21343747458109494,0.26140645235596865
2019,Tatoosh Island,COSCOS,"Costaria costatum, Costaria",Costaria,15,0.2875,2.016124238345555,0.27314814814814814,2.474600915573666,0.520561039933163,0.6389392089684289
2019,Tatoosh Island,CYMTRI,"Cymathere triplicata, three-ribbed kelp",Cymather,15,0.003333333333333333,0.09128709291752769,0.003333333333333333,0.1118033988749895,0.023570226039551584,0.02886751345948129
2019,Tatoosh Island,DESSPP,Desmarestia spp.,Desmares,15,0.45380952380952383,4.43632670945248,0.5845561434450323,6.845944781432158,1.145454630936307,1.7676153418361549
2019,Tatoosh Island,EGRMEN,Egregia menziesii,Egregia ,15,0,0,0,0,0,0
2019,Tatoosh Island,LAMSET,"Laminaria setchellii, Laminaria",Laminari,15,0.116,1.024613748362442,0.11333333333333333,1.2234684303242156,0.26455413224685964,0.3158981903504144
2019,Tatoosh Island,MACPYR,"Macrocystis pyrifera, Macrocystis",Macrocys,15,0,0,0,0,0,0
2019,Tatoosh Island,NERLUE,"Nereocystis luetkeana, Nereocystis",Nereocys,15,1.5108301638481278,18.164154154702516,2.9789492849771486,53.4034594331572,4.689964435940474,13.788713934298748
2019,Tatoosh Island,NO_ALG,No kelp stipes present in this sample,No kelp ,15,0,0,0,0,0,0
2019,Tatoosh Island,NOT_DONE,No data collected,No data ,15,0,0,0,0,0,0
